,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X002475.SZ,X600809.SH,X600690.SH,X000063.SZ,X000651.SZ,X002304.SZ,X300124.SZ,X600104.SH,X002371.SZ,X003816.SZ,X000725.SZ,X600031.SH,X000596.SZ,X002129.SZ,X000625.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X600089.SH,X600703.SH,X002049.SZ,X000100.SZ,X000977.SZ,X600372.SH,X002236.SZ,X002241.SZ,X601877.SH,X000157.SZ,X600741.SH,X600584.SH,X000661.SZ,X600522.SH,X002180.SZ,X002074.SZ,X000733.SZ,X000066.SZ,X300003.SZ,X600460.SH,X300142.SZ,X600702.SH,X002007.SZ,X300146.SZ,X000800.SZ,X000921.SZ,X002463.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.226153627571737,0,0.0768564209781707,0.056611372747832,0,0,0,0,0,0,0,0,0.0626337369191377,0,0,0,0.0313247383254229,0,0,0,0,0,0,-0.0569899988831635,0,0,-0.00414581326805277,0,-0.013076290399914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00374031072033024,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.244184859666807,0,0,0.0808081584509766,0,0,0,0,0,0,0,0,0,0.124484006601801,0.0157868594218951,0,0,0,0,0,0,0,0.00860386184389152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120192947948008,0,0,0,0,0,0,-0.0194992068446044,-0.0318695488347115,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.00540977966014073,0,0,0,0,-0.136174719129666,0,0,0,0,0,-0.121786076459023,0.293942260385041,0,-0.136819256282767,-0.0374503272572328,0.208809270817716,0,0,0,0,0.279992584515273,0,0,0,0,8.67361737988404e-19,0,-0.106619283253478,0.130217740046992,0,0,0.0942746143445966,0,0.0381632068874123,0,0,0,0.275703623326575,0,0,-0.127551254913808,0,0.00668027656486247,0,0,0,0,0,0,0
X000568.SZ,0,0.448921291057558,0,0,0,0,0,0,-0.0202632086423384,0,0.0954141178224506,0,0,0,0,0,0,0.0299223706669462,0,0,0,0,0,0,-0.108214901713999,0,0,-0.0262938065469224,0,0.0156957476515412,0,0,0,0,0,0,-0.0453725352341196,0,0,0,0,0,-4.33680868994202e-19,0,0.220508693493722,0,0,0,0,0,0,0,-0.0367620582671059,0,0,0,0,0,0
X600276.SH,0,0,0.210601621708606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280801809866256,0,0.023301330261699,0,0,0,0,0,0,0,0,0,0,0.0600739788927425,0,0,0,0,0,0,0,0,0,0,0,0.133300792037111,-0.207305804591428,0,-0.00058102250806286,-0.00490775874870994,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0263995557773106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186066781532384,0.0521221306408451,0,0.000962796100864396,0,0.0965414582392499,0.4521199525711,0,0,0,0.0636153436459744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,-0.00283825799170908,0,0.146034283565511,0,0,0,0,0,0,0,0,-0.225253646526757,0,0,0,0,0,0,0,0,-0.00771995636443436,0,0,0,0,0,0,0,0,0.0237217318888968,0,0.157176065431581,0,0.0957326351706822,0,0,0,0.00921358291265988,-0.185111407428143,0,0,0.113769415147869,0,0.157303755764999,-0.00338141016104374,0.013794001170399,0,0,0,0,0,0
X600690.SH,0,0,0,0.0261295147995836,0.155577153519042,0,0,0,-0.0293854796379652,0.231881030325166,0,0,0,0,0,0.0920879079224979,0,0,0,0.0338776379864848,0,0,0,0,0,0,0,0,0.0128929798648485,-0.0120367003472628,0,0,0,0,0,0,0,0,0,0,-0.0887757147520115,0,0,0,0,0,0,0,0.159256425866917,0,0.0106500438132166,0.0526616548423493,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0677464715372782,0,0,0,0,0,0,0,0.216548296551316,0,0,0,-0.0235345066633231,0,0,0.0276069995385223,0,0,0,0,-0.194696652317815,0,0.291144930501295,0,1.73472347597681e-18,0,0,-0.052104061592971,0,0,0,0,0,0,0,0.128239490903078,0,0,0,0.0648285644716676,0,0,0,-0.125168300238015,0,0.105472716173744,0.162780421661603,-0.216712289827343,0,-0.307632123199931,0,0,0,0
X000651.SZ,0,0,0,0.228173088304751,0,0,0,0,0.176227276900653,0,0,0,0,0.00770057625888102,0,0,0,0,0.00596121252342219,0,0,-0.0488120864451114,0,0,0,0.0352041741117142,0,0,0,-0.0464914135247584,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.114708914098372,0,0,0,0.010135155663386,0.0153305576350833,0,0,0,0,0,0,0,0,0
