,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600703.SH,X600066.SH,X002236.SZ,X000568.SZ,X600271.SH,X600031.SH,X000100.SZ,X002241.SZ,X600118.SH,X600177.SH,X002292.SZ,X600372.SH,X000338.SZ,X002007.SZ,X002475.SZ,X000559.SZ,X002456.SZ,X300003.SZ,X002074.SZ,X002180.SZ,X000157.SZ,X600522.SH,X002506.SZ,X600867.SH,X002426.SZ,X300124.SZ,X002294.SZ,X002085.SZ,X000981.SZ,X600089.SH,X002508.SZ,X601877.SH,X000869.SZ,X600498.SH,X000050.SZ,X002465.SZ,X002249.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.261895804433228,0,0,0.206003530531713,0,0,0,0.196087282698405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127633633763126,0,0.0315298798698104,0,0.0348509413123257,0,0,0,0.0374823466652946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263449029102967,0,0,0,0,0,0,0
X600104.SH,0.196383958833541,0,0,0,0,0,0,0.279627302702589,0,0,0.100361414632606,0,0,0,0,0,0,0,0,0,0.0301031986150256,0,0,0,0,0,0,0,0,0,0,0,0.00103230909618366,-0.00328955601003571,0,-0.0263315731395842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461436714089948,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0540744150321235,0,0,0,0,0.0911352483627477,0,0,0,0,0,0.0147613238841853,0,0,0,0,0,0,0,0.0712651017343237,0,0.060813150411465,0.1072398490293,0,0,0,0,0.0279641206147674,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.111896302509039,0,0,0.0143517173716739,0,0,0,0,0,0.0154202798860977,0,0,0,0,0,0,0
X000858.SZ,0.0373543287001838,0,0,0,0.0745532879621423,0,0,0,0.180465003284964,0,0,0,0,0,0.383841918213286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155046352633992,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.72110531236544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722815901368039,0,0,0,0,0,0,0,0.0376532565197491,0,0.00174337334277508,0.00587284568399573,0,-0.0119539113767082,0,0,0,0,0,0,0.0297345370461319,0,0,0,0,0,0,0,0.0090932748598177,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.00739117553053815,0,0,0,0,0.158543939828447,0,0,0,0.101631894937246,0.0774275962798593,0.0276637837831994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417411055074264,0,0,0,0,0,0,0,0,0,-0.030299635513011,0,0,0,0,0,-0.0322715594061937,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0308488460668208,0,0,0.036913482847377,0,0,0,0,0,0.20951681796413,0,0,0,0,0,0.102466823219027,0,0,0,0,0,0,0.00890679300092266,0,0,-0.00258677854672309,0,0,0,0,0,0,0,0,0,0,0,0.107225760802156,0,0,0.0114883022014638,0,-0.0371066533391446,0,0,0,0,0,0,0
X000625.SZ,0,0.326936434429174,0,0,0,0,0,0,0,0,0,0,0.136369334101202,0.0632132240740183,0,0,0,0,0,0,0,0,0.0412401182541101,0,0,-0.00264972495060324,0,0,0,0,0.0185087572291024,0,0,0.0154547499867394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.0159937050450102,0.114906895465446,0,0,0,0,0,0,0.0419224061434676,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147059701575769,0,0,0,0,0,0.00879239131629979,0,0,0,0,0,0,0,0,0,0,0.0229124790897523,0,0,0.0343227299520333,0.103311857826215,0,0,0,0,0,0.057442925025479,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0738189911889481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856960232661581,0,0,0,0,0.0970764081128497,0,0,0,0.113133841298615,0,0,0.068301066617814,0,0.039751654935029,0,0,0,0,0,0,0.0103803238299589,0,0,0.0530543174424762,0,0.125032096729561,0.03934237328753,0,0,0,0,-0.000551935335506045,0,0,0,0,0,0,0
X600741.SH,0,0.529520219903068,0,0.132640378285099,0,0,0,0,0,0,0,0.0627563120343141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282691272900314,0,0.0931300086832663,0.079716728337901,0,0,0,0,0,0,0,0,0.0743241450765564,0,0,0,0,0,0.0227796402325605,0,0.0278836821324733,0.026728209605955,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194808443944664,0,0,0,0.121837063964837,0,0,0,0,0,-0.069300948695994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404480324208122,0,0,0,0,-0.0137540280212764,0.00757146755822833,0,0,0,0,0,0
X600066.SH,0,0.138414266700091,0,0,0,0,0,0,0.121496235539299,0,0,0,0,0,0.0313777498869365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195054124102989,0,0.0524283235480972,0,0,0,0,0,0,-0.0980544043421883,0,0,0,0,0,0,0,0,0.0265193888930302,0,-0.038935968912422,0.155405695148953,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171428697418694,0.175049046144854,0,0.134039705049073,0,0,0,0,0.0499941095855948,0.0185885613372506,0,0.0258752839019455,-0.0183522937621969,0,0,0,0,0.0642737508366268,0,0,0,0,0,0,0,0,0,0.0408347776019433,0,0,0.0758867162749511,0,0,0,0,0,0
X000568.SZ,0.0926470486151775,0,0,0.422840081485921,0.285356002709583,0,0,0,0.0329865451840662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125916090223119,0,0.0435982052444549,0,0.01200416266745,0,0,0,0,0,0,0,0,0,0.024399174842278,0,0,0,0,0,0,0,0,0.0394299170262905,0,0.0174413766813014,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154066364412697,0,0.238029035870234,0.174956753954232,0,0,0,0,0,0,0,0.0544616966810322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581104039315958,0,0.0486653197650185,0,0,-0.0545896736435326,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103371848489159,0,0,0.0052457095909737,0,0,0,0,0.0114507281417547,0,0,0,0,0,0,0,0,0,0.0526393393499604,0,0,0,0,0,0.0875117232785294,0,0,0.0309096490879693,0,0,0,0,-0.00600439100467194,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0.0462851405325376,0,0,0,0,0.127843265322177,0,0,0,0,0,0,0.0178193928606128,0,0,0.100292946956553,0,0,-0.00888472029585111,0,0,0,0,0,0,0,0,0,0,0,-0.0309547121784872,0,0,0,0,0,0,0,0,0,0,0,0.12512584126959,0,0.0252351068161078,0,0,-0.00487327890555015,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0.341888260849893,0,0.0348255328612998,0,0.121278739978077,0,0,0,0.122527169779909,0,0.12190740884707,0.000446080376891048,0,0,0,0.0583824293333126,0,0,0,0,0,0,0,0,0.11355588955632,0,0,0,0,0,0,0,0,0,0.075372581171574,0,0.0325761997563841,0,0,-0.0194372737413283,0,0,0,0,0,0,0
X600118.SH,0,0,0,0.0542610341659384,0,0,0,0,0.0118992349433156,0,0,0,0,0,0,0.0900439799418436,0,0,0,0,0,0,0.324405309443708,0,0,0,0,0,0,0,0,0,0,0.0353875719214248,0,0,0.101123432808609,0,0,0,0,0,0.0172188386998271,0,0,0.0856589310085748,0,0,0,0,0.0197870836438966,0,0,0,0,0,0,0
X600177.SH,0.0120134375914586,0,0,0,0,0,0,0,0.218412084721878,0,0.194046099372108,0,0,0,0.124140698769982,0,0,0,0,0,0,0,0,0,0,0,0.0306820218226552,0,0,0,0.00311161365454704,0,0.070256974525044,0,0,0,0,0,0,0,0,0,0,0,0,0.0984889057072007,0,-0.0658618193382168,0,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106712414425943,0,0,0,0.117805255950276,0,0,0,0,0,0,0,0.13980629946715,0,0,0.0174339577688169,0,0.0755403291843705,0,0,0,0,0,0,0.0330887630362407,0,0,0,0,0,0.408202170855471,0,0.0662398422244124,0,0,0,0.0462488395320395,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11553843707044,0,0,0,0,0.0885198410695659,0.536091328332347,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453298236502301,0,0,0,-0.0253894268937895,0,0,0,0,0,0.0598313984418136,0,0,0,0,0.0343451257115686,0,0,0,0,0,0,0
X000338.SZ,0.0116170333812369,0,0,0,0,0,0,0,0,0,0,0,0,0.12833156810497,0.129315014170867,0,0,0,-0.114685740890488,0,0,0,0,0,0,0,0,0.131550957967829,0,0,0.0528414562982428,0,0,-0.0290671312960852,0,0,0,0,0.100310341141271,0.0235963541449806,0,0,0,0,0.00283317654968408,-8.67361737988404e-19,0,0,0,0,0.03617359013451,0,0,0,0,0,0,0
X002007.SZ,0,0,0.0625950167318799,0,0,0,0,0,0.381934638620088,0,0,0,0,0,0,0,0,0,0,0.181001624041988,0,0,0.167381905698169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0866093057816169,0,0.205574089074363,0,0,0,0,0,0,0,0,0.216738513879947,0,0,-0.0443535429198964,0.128320162459794,0,0,0,0,0
X002475.SZ,0,0,0,0,0,-0.459253997835991,0,0,0,0,0,0.314624744816181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276179618091909,0,0.0321038591089662,0,0.0900854585729303,0,0,0,0,0,0,0.00932579095212973,0,-0.0124087161664117,0,0,0,0.0434991661598111,0,0.0576591360216463,0,0,0,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387779365204997,0,0,0,0,0,0,0.0492722515476626,0,0.0187668483584418,0,0,0.157863932001332,0,0.0926962992290142,0.066726590988795,0,0,0,0,0,0,0,0,0.0490965368276301,0,0,0,0,0,0.180857186967308,0,0,0,0,0,0,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23357821145076,0,0,0,0,0.3329869187945,0,0,0,0,0,0.0240587146463058,0,0,0,0,0,0,0.00394298610385738,0,0,0.164640463873039,0,0,0.0823478462846187,0,0,0,0,-0.0237894749070507,0,0,0,0,0,0,0
