,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X002304.SZ,X002475.SZ,X600690.SH,X600104.SH,X600276.SH,X000651.SZ,X300014.SZ,X300124.SZ,X600031.SH,X002129.SZ,X000725.SZ,X000625.SZ,X003816.SZ,X002371.SZ,X002241.SZ,X000063.SZ,X000596.SZ,X002049.SZ,X000338.SZ,X600089.SH,X600703.SH,X002179.SZ,X000661.SZ,X002074.SZ,X601877.SH,X300142.SZ,X600741.SH,X002180.SZ,X600460.SH,X000733.SZ,X600522.SH,X000100.SZ,X600702.SH,X000799.SZ,X600884.SH,X000157.SZ,X000800.SZ,X002236.SZ,X600584.SH,X601799.SH,X002056.SZ,X002176.SZ,X600779.SH,X002414.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.142474963589813,0.200886499167051,0,0.00991928384837556,0.0989572912126886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029709403860542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132448164543598,0,0,0,0,0,0,0,0,0.0427151262442571,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0
X000858.SZ,0.0474972795811117,0,0,0,0.348003918670053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168405640726105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148524179387062,0,0,0,0,0,0,0,0,0.10277529574645,0,0,0,0.00498619856462796,0,0,0,0,0,0,0
X600809.SH,0,0.348908619180674,0,0.0665670663480066,0.0219802992011123,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110266188590432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0832459108930333,0,0,0.346604760404135,0,0,0,-0.0342348226923842,0,0,0.0131101190937595,0,0,0,0,0,0,0.0128496456370952,0,0,0,0,0,0,0
X002415.SZ,0,0,0.154706569857584,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.160789665258958,0,0,0.0950260304721106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843865445602732,0,0,0.0065030218026749,0,0,0,0,0,0.0184727523937035,0.052792992343571,0,0,0,0,0,0
X000568.SZ,0,0.336609728956176,-1.38777878078145e-17,0,0,0.0927007860897194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596659725686602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332914850408963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231555831446908,0,0,0,0,0,0
X002304.SZ,0,0,0,0.000756336365920098,0.157175220339597,0,0,0.0558273814729493,0,0,0,0,0.0730664652856074,0,0,0,0,0,0,0,0,0.102200936120023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221161592981677,0,0,0,0,0,0,0,0.0411622828317307,0,0,0,0,0,0,-0.0187602016844713,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359727962614685,0.436367903731841,0,0.028318828215894,0,0,0,0.00383860832869477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180135923809829,0,0,0,0,0,0,0,0,0,6.01198144633871e-05,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.187229532185119,0,0,0,0,0,0,0.0449249229805618,0.134964605562688,0,0,0,0,0,0,0.0661678815992131,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0269594928589302,-0.0485213627350073,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138182225920877,0.114002704528631,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184539683076247,0,0,0,0.0381017784812937,0,0,0,0,0,0.0522455092561489,0,0,0.0251089757893642,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.227182842937847,0,0,0,0,0,0,0,0,0,0.136431575393053,0,0,0,0,0,0,0,0,0,0,0,0.0963801754831015,0,0,0,0,0,0,0,0,0,0,0.0532807604553043,0,0.0756389881200933,0,0.0336298207999427,0,0,0,0.300134708224798,0,0,0,-0.00848556859026506,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0800116366719681,0,0,0,0,0,0,0,0.158578819616209,0,0,0.00966339874366121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354983344641473,0,0,0,0,0,0,0,0.0496728637383899,0,0,0,-0.0103083265078117,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0.0907023478826036,0,0,0,0,0,0.0382701599988786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357131275034104,0,0,0,0,0,0,0,0,0.138985199481124,0,0,0,0,0,0,0.0318989984801684,0,0,0,0,0.107336659873976,0,-0.00428715720175197,-0.0820783215495271,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.147299976321004,0,0,0,0,0,0.0789561068289089,0,0,0.0375388227902164,0,0.0763277018068432,0,0,0,0,0,0,0,0.200603415903317,0,0,0,0,0,0,0,0,0,0,0,0,0.166293567049167,0,0,0,0,0,0,0,0.13025886353615,0,0,0,0,0,-0.00854942219660259,-0.0285005772269319,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0969496404103024,0,0,0.0561794205017671,0,0,0,0,0,0,0,0,0.0262738964282443,0,0,0,0,0,0,0,0,0,0,0,0.478202760402095,0,0,0,0,0,0,0.140299346948893,0,0,0,0.0128878340684219,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0232640104501677,0,0,0,0,0,0,0.031699548584412,0,0,0,0,0,0,0,0.118918273490442,0,0,0,0,0,0,0,0,0,0,0,0,0.154500152336604,0,0,0,0,0,0.113029579969462,0,0,0.199874085158491,0.00448996549110268,0,0.0355810052346703,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0585582855453065,0,8.67361737988404e-19,0,0.0388256285323109,0,0,0,0.0395855394483203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122646481994977,0,0,0,0,0.29238639822004,0,0,0.0404105768101398,0,0.0177572535302036,0,0,0,0,0,0.0232260490380156,0,0,0,-0.00565374408219377,-0.00405713774130988,0,0,0,0,0,0
