,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002236.SZ,X600031.SH,X000338.SZ,X002475.SZ,X601877.SH,X300003.SZ,X002008.SZ,X300124.SZ,X000625.SZ,X600066.SH,X600809.SH,X002456.SZ,X000100.SZ,X600487.SH,X600271.SH,X600867.SH,X002294.SZ,X600566.SH,X000981.SZ,X002241.SZ,X002049.SZ,X002180.SZ,X002508.SZ,X000157.SZ,X600522.SH,X002179.SZ,X600584.SH,X000050.SZ,X600177.SH,X300142.SZ,X000661.SZ,X002129.SZ,X600089.SH,X300136.SZ,X000596.SZ,X600498.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0350155240311848,0,0.51878525516574,0,0,0.0122126430551968,0,0,0,0,0.0364002613034642,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801621683810476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200766087030654,-8.67361737988404e-19,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0071473770467327,0.213782237995562,0,0,0.15129507321597,0,0,0,0,0,0,0,0,0,0,0,-0.0583831943967315,0,0,0,-0.0422401073960051,0,0,0,0.0227358493575685,0,0,0,0,0,0,0.00376806416239491,0,0,0.153869788074936,0,-0.0948309028303633,0,0,-0.101958341115301,0,0,0,-0.0437470811874904,-0.019760685012168,0,0.302716712029734,0,0,0,0
X002415.SZ,0,0,0,0,0.0365753179177682,0,0.0179841954738453,0,0,0,0,0,0,0.147402079888277,0,0,0,0,0,0.115550746725416,0,0,0,0.0224493784093104,0,0,0.287943077448258,0,0,0,0,0,0.164031965239295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888396595359414,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.279061528051897,0,0,0,0,0.326789742398258,0,0,0,0,0.0625750423490704,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941319169166756,0,0,0,0,0,0,0.0634677698262534,0,0,0,0,0,0,0,0,0,0.0196350065895518,0,0,0,0,0,0
X000858.SZ,0.27331362750288,0,0,0.252800093576054,0,0,0,0,0,0,0,0.401958795097141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00524828260129776,0,0,0,0,0.0115482103128225,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0637756091902512,0,0.0697973914213734,0,0,-1.38777878078145e-17,0,0,0,0.0194515071940771,0,0,0,0,0.124947454343149,0,0,0,0,0.0902061899117947,0,0,0.240831288106832,0,0,0,0,0,0,0.0503836333015286,0,0,0,0,0,0,0,0,0,0.0688185976259329,0,0,0,0,0,0,0,-0.0175966892637592,0,0,0,0,0,0,0
X002304.SZ,0,0,0.04208160903005,0,0.0540172768154761,0,0,0,0,0.0734464985098398,0,0.141432897757844,0.048726832215866,0,0,0,0,0,0,0,0,0,0,0.154877808166603,0,0,0,0,0,0,0,0,0,0,0,0.132681262873181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221620979731245,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.285724989578397,0,0,0,0,0,0,0.156404304540455,0,0,0.0479067660379887,0,0,0,0,0,0,0.130681878781417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362872481832141,0,0,0.0671871143748472,0,0,-0.0276895959510161,0.0479145743435044,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.00870127364678741,0.0409092562797416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.610697749708344,0.0240320587196344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11370175468801,0,0,0.166716031048938,0.0593041621019438,0.00904591382813241,0,0.0077448835335538,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.148080718251117,0.438856602692579,0,0.0356337502558644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630536753548844,0,0,-0.0278700205264205,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.00367330599198399,0,0,0,0,0,0
