,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X300014.SZ,X600104.SH,X000651.SZ,X600031.SH,X002371.SZ,X000725.SZ,X002241.SZ,X300124.SZ,X600703.SH,X000338.SZ,X003816.SZ,X000063.SZ,X000596.SZ,X000625.SZ,X002129.SZ,X002049.SZ,X000661.SZ,X601877.SH,X002179.SZ,X300142.SZ,X002074.SZ,X000100.SZ,X600741.SH,X600460.SH,X600089.SH,X600702.SH,X000799.SZ,X002236.SZ,X600779.SH,X000157.SZ,X601799.SH,X002414.SZ,X000733.SZ,X002180.SZ,X600884.SH,X600584.SH,X600183.SH,X600522.SH,X002007.SZ,X002008.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.474569554411378,0,0,0.058948853247407,-0.0174649008619285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635202359948972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00855699593201292,0,0,0,0,0,0
X000858.SZ,0.121804694652623,0,0,0.364022145096684,0.153475118830266,0,0,0,0,0.0509521269870373,0,0,0,0,0,0,0,0,0,-0.0143907108081041,0,0,0,0,0,0.18169425629887,0,0,0,0,0,0,0,0.0108612099944401,0.0536646233806078,0,0,0,0,0.0389066777934318,0,0,0,0,0,0,-0.00183263164071726,0,0,0,0,-0.0124432439675397,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.215098587498882,0,0,0,0,0,0,0,0,0,0,-0.037514807949782,0,0.0197960530166656,0,0,0,0,0,0,0,0,0,0.0312098462063242,-0.0112662316524369,0,0,0,0,0,0,0,0.0225577904167122,0,0,0,0,0,0,0,0,0,0,0,0.00359424461640822,0,0,0,0,0,0
X600809.SH,0,0.274064703990089,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0082312088314478,0,0,0,0,0,0,0,0,0,0.0823596844689833,0,0,0,0,-0.102936816669401,0,0.0178656073284691,0,0,0.241750846234792,0,0,0,0,0,0,0,0.00193387413712628,0,0,0,0,0,0,0,-0.0286527326258921,0,0,0,0,0,0,0
X000568.SZ,0,0.00640718286641101,0,0.119711417168963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3945189934624,0,0,0,0.164463101445702,0,0,0,0,0,0,0,0,0,0,0,0.0158709774477552,0,0,-0.073758392092397,0,0,-0.0333131321584634,0,0,-0.139497068370893,0,0,0,0,0,0.0376550037948727,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-0.0910880205571088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211913993333748,0.141957791302549,-0.18631517504141,0,0,0.0797889615185635,0,0,0,0,0,0,0,0,0,0,0,0,-0.0555114468542531,0,0,0,0.182166480601726,-0.118317099065403,0,0,-0.000932700600386223,0,0,0,0,-0.00521752484850316,0,0
X002475.SZ,0,0.130416725583183,0,0,0,0.0861931054716958,0,0,0,0,0,0,0,0,0,0,0.0923703379853106,0.110496077560487,0,0,0,0,0,0,0,0.0692263075797572,0,0,0,0,0.118298069723568,0,0,0,0,0,0.0026732185487636,0,0,0,0,-0.0625174630423766,0,0,0,0,0.0889961834604694,0,0,0,0,0.0104323485599592,0,0,0,0,0,0,0
X600690.SH,0,0.0442784034968857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271223373088697,0,0,0,0,0,0,0,0,0,0,0.222977277772989,0,-0.172068458206537,0,0,0,0,0.0225718667951894,0,0,0,0,0,-0.0311021567278904,0,0,-0.00586625057433509,0,0,0,0,-0.00268775254906752,0,0,0,0,0,0,0
X002304.SZ,0,0.244182830903089,0.105763393598728,0.176942816764981,0,0,0,0.135247335538465,0,0,0,0,0,0,0,0,0,0.0846154494523316,0,-0.103435198862383,0,0.0181223322678602,0.0346966574960514,0,0,0,0,0,0.0631800905143927,0,0,0,0,0,0,0,0.0819825876481386,0.0748944000609505,0,0,0,0,0,0,0,0,-0.0717318420554501,0,0,0,0,0.0662115729154839,-0.0694403712109911,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136829925438961,0,0,0,0,0,0.0332305447836049,0,0,0.120045192451827,0.0502563576774083,0,0.116551018025597,0.0568114397831345,0,0,0,0,0.0848575572825832,0,0,0,0,0.0511775255958866,0,0.0399236797771265,0,0.0314641843143589,0,0,0,0,0,0,0,0,0.0766240893101759,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,-0.0652815634144917,0,0,0,0,0,0,0,0,0,0.00300891806772321,0.0180178460569034,0,0.13185074696965,0,0,0,0.0338410672878683,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.014751793003,0,0,0,0,0,0,0,0.0280446132876017,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.181785922370077,0,0,0,0,0,0,0,0.0811873933094968,0,0,0,0,0,0.135577704525114,0,0,0,0,-0.0703414611086315,0,-0.0440614549850626,0,0,0,0,-0.0400425540805679,0.142286181846878,0,0,0,0,0,0,-0.0279966251294229,0,0,0,0,0,0,0,0,0,-0.00456368639914855,0.0297025925269943,0,0,0,1.73472347597681e-18,0,0
X600031.SH,0,0,0,0,0,0.0445523846323794,0.0165094250573574,0,0,0,0,0,0,0,0,0,0,0,0.187978354901849,0,0,0,0,0,0,0,-0.0434111102551505,0,-0.00984593987269148,0,0,0,0,-3.46944695195361e-18,0.0536159846935977,0,0,0.0245504862530611,0.352976725950455,0,0.0634985281346473,0,0,0,0,0,0,0,0,0,0,0,0.0236294450525898,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0.0958973772422129,0,0,-0.115530948597513,0,0,0,0,0.0436597537036115,0,0,0,-0.0260160888034441,0,0,0.166533385707749,0,0,0,0,0,0,-0.0673631587039172,0,0.230988409606494,0,0,0,0,0,0,0,0,0,0.16549570632205,0,0,-0.0558686304472907,0,0,0.370582884115869,0,0,-0.0470428736216929,0,0,0,0,0,0
