,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X002475.SZ,X600690.SH,X600276.SH,X000625.SZ,X300014.SZ,X600104.SH,X000651.SZ,X300124.SZ,X002129.SZ,X000725.SZ,X002371.SZ,X600031.SH,X003816.SZ,X000596.SZ,X002049.SZ,X000063.SZ,X002241.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X000661.SZ,X600522.SH,X601877.SH,X002180.SZ,X002074.SZ,X600741.SH,X300142.SZ,X600884.SH,X000100.SZ,X000733.SZ,X600460.SH,X600702.SH,X601799.SH,X000157.SZ,X600418.SH,X000799.SZ,X600563.SH,X002236.SZ,X600584.SH,X002414.SZ,X002176.SZ,X000800.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.332005959495702,0,0,0,0,0,-0.00422291622129899,0,0,0.0312886693014198,0,0,0,0.0435145489812463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309158004693864,-0.0555377296545059,-0.0177532922956437,0,0.0824399421953838,0,0,0,0,0,0,0.0381465746448729,0,0,0,0,-0.0279962646667472,-0.0083106128470788,0,0.00768025086054685,0,0,0,0,0,0,0
X000858.SZ,0,0,0.130733974152512,0,0,0.0779576238696148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579949627364305,0,0,0,0,0,0.0143793780395034,0,0,0,0,0,0,0,0,0,0,0,0,0.251690095443352,-0.00631104589653642,0,-0.0195742764395731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209792912750041,0,0
X600809.SH,0,0.12326598283754,0,0.58267515606059,0,0,0,0.0356503604645305,0,-0.0439705219765999,0,0,0,0,0,0,0.0340690915690632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328789484205395,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.0676562143168705,0.0040082269402619,0,0,0,-0.0414093927845381,0,0,0,0.00161902916499048,0.0039635213386648,0,0,0,0,0,0
X000568.SZ,0,0,0.207456316837442,0,0,0,0.020961947582862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00693789157646401,0.0338096805982304,0,0,0,0,0,0,0,0,0.00617172749580426,0,0.388668503748187,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192107335647632,0,0,0,-0.00632532105018721,0,0
X002415.SZ,0,0,0,0.149505174320584,0,0.252962777683111,0,0,0,-0.102401828716696,0,0,0,0,0,0,0,0.0542905540869431,0,0,0,0,0,0,0.0927635919370353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0512301707795014,0,0,0,0,0.718857696569397,0,0,0,0,0,0,0.154444504423777,0,0,0,0,0.00477698241512045,0,0
X002304.SZ,0,0,0.056342296517484,0.0557415985590104,0.00402759909197056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245112891174649,0,0.0320344809937249,0,0.314263875494769,0,0,0.0299164807769043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0278736170274148,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040259118045437,0,0,0,0,0,0.144098668185514,0.17730455550174,0.0687317669470356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238933383057646,0,0.20884117587097,0.0944203805902563,0,0,0,0,3.46944695195361e-18,0,0,-0.00498849333845506,0,0,0,-0.0098683414395996,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,-0.0681709695422942,0,0.220152965269509,0,0,0,0,0.0568657721795063,0,0,0,0,0,0,0,0,0,0,0,-0.0659572973111393,0,0,0,0,0,0.0576690760271866,0,0,0.138369551617346,0,0,0,0,0,0,0.127956920944589,0,0,0,0,0,0.0196266398509816,0,0,0,0,-0.00516282849958694,0,0
X600276.SH,0,0,0,0,0.0938178185501562,0,0,0,0,0,0.0206489846758508,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225223109867477,0,0,0,0.0648215826202361,0,0,0,0,0.0292501548308128,0,0.0377584628433018,0,0,0,-0.0480982173110156,0,0,0,0,0,0,0,0,0,0.16193703931553,0,0,0,0,0,0,0.0262419396043647,0,0
X000625.SZ,0,0,0,-0.029482548771913,0,0,0,0,0,0,0,0,0,0,-0.100994233020468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103046886767166,0.394243498711358,0,0.320799443235942,0,0,0,-0.124096826965632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495382003116849,0,0
