,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600703.SH,X300003.SZ,X600741.SH,X601877.SH,X600271.SH,X002236.SZ,X002007.SZ,X002008.SZ,X600487.SH,X000100.SZ,X600498.SH,X300124.SZ,X000661.SZ,X002456.SZ,X600867.SH,X002179.SZ,X600566.SH,X000625.SZ,X300146.SZ,X300142.SZ,X600809.SH,X000157.SZ,X000596.SZ,X600177.SH,X002180.SZ,X600372.SH,X002294.SZ,X600089.SH,X002506.SZ,X600066.SH,X300136.SZ,X600522.SH,X000977.SZ,X002241.SZ,X000050.SZ,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.716496318950112,0.0917284590686652,0,0,0,0,0,0,0,0,0,0,0,0,-0.0302055793974508,0,0,0.0724110449218627,0,0,0,0,0,0,0,0,0,-0.0474491269341391,0,0,0,0.109801022572717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00424094610458809,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852042514923237,0.432540652190954,0,0,0,0,0,0,0,0.0522744444564775,0.23043210697006,0,0,0,0,0,0,0.0129632041846448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00629486566541048,-0.00046426107599681,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147390221675199,0.690742503736354,0,0.072343582455351,0,0,0.0714842772723649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013635207178027,0,0,0,0,0,0,-0.00252521611918801,0,0,0,0,0.0899013423923485,0,0
X600276.SH,0,0,0.12898789165772,0,0,0,0,0,0,0.0202272621117131,0,0,0,0.0474787699784659,0,0.419204475133107,0,0,0,0,0,0.0262164612707784,0.0208800611433419,0,0,0,0.000424982903426107,0.0263971625880767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283521027382923,0,0,0,0,-0.00122691868145873,0,0,0,0,0,0,0
X000651.SZ,0.219314488597059,0,0,0.0619189375284202,0,0.151446560218203,0,0,0,0,0,0,0,0.0776957373164779,0,0.0604034018582299,0,0,0,0,0,0,0,0,0.0142181632646871,0,0,0,0.0796103898525767,0,0,0,0,0,0,0,0,0,0,0,0.0374742728145316,0,0,0,0,0,0,0,0,0,0,-0.00591281628443775,0,0,0,0,0,0,0
X000858.SZ,0.232047652120784,0.0397665985762802,0,0,0,0,0.146493857281905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287918327750758,0,0.105700618954378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108783893547381,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320376422878701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049696977261665,0,0,0,0.00519877604901433,0,0.376574401653864,0,0.291851650576689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377085178264392,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0244508657334778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217273512063706,0,0,0,0,0.255612926231811,0,0,0,0,0,0,0,0,0,0,0.127384430079171,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285813161657218,-0.025380131486869,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.164824123430333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174816784062672,0,0,0,0,0,0.0576082515118584,0,0,0,0,0,0,0,0,0,0,0,0.231289801199849,0,0,0.338437462587391,0,0,0,0,-0.00698732712831377,-0.034326400241873,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.131517700368428,0,0,0,0,0,0,0,0,0,0,0.125220134287863,0,0.214709623178048,0,0,0.400487645116488,0,0,0,0,0,0.044469594094524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0027365408539675,-0.0239524346538176,0,0,0,0,0,0
X600031.SH,0,0,0.057802943586624,0.129002154771695,0,0,0,0,0,0,0,-0.0682401296048816,0,0,0,0,0,0,0,0,0.0312159449692788,0,0,0,0,0,0,0,0,0,0.0424433783530052,0.180648461752258,0.104043334078397,0.0081554188347509,6.93889390390723e-18,0,0.0568954928770625,0,0,0.0714476769732499,0,0,0,0,0,0,0.062303812856441,0,0,0,0,-0.0302417031744651,-0.00144617056905289,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535459931010427,0,0,0,0,0.0204753618722879,0,0,0,0,0,0,0,0,0.812737290892765,-0.0965750375826083,0,0,0,-0.0826864556602502,0,0,0,0,0,0,0,0,0,0,0,0.0749420462766797,0,0,0,0,0.239260678437559,0,0,0.097629216930896,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.185222754804296,0,0.0908454348973324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.028116894869292,0,0.00240048750239057,0,0,0,0,0.129667817807787,0.101404948313994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00636089656546265,0,0,0,0,-0.0115301773751319,0,0,0,0,0,0,0
X000568.SZ,0.0612734450929422,0,0,0,0,0,0.307981697210765,0,0,0,0,0,0,0,0,0.115108045655365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240535678213264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0370723399067527,0.0510338645301997,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.0210655828885539,0,0,0,0,0,0,0,0,0,0,0,0,0.200228049744446,0,0.0543912286358885,0,0,0.168053299856601,0,0,0,0,0.0925526802394992,0,0,0,0.0812839631088638,0,-8.67361737988404e-19,0.0163268446897539,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,-0.0103774237690616,-0.0101885894924191,0,0,0,0,0,0
X300003.SZ,0,0,-0.0564240014960141,0.7888919837938,0,0,0,0,0,-0.0539721029375612,0,0,0,0,0,0,0,-0.151459247715867,0.00628593913103463,0,0.203510212567944,-0.15488682459381,0,0,0,0.0125029581097337,0,0,0.0791585714299117,0,0,0,0,0,0,0,0,0,0.0158424370491468,0,0,0,0,0.0816802410130392,0.0537112059795806,0,0,0,0,0,0,0.0295430602344489,0,0,0,0,0,0,0
