,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600031.SH,X000651.SZ,X000568.SZ,X002475.SZ,X002304.SZ,X600690.SH,X600809.SH,X600104.SH,X000725.SZ,X000338.SZ,X000661.SZ,X300014.SZ,X300124.SZ,X000063.SZ,X600703.SH,X003816.SZ,X000157.SZ,X000100.SZ,X000596.SZ,X002241.SZ,X000625.SZ,X002371.SZ,X002129.SZ,X600741.SH,X002179.SZ,X002007.SZ,X601877.SH,X002049.SZ,X300142.SZ,X002236.SZ,X600584.SH,X002414.SZ,X600183.SH,X300003.SZ,X000800.SZ,X601799.SH,X000066.SZ,X002074.SZ,X000977.SZ,X002008.SZ,X600089.SH,X000799.SZ,X002294.SZ,X600460.SH,X600118.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.31986758357665,0,0,0,0,0.0692243509561692,0,0.0458933725087048,0,0,0,0,0,0,0,0,0,0,0,0.0133218615990351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425199437935906,0,0,0,0,0,0,0,0.00524416248091654,0,-0.0168900229769162,0,0,0,-0.0215300727846832,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.311106375226335,0,0.0301270009878067,0,0.0738206108261729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132123312288803,0,0,0,0,0,-0.0189099140138942,-0.00644426849468739,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0248582570284099,0,0.0635628193538199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400252262741907,0,0,0,0,0.0119131919658616,0,0.468869318579965,0,0,0,0,0,0,0,0.0145690659569941,0,0,0,0,0,0,0,0,0,-0.0130198084432469,0,0,0,0,0,0,0
X600276.SH,0,0,0.0931815851327673,0,0,0,0,0,0,0.0923997873140378,0,0,0,0,0.0530577077094057,0,0,0,0,0,0.00976775719458103,0,0,0,0,0,0,0,0.0203978411855305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0844606855082195,0,0,0,0,-0.00990785235846747,0,0,0,0,-0.0227310275215119,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.22353823568266,0,0,0,0,0,0,0,0,0.0950536030271989,0,0.038190468139523,0.0149678042144488,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.171750945867386,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,-0.0282689455144211,0,0,0,0,0.00741736546655254,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.133098137712064,0,0,0,0,-0.0813830936526112,0,0,0.0230814581363492,0,0.131898664232879,0,0,-0.0218146215012243,0,0,0.0364109157235788,0,0,0,0,0,0.0275838883139881,0,0,0,0,0,0,0,0,0,0,0,0,0.0314470728184005,0,0.136156984909135,0,0,-0.0694227629775843,0.00644973688866829,-0.00698540540989211,0,0,0,0,0,0
X000568.SZ,0.155446847938413,0.410266767669125,0.0240330404731695,0,0,0,0,0,0,0,0,0,0,0,0,0.0328022329155551,0,0,0,0,0,0,0,0,-0.0345316766013559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105629527882044,0,0,0,0,0.293836027185417,0,0,0,0,0,0,-0.0311064189125302,0,0,0,0,0,0
X002475.SZ,0,0,0.0190582557913139,0.292513046499729,0,0,0,0,0,0,0,0,0.0249072484004319,0,0,0,0,0,0,0,0.0693412975111911,0,0,0.331823364854166,0,0,0,0,0,0.0486361089780302,0,0,0,0,0,0,0.178088143180817,0,0,0,0,0,0,0,-0.0721964224778749,0,0,-0.0406930545833497,0,0,0,-0.00914152540352435,0,0,0,0,-0.0175291919868123,0,0
X002304.SZ,0,0.289554351260018,0,0,0,0,0.0765617966134893,0,0,0,0.0119620970138192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181681978877634,0,0,0,0,0,0,0,0,0,0,0,-0.0505204680361671,0,0,0,0,0.0278072887653561,0,0
X600690.SH,0,0,0.186262535036199,0,0,0,0,0,0,0,0.303293243630075,0,0,0,0.12699553128974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262861129198266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772059288461074,0,0,0,0,0,0,0.0157030068508458,0,0,0,0,0,0
X600809.SH,0,0.0322002293997544,0,0,0.202754610997707,0,0,0,0.0336888341738696,0.222925547385923,0,0,0,0,0,0.0736091341151605,0,0,0,0,0,0,0,-0.0818127157488729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457654517738188,0.163099470744593,0,0,0,0,0,-0.0637851034290628,0,0,0,0.0252429074378925,0,0
