,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X002304.SZ,X000661.SZ,X600031.SH,X000063.SZ,X000568.SZ,X000725.SZ,X003816.SZ,X600809.SH,X000338.SZ,X600690.SH,X600703.SH,X002241.SZ,X300014.SZ,X300142.SZ,X002007.SZ,X000596.SZ,X002371.SZ,X300124.SZ,X000100.SZ,X300003.SZ,X002049.SZ,X002129.SZ,X000157.SZ,X600741.SH,X000800.SZ,X600584.SH,X002414.SZ,X600183.SH,X002236.SZ,X601877.SH,X000625.SZ,X000977.SZ,X002179.SZ,X002456.SZ,X300136.SZ,X000066.SZ,X002185.SZ,X002008.SZ,X002463.SZ,X600118.SH,X002180.SZ,X601799.SH,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0545153218128767,0,0,0,0,0,0,0,0,0,0.0533681850081196,0,0,0,0,0,0,0,0,0.131719939800029,0,0.180114389152652,0,0,0,0,0.0153507213684059,1.0842021724855e-19,0,0,0,0.0209963808846849,0,0,0,0,0,0,0,0,0,0.0623761188291594,0,0,0,0,0,0,0.0200395003645048,0,0.00541912682580391,-6.52218763907454e-05,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0434656599407093,0,0,0,0.0457821646111357,0,0,0,0.207540267038987,0,0,0.260600860925456,0,0,0,0,0,0.0606447805273279,0,0,0,0,0,0,0,0.000372481192986133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00777681531665537,-0.0025837943366031,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.00536216536853216,0,0,0,0,0,0,0.105852937707284,0,0,0,0,0,0.123205212802411,0.0274308173458688,0,0,0,0,0.0415482588232508,0.064595601958842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131983658305646,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291880794771543,0,0,0,0.0794472304891127,0,0,0,0,0.0500738400195493,0.0497933098450432,0,0,0,0.0922658483722519,0,0,0,0,0,0,0,0.0918898836052904,0,0,0.0112356671912831,0,0,0,0,0,0,0,0,-0.0344720100382635,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0318629749661768,0,0,0,0,0,0.0606840716877317,0,0,0.028110077905027,0,0.084019928412573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275099011750486,-0.0287254218722501,0,0,0,0,0,0
X002415.SZ,0,0,0,0.00342681861438886,0,0,0,0,0,0,0.178078342366289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590997629609606,0,0,0.092924053512006,0,0,0,0,0.187658983001211,0,0,0.0530243033815045,0,0,0,0,0,0.00888796159049355,0,0,0.0450236623587252,0,0,0,0.00574476331134574,-0.0120992168259973,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762765777060548,0,0,0,0.167117174427337,0,0.104740614586445,0,0,0.0221959609097171,0,0.0126062881043127,0.0649537141078804,0.0540397251531746,0,0,0,0,0,-0.0721069553972989,-0.0078710254273687,0,0,0,0,0,0,0
X002304.SZ,0,0.182143804797516,0,0,0,0,0,0,0,0,0,0.417891392575517,0,0,0,0,0.104941816997718,0,0,0,0.0165850012289886,0,0.124798585166973,0.0363418144401435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00954973032778298,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0.204268523405253,0,0,0,0,0,0,0,0,-0.00160134295994112,0,3.46944695195361e-18,0,0,0,0,0,0,0.190091679416122,0,0,0,0,0.173065098965788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141313119497671,-0.0201383040151004,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.095112644183837,0,0,0,0,0,0,0,0,0,0,0.311595009487834,0,0,0,0,0,0,0,0,0,0,0.117392603962295,0.0731130658925626,0,0.137408679800215,0,0,-0.00200053073592171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00322653028024052,-0.0263079921259062,0,0,0,0,0,0
