,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X600031.SH,X000338.SZ,X002475.SZ,X002236.SZ,X000625.SZ,X002008.SZ,X600487.SH,X600809.SH,X000100.SZ,X601877.SH,X002241.SZ,X600066.SH,X002508.SZ,X002456.SZ,X002294.SZ,X300124.SZ,X300003.SZ,X600867.SH,X300136.SZ,X600271.SH,X600522.SH,X000596.SZ,X600089.SH,X000157.SZ,X000981.SZ,X600177.SH,X002085.SZ,X000661.SZ,X600566.SH,X600498.SH,X600699.SH,X002179.SZ,X600118.SH,X600201.SH,X300142.SZ,X000869.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,-0.150332500021022,0.572970960285649,0,0,0.118460002670542,0.0406504684871176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150758134707224,0.156759764483756,0,0,-0.00259664545780122,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.048767134749201,0,0.0995708000097588,0,0,0,0,0.040843242862659,0,0.238967478831623,0.302769510866265,0,0,0.113432545544191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00973652447088481,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.161982637238693,0,0,0,-0.00797758204609868,0.019396506397656,0,0,0.16445317361978,0,0,0.099044028260944,0,0,0,0,0,0.0049321698527699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716523620299307,0,0,0,-0.0265701350179635,0.0133761473705214,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.00709185169021203,0,0.146266258285216,0,0,0.226647028229127,0.0167215639581872,0,0,0,0,0,0,0.0662483217764244,0.0390496436881179,0.105989647663164,0.0243104626758733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126654909256664,0,0,0,0,0.0134695816291288,0,0,0,0,0,0
X000651.SZ,0,0,0,0.346967465280347,0,0.0884744228520778,0,0,0,0.0727274570606067,0,0,0,0,0,0,0,0,0,0,0,0.0235411251482023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008613513579367,0,0,0,-0.00171869343803302,0.0384929999491279,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.332494965481464,0.0424453658223373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276843064726289,0,0.0722226503638744,0,0,0,0.0784847609429252,0,0,0.15700178305846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253681566636746,0,-0.0361168722835632,0.0697167612817679,0,0,0,0,0,0
X600276.SH,0,0.15067222479261,0,0,0,0,0,0.0675333571605757,0,0,0.153688285551106,0.174699313234897,0,0,0.0424122555200394,0,0,0,0,0.00565635443367481,0,0,0,0,0,0,-0.11738345098072,0,0,0,0,0,0,0,0.0915107772723296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128984582475823,0.0368353122369827,0,0,0,0,0,0
X002304.SZ,0.19479055007862,0,0,0.30927297741125,0,0,0,0,0,0,0.0972793414467656,0,0.0709324248377257,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0264782311429142,0,0,0,0,0,0,0,0,0.00461055632659476,0,0,0,0,0,0.0824387067556908,0,0,0,0,0,0,0,0,0,0,-0.00763577798754134,0.0169270261878625,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.419711926315915,0,0,0,0,0,0,0,0,0,0,0,0,0.0320902852655528,0,0,0,0,0.030446560485611,0,0,0,0,0,0,0,0,0.438950560450985,0,0,0,0,0,0,0,0,0,0.220621744708784,0.13163706920401,0,0.1178203507423,0,0,-0.163538233723817,0,0,-0.0227938282895008,0.0297808036881515,0,0,0,0,0,0
X600690.SH,0,0,0.0413327024961457,0.185244860318988,0,0,0,0,0,0,0.0217850894560294,0,0.156789612147111,0,0,0,0,0,0.271493948896765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636557157720015,0,0,0,0,0,0,0,0,0,0.0770276476024857,0,0,0,0,0,0,-0.00267511736916019,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.299465594709576,0,0,0,0.152869211954299,0,0,0,0,0,0,0,0,0.196573881258121,0,0.030594636397997,0,0,0,-0.0107153603493676,0,0,0,0,0,0,0,0,0.0339836974740246,0,0,0.167570255447217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00769743680481184,0.00688039598432357,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.189813748403537,0.0426607548495838,0,0,0,0,0,0,0.156107979746545,0,0,0.0972774264225493,0,0,0,0.0764692250426646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42637217740901,0,0,0,0,0,0,0,0,-0.0173801058804862,-0.0242775041820525,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0.192744311141616,0.0899767816599578,0,0,0,-0.0730780147443664,0,0,0,0,0,0,0,0.103430935067708,0.157892983154192,0,0,0,0.141190598140531,0,0,0,0,0,0,0,0,0,0,0,0.140033986277385,0,0,0,0,0,0,0,0.000634019980794181,0,0,0,0,-0.0231404713680355,0,0,0,0,0,0
X600031.SH,0,0.0437217211395865,0,0,0,0.0491728098248836,0,0,0,0,0,0,0.184450790546571,0,0,0,0,0,0,0,0,0,0.140233475069245,0,0.111495307810714,0,0,0,0,0,0,0.0946699192971121,0,0,0,0,0,0,0,0,-0.152517886795529,0,-0.0132334387604947,0,0,0,0,0,0,0.0749333497544718,0,-0.0120938736166384,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606868086715202,0,0,0,0,0,0,0,0,0,0,0,0.269068913940994,0,0,0.0645401533349994,0,0,-0.0507628786844437,0,0,0,0,0,0,0,0,0,0,0.208184594243094,0,0,0,0.226328982693618,0,0,0,0,-0.0202266187803559,0.0257611882358161,0.0390044760647444,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0110920120367534,0,0,0,0,0.205939960077272,0,0,0,0,0,0,0,0,0,0.302936144114171,0,0,0,0,0.123901223200307,0,0,0,0,0,0,0,0,0.156083783174793,0,0.0597794374664144,0,0,0,0,0.0268374146074679,0,0,0,0,-0.00926244473913145,0,0,0,0,0,0
X002236.SZ,0,0.553364075813735,0,0,0,0,0,0.00888233102808389,0,0,0,0.143953374966183,0,0,0,0,0,0,0,0.127447368971065,0,0,0.0333113982898419,0,0,0,0.0620803531644419,0,0,0,0,0,-0.00970477143844185,-0.0955344643272865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033314527248071,0,0,0,0,0,0,0
X000625.SZ,-0.0434786712320674,0,0,-0.0728378619209044,0,0,0,0,-0.0286227362861204,0,0,0.0992770055381583,0,0,0,0,-0.044422021395112,0,0.027787011387395,0,0,0,0,0,0,0.018724669850966,0,0,0.198684877078589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.180851298791341,0,0,0,0,-0.00606051320611916,0.022470427828982,0,0,0,0,0,0
X002008.SZ,0,0.280189373068948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495497285984809,0,0.280582860694406,0.074768179926191,0,0,0,0,0.148532476398072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108710796926568,0,0,0,0,0,0,0,0.00164495920211429,8.67361737988404e-19,0,0,0,0,0,0
X600487.SH,0,0.113835426820205,0,0,0,0,0,0,0.0957875082197579,0,0,0,0,0,0.0478930248814377,0,0.14114133538056,0,0.119484397954923,0,0,0,0.219231860049019,0,0.201070918901558,0,0,0.101481628954801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150808933299266,0,0,0,0,0,0,0.0773635921633799,0,0.016507330890251,0,0,0,0,0,0,0
