,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X002292.SZ,X600690.SH,X600703.SH,X000100.SZ,X600066.SH,X600741.SH,X002241.SZ,X002506.SZ,X600031.SH,X002236.SZ,X600118.SH,X002049.SZ,X000559.SZ,X002475.SZ,X600372.SH,X000157.SZ,X000568.SZ,X000338.SZ,X300003.SZ,X002465.SZ,X002074.SZ,X300124.SZ,X600089.SH,X002294.SZ,X600867.SH,X600582.SH,X600177.SH,X002180.SZ,X002085.SZ,X601877.SH,X002007.SZ,X000869.SZ,X600498.SH,X002456.SZ,X600584.SH,X002426.SZ,X000550.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.132087448821175,0,0.0154360083608097,0,0,0,0,0,0,0.162348295812683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161751331856806,0,0,0,0.00888498056379579,0,0,0.00563868493550489,0.00115908073557518,0,0,0,0,0,0,0.0717637207237545,-0.000236341117148897,0,0,0,0,0,0
X600104.SH,0,0,0,0.237617061442546,0,0,0,0,0.0614313923085328,0,0,0,0,0.0292420522941797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162041922827995,0,0,0.0230819637869574,0,0.0588907151926917,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.241373723088986,0.0347519824862206,0,0,0,0,0,0,0,0.0270894838481485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28944368259834,0,0,0.0304817009186994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0890658203382676,0,0,0,0,0,0,0,0.0124494461525298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200585109721265,0,0.272979302631065,0,0,0,0,0,0,0.282193079948343,0,0,0,0,0,0,-0.00681637127597634,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0365940299142709,0,0,0,0,0,0,0,0,0,0.0846964564502023,0,0,0,0,0,0,0,0.0390552941121868,0,0,0,0,0.108662038305195,0,0,0,0.000330657325328896,0,0.0672970483897826,0.018617960577785,0.0164272964606479,0,0,0,0,0,0.00671496788285849,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0806195888801014,0,0,0,0,0,0,0.0702775118865958,0,0,0,0,0.00613376981511709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207715600773232,0,0,0,0.214917968198592,0,0.0270704536817754,0,0,0,0.0129735387220815,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012525630906821,0,0,0,0,0,0,0,0,0,0.0612014701243561,0,0,0,0,0,0,0,0.274986405327319,0,0.0502848348841825,0,0,0.0624730147015004,0,0,0,0,0,0,0,0,0,0,-0.0345486260971914,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139653144621038,0,0,0,0.0246463823902464,0,0,0,0,0.147611531042336,0,0,0.0332403360702639,0,0,0,0,0,0.11161627816638,0,0,0,0,0.16368890344528,0,0,0,0,0,0.100509539516882,0,0,0,0,0,0,-0.0082813766844837,0,0,0,0,0,0,0
X000625.SZ,0,0,0.111064384680147,0,0,0,0,0,0,0,0.0971759275532443,0,0,0,0,0,0.0665609980601677,0,0,0,0,0,0.126672503842998,0,0.107429025180494,0,0,0,0,0,0,0,0,0,0,0,0.0847768275228802,0.013201754551155,0.0350597383198445,0,0.0412582915944234,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0410612537228791,0,0,0,0,0,0,0,0.0392273428313802,0,0,0,0,0,0.411905626469,0,0,0,0,0,0,0,0.0622842381715026,0,0,0,0.00559148828896805,0,0.0272285613249365,0,0,0,0.142981363549371,0,0,0,0,0,0,0.00441858701372592,0,0,-0.000400290888701814,0,0,0,0,0,0
