,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X300014.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000596.SZ,X003816.SZ,X600031.SH,X000725.SZ,X000625.SZ,X002371.SZ,X002129.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002180.SZ,X000661.SZ,X300142.SZ,X002241.SZ,X601877.SH,X000733.SZ,X600741.SH,X000100.SZ,X002074.SZ,X600702.SH,X600522.SH,X600460.SH,X000157.SZ,X000799.SZ,X600584.SH,X300003.SZ,X600884.SH,X000800.SZ,X002007.SZ,X300146.SZ,X600487.SH,X600779.SH,X002414.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.104076642976304,0.174826468058556,0,0.181316395548682,0,0,0,0,0.0106345765992403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0885231736830185,0,0,0,0,0,0,0,0.0966427721584887,0,0,0,0,0,0,0,0,0,0,0,-0.0145061335497432,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.51100072461801,0.155928142750483,0,0,0,-0.0175103118013756,0,0,0,0,0,0.0924513149764555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157291375146822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0171292977799087,-0.00981580243099452,0,0,0,0,0,0
X600809.SH,0.106026525147252,0,0,0,0.476091250964974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403181342804807,0,0,0,0,0,0,0.00972250438730628,0,-0.0492125667106384,0,0,0,0,0,0,0,0,0,0.131069844007121,0,0,0,-0.000438214307521735,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0817433730378078,0,0,0,0,0,0,0,0,0,0,0,0,0.0535728620018123,0,0,0,0,0,0,0.00047489136456609,0,0,0,0,0.127573435428751,0,0,0,0,0,0,0,0,0,0.0434620407537409,0,0,0.0121268720091158,0,0.0798870774842098,0,0,0,0.120357364678148,0.0976984914899269,0,0,0,0,0,0,0,0,0
X000568.SZ,0.54191131870484,0.151669002767915,0.426001991420732,0,0,0,0,0,0,0,0,0,0,0.22103992759053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.0246118618108723,0,0,0,0,-0.00996008697447353,0,0,0,0,0,0,0,0,0,-0.0145125945365517,0.0398690311467307,0,0,0,0,0,0
X002304.SZ,0.0923263267260982,0,0.103164477365135,0,0.342328219629641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439758964042716,0,0,0,0,0,0,0,0,0,0,-0.0336379180086039,0,0,0,0,-0.00425709336408515,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,-0.031366940114933,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245533721299673,0,0,0,0,0,0.076382779142403,0.0646006872547321,0,0,0,0,0,0,0,-0.0917213275347786,0,0,0,0,0.117322043683105,0,0,0,0,-0.022592865320035,0.0734197071410772,0,0,0,-0.0143832158395094,-0.0031727758327501,0,0,0,0,0,0
X600690.SH,0.0685619342009976,0,0,0,0.20268521744782,0,0,0,0,0,0,0,0,0,0,0.0783262209526858,0,0,0,0.0334611364153392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0215091532705815,-0.043218647390762,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0543268540102418,0,0,0,0,0,0,0,0,0.140002156426885,0.0565124224477358,0,0,0,0,0,0,0,0,0,0.21151673083644,0,0,0,0,0,0,0,0,0,0.00608231006748252,0,0.0111696804078947,0,0,0,0,0,0,0,0.0343419136638193,0,0,-0.00290748179625681,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210416625628954,0,0,0,-0.0928965356223196,0,0,0,0,0.0132553415532303,-0.00764272849133867,-0.0898332639049931,0,-0.0885708929024186,0,0,0,0.220462326235939,0,0,0,0,0,0,0,0.549356246762671,0,0,0,0,0,0,0,0,0.0164012962281507,0.076029409418254,-0.217092777201346,0,0,0,0,0
X000651.SZ,0,0.0560052675177449,0,0,0,0,0,0.265501366106017,0,0,0,0,0,0,0,0.0887231957769792,0,0,-0.0417869891575,0,0,0,0,0,0,0,0,0.000964693773713068,0,0,0,0,0,0,0,0.161533922542554,0,0,0,0,0,0,0,0,0.0375586332212315,0,0,0,0,4.33680868994202e-19,0,-0.020345425586923,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0.0764181004019648,0,0,0,0,0,0,0,0.0750252619140164,-0.130487389648833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131164877479507,0,-0.0109303887580122,0,0,0,0,0,0,0,0.0927966301686982,0,0,0,0.100222580022082,0,0.0179169606349916,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0719534805372318,0,0,0,0,0,0,0,0.126785990289935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409927713808629,0,0,0,0,0.0470670834996745,0,0,0,0,0,0,-0.00356623097873588,0,0,0,0,0,0,0
X000596.SZ,0,0,0.188484358738098,0,0.214296434286523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101320771747821,0,0,0,0,0,0,0,0.000671368809920759,0,0,0,0,0,0,0,0,0,0,0
