,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X600031.SH,X600276.SH,X600690.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600089.SH,X600703.SH,X600066.SH,X000100.SZ,X600118.SH,X600271.SH,X000550.SZ,X601877.SH,X002236.SZ,X000581.SZ,X002475.SZ,X600177.SH,X000800.SZ,X000623.SZ,X600582.SH,X000568.SZ,X300124.SZ,X002294.SZ,X000559.SZ,X000400.SZ,X002129.SZ,X600839.SH,X000869.SZ,X002456.SZ,X002292.SZ,X600312.SH,X000977.SZ,X002465.SZ,X000050.SZ,X002007.SZ,X300003.SZ,X600435.SH,X600252.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.173431431060259,0,0,0,0.171990854600137,0,0,0,0,0,0.488167767580049,0,0,0,0,0,0,0,0,0,0,0,0,0.0259668743478658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239556431951525,0,0,0,0,0,0,0,0,0,-0.00345629205648796,0,0,0,0,0,0
X600519.SH,0,0,0.0842526011439172,0,0,0,0.182165223704554,0.18275258971822,0,0,0,0.160952333159083,0,0,0,0,0,0,0,0,0,0,0,0,0.0386276962260958,0,0,0,0,0,0,0,0.125049203659961,0,0,0,0,0,0,0,0,0,-0.059163406875895,0,0,0,0,0,0,0,0,0,0.000524699360937122,-0.0353799729617519,0,0,0,0,0
X000651.SZ,0,0,0,0,0.170474636616279,0,0,0,0,0,0,0,0,0.0500528586131036,0,0.263781364485448,0,0,0,0,0,0,0.160033702546578,0,0,0,0,0,0,0,0,0.0144567928622551,0,0,0,0,0,0.0615145090273169,0,0,0,0,0,0.03364024398777,0,0,0,0,0,0,0,-0.0431478680383865,-0.0295015030288051,0,0,0,0,0,0
X002415.SZ,0,0,0.123890255860589,0,0,0,0,0.0633236342201961,0,0,0,0.0652269435031973,0,0,0,0,0,0,0,0,0,0,0,0.107123088340091,0,0.353004233796239,0,0,0,0,0,0,0,0,0,0,0.0171771593850413,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102943577839552,-0.0123007803130329,0,0,0,0,0,0
X000725.SZ,0,0,0.103800747581136,0,0,0,0,0,0,0,0,0,0,0,0.221300165989358,0,0,0,0,0,0,0,0.0034108969325998,0,0,0,0,0,0.273067925749009,0,0,0,0.0318193106378326,0,0,0,0,0,0,0,0,0,0,0,0.0828275711717631,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0.434689409289856,0,0,0,0,0,0,0.072644315786366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390303064474411,0.00772537239437587,0,0,0,0,0,0,0.0926296899380095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376442733443105,0,8.67361737988404e-19,0,0,-0.02946995579466,0,0,0,0,0,0,0
X000858.SZ,0,0.0959618996006709,0.114693081593037,0,0,0,0,0,0.0789514963905156,0,0,0,0.236272344000482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295603600315452,0,0,0,0,0,0,0.0428946152850812,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172761082384056,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.318908065613702,0,0,0,0,0,0,0,0,0,0,0.00331178741767438,0,0,0,0,0,0,0,0,0.0876175046482974,0,0,0,0,0,0,0,0,0,0,0,0,0.049531846873464,0,0,0,0,0,0,0,0,0,0,0,-0.00115238980255318,-0.00321674674534676,0,0,0,0,0,0
X000063.SZ,0.0400915231756893,0,0,0,0,0,0,0,0,0,0,0,0.0194215370888107,0,0.178609778431851,0,0,0,0.128737413251742,0,0,0,0,0,0,0,0,0,0.211441431950482,0,0,0,0,0,0,0.00388067070035318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140529906020758,0,0,0,0,0,0
X600031.SH,0.0498246020448449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944634492796327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00893812739439917,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0814246566890694,-0.039684554299957,0.029087555072285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0500375519871983,0,0,0,0,0.0903046422217322,0,0,0,0.0056182613576232,0,0.133820350497251,0,0,0,0,0.116962851542656,0,0,0,0,0,0.0234588850414073,0.0490854581675514,0,0,0,0,0
X600690.SH,0.0403359843563683,0,0.0313371324968599,0,0,0,0.384240424728894,0,0,0,0,0,0.111487373178388,0,0,0.182686670568455,0,0,0,0,0.0664363752706745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000950831895099493,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.13642319781214,0,0,0.0580665168076024,0,0,0.551078312944452,0,0,0,0,0,0,0,0.0444762207932566,0,0,0,0,0,0,0,0.0490799242059822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141042658958163,0,-0.0334580591131363,-0.00465969244662171,0,0,0,0,0,0
