,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600690.SH,X600031.SH,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X000661.SZ,X601877.SH,X600809.SH,X000100.SZ,X600271.SH,X300003.SZ,X600703.SH,X000157.SZ,X002007.SZ,X300124.SZ,X300142.SZ,X002236.SZ,X002008.SZ,X002179.SZ,X600177.SH,X000625.SZ,X600776.SH,X000977.SZ,X002371.SZ,X600498.SH,X300146.SZ,X600487.SH,X000066.SZ,X002506.SZ,X600183.SH,X600066.SH,X000050.SZ,X600867.SH,X600118.SH,X002129.SZ,X600522.SH,X002049.SZ,X002180.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.120808562658151,0,0,0,0,0,0.137385522004507,0,0,0,0,0,0.037871219097142,0,0.075791879997939,0,0,0,0,0,0,0,0,0,0,0.063158487606508,0,0,0,0,0,0.00861087711682064,0,0,0,0,0.0505671379264841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0300725518310739,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0134231691520231,0,0,0,0,0,0.251481135331015,0,0,0,0,0,0.465034441562169,0,0,0,0.0220298914281916,0,0,0,0.045888877186103,0,0,0,0,0,0,0,0.0172483196977074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0.166208532303096,0,0,0,0,0.0261745903306728,0,0,0,0,0.102599141300361,0,0.0981849922453388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164449386909599,0,0,0,0,0,0,0,0.0556955032691439,0.0271754633022658,0,0.0195312206117867,0,0,0,0,0,0,0,0,-0.0337648540848357,0,0,0,0,-0.0313314818544128,0,0
X600104.SH,0,0,0.159878393933508,0,0,0.0260214148068198,0,0,0,0.0401168916057297,0,0,0,0,0.0208057490451679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0954743158182574,0,0,0.102131438618093,8.67361737988404e-19,0.021592824029407,0,0,0,0,0.0400164019813499,0,0,0,0.00990545744658903,0,0,0,0,0,0,0,0,-0.0191199482641652,0,0,0,0,0,0,0
X600276.SH,0,0,0.176077679491143,0,0,0,0,0,0,0,0,0,0,0,0.0868883956632225,0.00943424572542717,0.0699175219919052,0,0,0,0,0,0.121047959287141,0,0,0,0.0210507952020478,0,0.0634268329646154,0,0,0,0,0,0,0,0.00832624639900355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0.00149350345759784,0,0,0,0,0.00303329661765479,0,0.023613020909558,0,0,0,0.0745686929169178,0.0992534532658882,0,0,0,0,0,0,0,0,0,0,0,0,0.462411677842038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030238823502577,0,0,0,0,-0.0414251482800253,0,0
X002304.SZ,0,0.1117469103941,0.225214542839239,0,0,0,0,0,0,0,0,0.0298807696536695,0,0,-0.00149021213119748,0.222528579258783,0,0,0.147819873265328,0,0,0,0,0,0.115506357433805,0.0361255392379447,0,0,0,0,0,0,0,0.00599424348862584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00723942077036834,0,0,0,-0.0394576459335984,0,0,0,-0.00524635268832821,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0128779146150188,0,0,0,0.0271554969580583,0,0,0,0,0,0,0,0,0.158122605745821,0,0,0,0,0,0,0,0,0.0373038878858032,0.15306053067763,0,0.0981308807666834,0,0,0,0,0,0.0899253152097296,0,0,0,0,0,0,0,0,0,0,-0.0409904036561772,-0.0535516820058088,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135412234210603,0,0,-0.0343781751707007,0,0,0.257627204706769,0.00246071455788457,0,0,0,0,0,0,0,0,0,0,0,0,0.0165764280972737,0,0,0,0.0692332711764233,0.004087954456917,0.0399544500417285,0.181163010880076,0,0.225849099586499,0,0,0.0544912204001593,0,0,0,0,0,-0.0340663466009064,0,0,0,0,0.0388433483026222,0,0
X000568.SZ,0,0.306859228088193,0,0,0,0,0,0,0,0,0,0,0.139110661435432,0,0,0.0562252453985985,0,0,0.160267912057397,0,0,0,0.0277450987453439,0,0,0,0,0,0,0,0,0.105856671807079,0,0,0,0,0,0,0,0,0,0.0220933173231436,0,0,0,0,0,0,0,0,0,-0.013365972933095,0,0,0,0,-0.0285796832331331,0,0
X600690.SH,0,0,0,0,0,0.174533501141417,0,0,0,0,0,0.0580402580420994,0.0502360487174466,0,0,0.0600175885498249,0,0,0,0,0,0,0,0,0,0.117879469216253,0,0,0,0,0,0.0482257060159949,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000322181532505798,0,0
X600031.SH,0,0,0.129320174884615,0,0,0,0.0373639274899638,0,0,0,0,0,0.161586359002981,0.035225741549046,0,0,0.0567127650697297,0,0.0668419333064459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155522221908443,0,0.0660314135163547,-0.0269394268926661,0,0,0,0,0,0,0,0,0,0.203591296941871,0,0,0.0493103559167767,0,0,0,0.0433093736781708,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0311076347680879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215794320598555,0,0,0,0,0.0679502809463831,1.73472347597681e-18,0,0.135311049683098,0,0,0,0,0,0,0.0389916271434729,0.0119017417581719,0,0,0.152275522037588,0,0,0,0,0,0,0,0,0,0,-0.0467373540924981,0,0
X002475.SZ,0,0,0.11055134479602,0,0,0,0,0,0,0,0,0,0.00848086007549633,0,0,0,0,0,0,0,0,0,0.19806747334012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104608747137905,0.0479882999357143,0,0.0240156371346217,0,0.0103147494561452,0,0,0.159382765010817,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.0986683595488443,0,0
X600741.SH,0,0,0.113622268349228,0,0,0,0,0,0,0,0,0.0635733710832523,0,2.16840434497101e-19,0,0,0,0.0404395562125107,0,0.125641024633801,0,0,0,0,0,0,0,0,0.142094182605825,0,0,0,0,0,0,0,0,0.0516033588538694,0,0,0,0.0420952897773649,0,0,0,0,0,0,0,0.0622666987813219,0,0,0,0,0,0,-0.0242476541713803,0,0
X000596.SZ,0,0.197363173104824,0,0,0,0,0,0,0,0.130049177550211,0,0,0,0,0,0,0.244331270367696,0,0.164733228388042,0,0,0,0,0,0,0,0.0266306280438769,0,0,0,0,0,0,0,0,0,0,0,0.099385205374136,0,0,0,0,0,0,0,0,0,0,0,0,-0.0304219643351172,0,0,0,0,-0.0186161149854807,0,0
X000661.SZ,0,0,0,0,0,0,0,0.00795005435020197,0,-3.46944695195361e-18,0,0.107202530803425,0,0,0,0.274611942169379,0,0,0,0.0523754227220886,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0155018240140114,0,0.0133509056377043,0,0,0,0,0,0,0,0,0.0489179334565987,0,0,0,0,0,0,0,0,0,0,0.0100968761921922,-0.0281905934196583,0,0,0,0,0,0
X601877.SH,0,0.0238001953989253,0.0576384437907944,0,0,0,0,0,0,0,0.0352303414290527,0,0,0,0,0,0,0,0,0,0.0681153490386023,0,0,0,0,0,0,0,0.0226794926617771,0,0.0854262305695761,0,0.0020805534166858,0,0,0,0,0,0,0,0,0.0731618743661857,0.070005486224426,0,0,0,0,0,0,0,0,-0.0369058604150847,0,0,0,0,-0.00440189195496024,0,0
X600809.SH,0,0.309436577724417,0,0,0,0,0,0,0,0,0,0,0.13947027075798,0,0,0.189279656255776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067688447548949,0,0,0,0.0977977323129256,0,0,0.00472368502524569,0,0,0,0,0.049301015921275,0,0,0,0,0,-0.0483826404226675,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.332586128564527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292179245944351,0.0615409092573262,0.00960506548756871,0,0,0,0,0,0,0,0,0,0,0.0830416510655348,0,0,0,0,0,0,0,0,0,0,0,0,0.010425897941298,0,0
X600271.SH,0,0,0,0,0,0,0,0,0.0259608838622776,0,0,0,0.117531170967628,0,0,0,0,0,0,0.0824813644434671,0,0,0,0,0,0,0,0,0,0.0126588022287142,0,0,0.0887951774603818,0.0449614235170307,0,0,0,0,0,0,0,0,0,0,0.151354256756278,0.0550217905820327,0,0,0,0,0,-0.0289704280071088,-0.00309290236755089,0,0,0,0.0120569799785233,0,0
X300003.SZ,0,0,0,0,0,0,0,0.211062882088131,0,0,0,0,0.0495769570885809,0,0,0,0,0,0,0,0,0,0,0.0120326320741983,0,0,0,0,0.0717577975676531,0,0,0,0,0.0186182782440549,0.00484933953812294,0,0.11906042358281,0,0,0,0,0,0,0.107110193054728,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0
X600703.SH,0,0,0,0,0,0,0,0.165523839739655,0,0,0,0,0,0.112949130892909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154121643080787,0,0,0.0375191117983069,0,0,0,0,0,0,0,0,0,0,0,0,0.13637806218309,0,0,0,0.0643232005707063,0,0,0,0,-0.0911331328621921,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0.142883745405477,0.0347505036085754,0.094715653777354,0,0.0339434865600977,0.0630156028995328,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0648429621355887,0.13843295026551,0.0677096192660079,0.0377040194377623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121774437521086,0,0,0,0,0.00262787235477862,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319108768493688,0,0,0,0.0758612356735915,0.210534470707187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00102187657073196,0,0,0,0,0,0,0,0,0,0,0,-0.0473572031594417,0,0,0,0,0.000487697380066177,0,0
X300124.SZ,0,0.0976238404373093,0,0,0,0,0,0.0970312867693097,0,0,0,0,0,0,0,0,0,0,0.00256114300655954,0.00725295343696998,0,0,0,0,0,0,0.147272748367056,0,0,0,0,0.0355158798846071,0.0318063514715654,0.0527984055172027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0184026296967656,0,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0.139236299505533,0.104706143174722,0,0,0.0419244206711934,0,0,0,0,0,0.11506755029324,0,0,0,0,0,0,0,0,0.104382773047119,0,0,0,0,0.0309667441665064,0,0,0,0,0,0,0,0,0.0288947037775021,0.00337402562502627,3.46944695195361e-18,0,0,0,0,0.0403738319991886,0,0,0,0,0,0,0,-0.0263438381200518,0,0
