,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002456.SZ,X002241.SZ,X600487.SH,X601877.SH,X002008.SZ,X300136.SZ,X600066.SH,X000100.SZ,X600522.SH,X300124.SZ,X600809.SH,X002508.SZ,X600271.SH,X300003.SZ,X002294.SZ,X600867.SH,X002085.SZ,X600089.SH,X000981.SZ,X600498.SH,X600699.SH,X600177.SH,X000157.SZ,X300142.SZ,X000596.SZ,X000050.SZ,X600584.SH,X600118.SH,X600566.SH,X000661.SZ,X002129.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.255581160381421,0,0,0,0.0957320872767429,0,0,0.0557011200665156,0,0,0,0,0,0,0,0,0,0,0.128396263006865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496372881312933,0,0,0,0,0,0,0,0,0.0218211077264346,0,0,0,0.0072576279457192,0.0172114982881632,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.126651389732152,0,0.134586380888006,0.0692898416084539,0,0,0,0,0,0,0,0,0.084682258497968,0,0,0,0.0408054447645722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00158121700708488,0,0,0,0,0.0573726461218493,0,0,0.0125936273529585,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0746509822036199,0,0,0,0.105535625128434,0,0,0,0,0,0.103053083334298,0.048668099719192,0.218592429077858,0,0,0,0,0.136166245707245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200984556931069,0,0,-3.46944695195361e-18,0,0,0,-0.00853289710965743,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0943517124414556,0,0,0,0.217908862163412,0,0,0,0,0,0,0,0,0,0,0.0371855083354293,0,0,0,0,0,0.282479077888275,0,0,0,0,0,0,0,0,0,0.0319974101138823,0,0,0.0358470095676026,0,0.070095202108468,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.200819120692363,0,0,0,0,0.0227151268743458,0,0,0.0343784933924638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115511399055547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769532124797044,0,0,0,0,0,0,0,0.0984459759127768,0,0.0111988321415969,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.271681390032825,0,0,0,0,0.0729141293044209,0,0,0,0,0,0,0,0.0405038425854482,0,0.122139683639284,0,0.121019496953083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526500989471389,0.0178324813482974,0.0687637694909713,0,0,0,0,0,0,0,0.0443186821647552,0,0,0,0,0,0
X600276.SH,0,0,0.116039636403277,0,0,0.138231744567509,0,0,0,0,0.0677222033684937,0,0,0,0,0,0,0,-0.105726816375725,0,0,0,0.0702481415166311,0,0,0,0,0,0.115800303306973,0,0,0,0,0,0,0,0,0,0,0,0,0.0202164266898651,0,0,0,0,0,0.0160656934784894,0,0,0,0,0.0195737074910219,0,0,0,0,0,0
X002304.SZ,0.225615147510706,0,0,0,0,0,0,0,0,0,0.023753225026226,0.104698486996301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023676832175987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128080648861276,0.0427575904044154,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.281094317382396,0,0,0,0,0,0,-0.0653887639227802,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136518473697362,0,0,0,0,0,0,0,0,0,0,0.311782695575283,0.072635895187001,0,0,0,0,0,0.284976895633109,0,0,0,0,0,0,0.0180015514361848,0,-0.0429511075060983,0,0,0,0,0
X600690.SH,0,0,0,0,0.12858561439122,0,0,0.0651052119841386,0,0,0.0846727213461796,0,0,0,0.112885999362233,-0.199089210202616,0,0,0,0,0,0,0.149292068837541,0,0,0.161431964189902,0.224871862524207,0,0,0.0390706419396516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.172984681324726,0,0,0,0,0,0,0.00508083860394618,-0.00620228939580152,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0637579175781844,0,0,0,0.0830293455071441,0,0,0.015559170415534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317094392686146,0.17063652381931,0,0,0,0,0,0,0,0,0.350111349458758,0,0,0,0,0.00589598384488219,0,0,0,0,0,0
X000568.SZ,0,0,0,0.305515241975395,0,0,0,0,0,0.0573264858435835,0,0,0,0,0,0,0,0,0,0,0,0,0.110997086590426,0,0,0,0,0,0.122699182477108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552387631246705,0,0,0,0,0,0,0,0,0.0132012143053587,4.33680868994202e-19,0,0,0,0,0,0
