,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X300124.SZ,X600104.SH,X000625.SZ,X002304.SZ,X002371.SZ,X000725.SZ,X000338.SZ,X000063.SZ,X000596.SZ,X600031.SH,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X002236.SZ,X002241.SZ,X002049.SZ,X000977.SZ,X002463.SZ,X600372.SH,X600741.SH,X002129.SZ,X000661.SZ,X600522.SH,X600584.SH,X002028.SZ,X601877.SH,X601799.SH,X600183.SH,X600066.SH,X000800.SZ,X000921.SZ,X002156.SZ,X002007.SZ,X002180.SZ,X600418.SH,X002074.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0846959232791355,0,0.210376454988154,0,0,0,0,0,0,0,0.231316225902031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139721636755466,0,0,0,0,0,0,0,0,0,0.0325208746016105,0,0,0,0,0,0,0,0,0,0,0,-0.0127117163042895,0.0147196733561986,0,0,0,0,0,0
X000858.SZ,0,0,0,0.00980023820547523,0,0.496544591210458,0,0,0,0,0,0,0,0,0.0378620646224264,0,0,0,0.0563106647149158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522328322833635,0,0,0,0,0,0,0,-0.0481564295143556,0,0,0.0412268652317677,0,0.0196404263304362,0,0,0,0,-0.00264232110199276,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0177414489608511,0,0,0,0,0.0440277462439433,0,0.0841472145863592,0.119616043417628,0,0,0,0,0,0,0,0,-0.0303079614653188,0.0869354312841252,0,0,0.1284838525938,0,1.73472347597681e-18,0,0,0,0,0,-1.73472347597681e-18,0,0.0169919164054445,0,0,0,0,0,0,0,0,0,0.0729771450591092,0.0636601270155436,0,0,0,-0.0176600271744172,0,0,0,0,0,0,0
X600809.SH,0.380794862605773,0,0,0,-0.0758034714010726,0.351198109720672,0,0,0,0,0,0,0,0,0,0,0,0,0.166073641326536,0,0,0.085918904158448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0476672510146666,0,0,0,-0.0108412807983778,0,0.00338464708702458,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.104446710378102,0,0,0,0,0,0,0,0,0.0485069861136652,0,0.0976467074272294,0,0,0,8.67361737988404e-19,0,0,0,0.0187932414239304,0,0,0.157340067756916,0,0.187299486171184,0,0,0.0034615978455471,0,0,0,0,0,0,0,0.00640160311331034,0,0,0,0.00038869762512543,0,0,0,0,0,0,0
X000568.SZ,0,0.753797003295019,0,0.106605505238385,0,0,0,0,0,-0.0266947984015534,0,0,0,0,0,0,0,0,0.0146328423132371,0,0.100223212922801,0,0,-0.0377383913675725,0,0,0,0,0,0,0,0,0,0.0581234270549079,0,0,0,0,0,0,0,0,0,0,-0.0316816986846668,0,0,0,0,0,0,0,0.0216046315481313,0,0,0,0,0,0
X600690.SH,0,0,0,0.101992774225299,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0209503900544134,0,0,0,0,0,0,0,0,0.115844971562126,-0.00716356608890857,0,0,0.0716191498756285,0,0,0,0,0,0,0,0,0.0097039147903984,-0.0102734268571436,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.053155568389913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15037978291499,0,0,0,0.224959532078209,-0.0514896733805419,0,0,-0.0285233806607661,0,0,0,0,-0.013368887924411,0,0,0,0,0,0
X002475.SZ,0,0,0,0.195920412310752,0.139938910284302,0.0308770120310547,0.0396463994495883,0,0,-0.0331376173492966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118250927650007,0,0,0.549551900276023,0,-0.0355330490880769,0,0,0,0,0,0,0.0148987674476322,0,0,0,0,0,0,0,0.113905486686378,0,0,0,0,0,0,-0.0279824504244643,0,-0.0196504830870717,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.0532886537252322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154792420832844,0,0.0768714764145253,0,0,0,-0.251005646006016,0,0,0,0.0431724148318861,0,0,0,0,0,0,0,0,0,0,0.0430042483084169,0,0.358329644755003,0,0,0.0208663160432197,0,0,0,0,-0.0388699993694321,-0.00513618916669737,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06415214303375,0,0,0,0.0549030690497058,0.0497047807204067,0,0.061286651683906,0,0,0,0,0,0,0,0,0,0.0307264512559131,0,0,0,0,0,0.0898057142207459,0,0,0,0,-0.0119985284995413,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.112741483491518,0,0,0,0,0,0.0160576594166289,0,0,0,0,0.0225612575168094,0,0,0.0581026047311529,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536313600929687,0,0,0,0,0,0,0.0259886196166621,0,0,0,0,0,0,0,-0.00472610652385323,0.0143174926973862,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145195244959601,0,0,0.0422827079249094,0,0,0,0,0,0.0435417526393879,0,0,0.0133327357331106,0,0,0,0,0,0,0,0,0,0.0337317555916876,0,0,0,0,0,0,0.443211558956297,0,0,0,0.00786925416697132,0,0,0,0,0,0,0
X002304.SZ,0,0.143221486831211,0.10453238152409,0,0,0.269921375194248,0,0,0,0,0.0298905874359249,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.138933280852005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534709700033621,0,0,0,0,0,0,0,0,0,-0.00481311951414611,0,0,0,0,0,0,0
