,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X002292.SZ,X600271.SH,X000100.SZ,X002506.SZ,X002241.SZ,X600118.SH,X600031.SH,X600066.SH,X000559.SZ,X600372.SH,X600741.SH,X002236.SZ,X000157.SZ,X002475.SZ,X000338.SZ,X002049.SZ,X600089.SH,X000568.SZ,X002465.SZ,X600177.SH,X300124.SZ,X600498.SH,X601877.SH,X002294.SZ,X002456.SZ,X000869.SZ,X300003.SZ,X002129.SZ,X600867.SH,X002085.SZ,X002074.SZ,X002426.SZ,X000547.SZ,X300146.SZ,X000977.SZ,X600582.SH,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0.0138445296478185,0,0,0,0,0,0,0.0236097193156395,0.106387257842954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118567373568909,0,0,0,0,0,0,0,0,0,0,0.0060666477187664,0,0,0,0,0,0,0,0.00786994096469235,0.00509590161635595,0,0,0,0,0,0
X600104.SH,0,0,0,0.0643792410550847,0,0,0,0,0,0,0,0,0,0,0.00923128641454749,0,0.160972934245767,0,0,0,0,0,0,0,0.0924498857665237,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.0336973362269221,0,-1.73472347597681e-18,0,0,0.0231010507163164,0,0,0,0,0,0,0,0,0.0110286886859226,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729817900197607,0,0.0389673313989357,0,0,0,0.0380636793605545,0,0,0,0,0,0,0.444021331754356,0,0,0.0168090581184326,0.0959435562103072,0,0,0,0.0101080359123194,0,0,0,0.0193329101267421,0,0,0,-1.73472347597681e-18,0,0,0.0371036299302998,0.0719074955519879,0,0,-0.0317828204545818,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0618485978838048,0,0,0.0837948214297354,0,0,0,0,0.0935893627623448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116813070760344,0,0.197247922198189,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0721208843916682,0,0.0260860280751604,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0074442233104183,0,0,0,0.0345890297245357,0,0,0,0.00368890731972049,0,0,0,0,0,0,0,0,0,0,0.0738672095566962,0,0,0,0,0.0388287590428161,0,0,0.0670244171148133,0,0,0,0,0.0319432133020512,0,0,0,0.253063856458456,0,0.00624259432110464,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0628280104992908,0,0,0.064109966498781,0.0134402380468069,0,0,0.0194793515188156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107240146105373,0,0,0,0,0,0.101084787600111,0,0.0118854925846975,0,0,0.0278129746901647,0,0.0654434710624735,0,0,0,0.0333609997943163,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.029921693928437,0,0,0,0,0,0.0865004700838979,0,0,0,0,0,0,0,0.0852600951856478,0,0,0,0,0,0,0,0,0,-0.0312941404840337,0,0.149340625044238,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.119199770369968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.131133558190503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0402217458058965,0,0,0,0,0,0,0,0,0,0.118696693567269,0,0,0,0,0,0,0.0751696616787448,0,0,0,0,0,-0.0296787027375903,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.170374208970976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229833034646479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108302536169035,0,0.0162815814231915,0,0.00701983597236962,0,0.163438214424848,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722139277427497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143907812716724,0.213743860951898,0,0,0,1.73472347597681e-18,0,0,0.111686351657158,0,0,0,0,0.0296540051781218,0,0,0.0463595341082049,0,0,0.00731335454637455,0,0,0,0,0,0,0
