,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X002236.SZ,X000625.SZ,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X000100.SZ,X601877.SH,X300124.SZ,X002008.SZ,X002508.SZ,X300136.SZ,X300003.SZ,X002085.SZ,X600089.SH,X600177.SH,X002294.SZ,X000157.SZ,X600271.SH,X600522.SH,X600487.SH,X600118.SH,X000050.SZ,X300115.SZ,X000981.SZ,X600809.SH,X600867.SH,X600699.SH,X600566.SH,X002074.SZ,X000559.SZ,X000623.SZ,X000066.SZ,X600372.SH,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0906487182986984,0,0,0.063435805836222,0,0,0,0,0,0.336319995490666,0,0,0,0,-0.0169046275470386,0,0,0,0,0,-0.0048196458140125,0,0,0.00437640541919601,0.0427993027918773,0,0,0,0,0,0,0,0,0,0,0,0.137464109209454,0,0,0,-0.0581976904456589,0,0,0,0,0,0,0.000132215866503803,-0.0118499308529306,0,0,0,0,0,0
X600104.SH,0,0,0,0.170277936852697,0,0,0,0.0316756651990655,0,0.0745762051979016,0,0,0.183541860914841,0,0.3726265612276,0,0,0,0,0,0,0,0,0,0,0,-0.0689237731463645,0,0,0,0,0,0,0,0,0,0,0,-0.0207246411784394,0,0,0,0,0,0,0,0,-0.187778919570866,0,0,0,0.0327620343319438,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.220195454365321,0,0.0847255338780339,0,0,0,0,0.28077919346608,0,0,0.116115183000513,0.147878517926583,0,0,0,0,0,0,0,0,0,0.159577293173497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0191789885683622,0,0,0,0,0,0,0,0,-0.000209131751552672,0.0368274912806206,0,0,0,0,0,0
X000651.SZ,0,0.117700318413078,0,0,0.106471382130871,0,0.0932633696700732,0,0,3.46944695195361e-18,0,0.117673805354095,0.00269542614410825,0,0,0,0,0,0,0,0.0792352385875848,0,0,0.0983625564520079,0,0.0496462225428258,0,0,-0.00992397750451125,0,0,0,0,0,0,0,0,-0.0848845320473327,0,0,0,0,0,0.0194014958981173,0,0,0,0,0,0,0,0,-0.00718171063180805,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0287786415556822,0,0,0,0,0,0,0,0.0581114633006101,0,0.722613685870416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410794151761376,0.0358724462354061,0,0,0,0,0,0,0,0,0,0,0,0.108473975415233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0.0255192935930248,0,0.0452687309884681,0,0,0.00125566361661994,0,0,0,0,0,0,0.123727248470458,0,0,-0.0173315307811184,-0.0496988444456995,0,0,0,0,0,0,0,0,0.156059667325922,0,0,0,0,0,-0.0683293616754548,0.0418424273653614,0,0,0,0,0,0,0,0,0,0,0,0,-0.0899771183697662,-0.0965899531335238,0,0,0.0119090304267125,-0.0126135493389903,0,0,0,0,0,0
X000725.SZ,0,0,0.0602050037441108,0,0,0,0,0,0.0577239315573181,0,0.0966018182564639,0,0,0,0,0,0,0,0,0,-0.0616656335767664,0,0,0,0.00369552430623488,0,0,0,0,0.192279002438773,0,0,0,0.564468185038544,0,0,0,0.235115687828373,0,0,0,0,0,0,-0.0953209427728508,0,0,0,0,0.0734786916651101,0,0,0,0,0,0,0,0,0
X002304.SZ,0.179860552953274,0.127463812158943,0,0,0.177020344059203,0,0,0,0,0,0,0,0,0,0.034796781618134,0,0,0,0,0,0,0,0.23687318572221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.024216929807791,-0.0304337031388127,0,0,0,0,0,0
X000063.SZ,0,0,1.73472347597681e-18,0,0,0,0.0340952719683678,0,0,0,0.176145003212646,0.0809460358127209,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.133738984504195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100801913101003,0,0,-0.0432847751888731,0.103415868662752,0,0,0,0,0,0
X600690.SH,0,0.173135317512564,0,0.270432336426559,0,0,0,0.0454314974327434,0,0,0,0.125473920920631,0.0573383981653201,0,0.0885391247835517,0,0,0,0,0,0,0,0,0,0,0,-0.107229075419675,0,0,0,0,0.279462965687401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17219946855011,0,0,0,0.0185444683851698,-0.00891599967333115,0,0,0,0,0,0
X600703.SH,0.161403297318074,0,0,0,0,0,0,0,0.0255270148804608,0,0,0,0,0,0,0,0,0.593362940273236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0817104016998363,0,0,0,0,0,0,-0.12234384081555,0,0,0,0.0113335549510125,0.0203018606567175,0,0,0,0,0,0
X002236.SZ,0,0,0.403600210052,0,0,0,0,0,0,0,0,0,0,0,0,0.251114016519904,0,0,0,0,0,0,0,0,0.0278420149946728,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579101429732908,0,0,0,0,0,0.154415646839396,0,0,0,0,0,0,0.0147855665494064,0.015241011169027,0,0,0,0,0,0
X000625.SZ,0,0.281141313068023,0,0,0,0,0,0,0,0.0292245309831406,0,0,0,0,0.0200044241372638,0,0,0,0,-0.0135990165403253,0,0,0.0719787007723233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00722984346349573,-0.0462699656181276,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.671572429054329,0,0.0439975077069289,0,0,-0.0651749662281105,0,-0.0227652652662988,0,0,0,0.0957214976694552,0,0,0,0,0,0,0,0,0,0.0395239042037663,0,0,0,0,0,0,0,0,0.0599566170997963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132652732064239,-0.0276849032405053,0,0,0,0,0,0
X600741.SH,0,0.745900760097048,0,0,0,0,0,0,0.0943973828244381,0.0191666357404604,0.0762035365878466,0,0,0,0,0,-0.0863093357182294,0,-0.0257042818014876,0,0,0,0,0,0,0,0,0,-0.0492667748992972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0905239913856519,0,0,0,0,0.030021886995171,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.138192217776297,0,0,0,0,0,0.0710376848037149,0,0,0,0,0,0,0.280513081982794,0.0850080727016479,0.282033854884993,0,0,-0.0450389368360507,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183790086285572,0,0.00975977758731225,0,0,0.0418863982722603,0,0,0,0.0222681672496485,-0.0433372504007543,0,0,0,0,0,0
X600031.SH,0,0,-0.072288918770482,0,0,0,0,0,0,0,0,0,0.064774817124693,0,0,0,0,0,0,0.0753289893418136,0,0,0,0,0,-0.155971679633076,0,0,0,0,0,0,0,0.169058450605907,0,0,0,0.148332054654144,0,0,0.151921978438065,0,0,0.12124576759923,0,0,0,0,0,0,0,-0.0166560053014767,0.00548625300657059,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0.181893984968364,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361790873159193,0,0,0.112233338580552,0,0,0,0.0970081291484376,0,0,0,0,0,0,0,0,0.0824516844587039,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.0188544926870366,-0.0480245975201684,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546850580066334,0,0,0,0,0,0.060420942536618,0,0.0212348007422728,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,-0.0240825090795564,0,0,0,0,0.0983737387644993,0,0,0,0,0,-0.0204077091572619,0,0,0,0,-0.0345977193934021,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0750456985231977,0,0,0,0,0,0.119689706312786,0,0,0,0,0,0,0.151901166122846,0,0,0,0,0,0,0,0,0,0,0.240796593613462,0,0,0,0,0.0743166289544688,0,0,0,0,0,0,0,0,0,0,0,0.0317980830789825,0,0,0,0,0,0
X600066.SH,0,0,0,0.0554885245299428,0,0,0,0,0,-8.67361737988404e-19,0,0.00406634077453885,0.152778479417836,0,0,-0.207148659574486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157637322579279,0,0,0,-0.00330435576543658,0,0,0.0314115664887741,-0.00479627585174172,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601877.SH,0,0,3.46944695195361e-18,0,0,0,0,0,0.0433247947405536,0,0,0.000826214080628157,0,0,0,0.147793038435827,0.0627575385552357,0,0.162420350342389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216465454920711,0.0358764596250625,0,0,0,0.0107843370032473,0,0,0,0.154094730965731,0,0,0,0,0,0,-0.00178399200204376,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0.111974841182088,0.0993324825973676,0,0.0191423219000647,0,0.0702206164041128,0,0.0328203283663178,0,0,0,0,0,0,0.117805051157759,0,0.18254419786022,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0704856988314616,0,0,0,0,0,0,0,0,0,0,-0.0209484178788913,-4.33680868994202e-19,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0.00972030798445989,0,0,0,0,0.0404432887695661,0,0,0,0.323952524572338,0,0.181363992421677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00991791031216305,0,0,0,0,0,0,0,0,0,0,0,0,-0.00384102748556882,-0.00718048733564204,0,0,0,0,0,0
X002508.SZ,0,0,0.142348338371721,0.3490922320723,0.0667709066955543,0,-0.0658160372570324,0,0,0,0,0.102597995218933,0,0.0718472491397572,0,0.133752978253243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0350986855150965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012901230898219,-0.0214406679578113,0,0,0,0,0,0
X300136.SZ,0,0,0,0,0,0,0.0517605654924761,0,0,0,0,0,0,0,0,0.459608127125828,-0.0750832128658393,0,0,0,0,0,0,0,0,0,0,0,-0.0584195167980371,0.166473541790621,0,0,0,0,0,0,0,0,0.011360314838978,0,0,0,0.123657395977119,0,0,0,0,0,0,0,0,0.00771010448372195,0.0573221985389173,0,0,0,0,0,0
X300003.SZ,0,0.0230910901726568,0,0,0.301944286329839,0,0,0.00366439620844763,0.0687369504369939,0,0,0.0226928012883991,0,0,0.0329646467582701,0,0,0.0929172072677864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466427027021307,0,0,0,0,0,0,0,0,0,0,0.199097131257942,0,0,0,0,0,0,0,0,0,0
X002085.SZ,0,0,0,1.73472347597681e-18,0,0,0.16435267641511,0,0,0.0254879327477808,0,0.125039805844507,0,0.256762064619059,0,0,0,0,0,-0.00180189889552007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361339886427319,0,0,0,0,0,0,-0.151470101279888,0,0,0,0,0,0,-0.0181434559401128,-0.00751866524869007,0,0,0,0,0,0
X600089.SH,0.0817731354331563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567134896544183,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.203386043067882,0,0,-0.0159617025297875,0,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0.104083698448864,0,0,0.0216901069715249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0353072901072598,0,0,-0.0418394628000575,0,0,0,0,0.0237321818207543,0.214964530971563,0,0,0,0,0,0,0,0,0,0.0340053142470463,0,0.0352228736860705,0,0,0,0.0102268144583599,-0.00759396274426485,0,0,0,0,0,0
X002294.SZ,0,0,0,0,0,0,0,0,0.00627034452819346,0.320299829694723,0,0,0,0,0,0,0,0,-0.130974035383327,0,0,0,0,0.0272708733755879,0,0,-0.0230354454089226,0,0.0164018156204962,0,0,0,0,0,0,0.0376936787176552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0059857663661602,0,0,0,0,0,0,0
X000157.SZ,0,0,0,-0.0735628786626362,0,0,0,0,0,0,0,0.00748638143247973,0,0,0,0,0.217400310060637,0,0,0,0,0,0.0346773869453006,0,0,0,0,0,0,0.0170470601257674,0,0,0,0,0,0,0,0.0925066576105714,0,0,0,0,0.0282522915490815,0,0.0371131424673307,0,0,0,0.0803810735857683,0,0,0,-0.0397989518191612,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0.308697820113211,0,0,0,0,0,0,0,-0.114757701279987,0,0,0,0,0,-0.00937909879238267,0,0,0.0340628820033173,0,0,0,0,0,0.39805469043908,0,0,0,0,0,0,0,0,-0.203325905094916,0,0,0.106849843989078,0,0,0,0,0,0,0,0,0,-0.0112480048034636,0,0,0,0,0,0,0
