,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X600741.SH,X002236.SZ,X002475.SZ,X000338.SZ,X002241.SZ,X002456.SZ,X600031.SH,X000625.SZ,X601877.SH,X002008.SZ,X000100.SZ,X600066.SH,X600487.SH,X300136.SZ,X600809.SH,X300124.SZ,X002508.SZ,X600522.SH,X300003.SZ,X600089.SH,X600498.SH,X002294.SZ,X600867.SH,X600699.SH,X002085.SZ,X600271.SH,X000596.SZ,X000981.SZ,X000157.SZ,X000050.SZ,X600177.SH,X600566.SH,X600584.SH,X000559.SZ,X600118.SH,X300142.SZ,X002180.SZ,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.18502811757256,0,0,0.179997648707163,0.115019186169967,0,0,0,0.0400255259883962,0,-0.0502959435069898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847050021292303,0,0,0,0,0,0,0,0.0504377100828414,0,0,0,0,0,0,0,0.0526207850157,0,0,0,0,0,0,0.00980767502923378,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0267083840755842,0,0,0.157526795434226,0,0,0.0547021882080658,0,0,0,0.0314603233314837,0.0175952784482941,0,0,0,0,0,0.160365132455694,0.0655118875698063,0,0.0618004152035185,0,0,0,0.119563632252021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579695755485277,0,0,0.00690811466913684,0,0.0594166560150972,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.11220124750805,0,0,0.310489409553253,0,0.0910851874206527,0,0,0,0,0,0,0,0.0267991174377884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109368818144516,0,0,0,0,0,0
X000858.SZ,0,-0.0152041605864214,0,0,0,0,0,0.136462771957626,0,0,0,0.310566026029508,0,0,0,0,0,0,0,0,0.0189673903866139,0,0,0,0,0,0.196622883485931,0,0,0.0353895634144758,0,0,0,0,0,0,0,0,0,0,0,0.0017802495772964,0,0,0,0.109836099840348,0,0,0,0,0,-0.0281306138853093,0,0,0,0,0,0,0
X000651.SZ,0,-0.0236669070206462,0.105272305378842,0.186647644092141,0,0,0,0,0,0,0,0,0,0.0678219654622647,0,-0.0425127657603169,0,0,0.122786960115803,0,0,0,0,0,0,0,0,0,0.0246563349919908,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187511753311088,0,0,0,0,0,0,0.055748883591808,0,0,0.00337554271826365,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,-0.125540237385404,0.203439882261624,0,0,0,0,0,0,0,0,0,0,0,0.209540063201242,0,0.219646036931465,-0.0419934743494202,0,0.0889743645791704,0,0,0,0,0,0,0,0,0.292614849952061,0,0,0,0,0,0,0.229236803366035,0,0,0,0.0354552705039754,0,0,-0.213005580774683,0,-0.122698970886766,0,0.0211040707006858,0,0,0,0,0,0
X600276.SH,0.0494694243701498,0,0,0,0,0.0836291952084504,0,0,0,0.224601474014192,0,0,0,0,0,0,0,-0.16874325590656,0,0,-0.0260690600112344,0.0520852194409086,0,0,0,0,0,0,0,0,0.0543305865220137,0,0.0545577074036228,0.142528421355796,0,0,0,0,0,0,0,0,0,0,0,-0.0943290416099121,0,0,0,0,0,0,0.0165553087648814,0,0,0,0,0,0
X002304.SZ,0,0,0,0.408153349002194,0,-0.010328745906627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0708939635928959,0,0,0.0620964515729765,0,0,0.0840683578654658,0,0,0,0,0,0,0,-0.0304770562026797,0,0,0,-0.0797567186638332,0,0,-0.0778178790252965,0.069112597732274,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.178840674642092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255600296355915,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00709236111579261,0.0722879755519617,0,0,0,0,0,0.0372732352245687,0,0,0.288791892733412,0,0,0,0,0,0,-0.0284315035995526,0.0437987238099812,0,0,0,0,0,0
X600703.SH,0,0,0.114314208684726,0,0,0.0935639719560225,0.176561883585344,0,0,0,0.0584904122002596,0,0,0.0609720363382534,0,0,0,0,0,0,-0.0674137938759534,0,0,0,0,0,0,0,0,0,0,0,0.034655971127856,0,0,0.221346076211362,0,0,0,0,0,0,0,0,-0.127149557387062,0,0,0,0,0,0,0.063951743080512,-0.0481906306715253,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0218559481178865,0,0.0396340014561261,0,-0.0683811257126265,0.0449038239879347,0,0,0,0.0420470204132523,0,0,0,0,0,0,0,0.0744261115878714,0.071160761767215,0,0,0.0646533108436692,0,0,0.00362463170056018,0.205018148586186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21990878044307,0,0,0,0,0.044555791797314,0,0,-0.00655209051955798,0,0,0,0,0,0
X000568.SZ,0,0,0,0.27212976419337,0.108177088508758,0.0164561366981571,0,0,0,0,0,0,0,0,0.0307515426280498,0,0,0,0,0,0,0,0,0,0,0.0334877964903298,0,0,0,0,0,0,0,0,0,0,0,0,0.0975056265296554,0,0,0,0,0,0.0309142355071639,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,-0.0751706937861811,0,0.36806427995242,0,0,0,0,0,0,0,0.148639473207047,0,0,0,0,0,0.0604211600435669,0,0,0,0,0,0,0,0,0,-0.094112863645594,0,0.0144158945504328,0,0,0,0,0,0,0.077290221062596,0,0,0,0,0,-0.00372111295292732,0,0,0,0,0,0,0,0,0,0,0.0019862694639011,0,0,0,0,0,0
X002236.SZ,-0.0698868450286878,0.168089304727366,0,0,0,0,0,0.108667966546152,0.210778040778932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0231340020893538,0,0,0,0,-0.166136068500646,0,0,0,0,0,0.00303352886330865,-0.0630076486240551,0,0,0,0,0,-0.0172896773692934,-5.42101086242752e-20,0,0,0,0,0,0
X002475.SZ,0,0,0.165946364294557,0,0,0,0.0842541280326835,0,0.0636973084021544,0.035321103009772,0,0,0,0,0,0,0.150118710646947,0.103549607122691,0,0,0,0,0,0,0,0.319415202635752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142486275832054,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.0205412524659192,8.67361737988404e-19,-0.039499083774104,0,0,0,0.0324606741719081,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0169374175523281,0,0,0,0,0,0.0328936357567296,0,-0.0994744135390223,0.0979469421457123,0,0,0,0,0,0.335862034892494,0,0,0,0,0,0,0,0,0,0,0.0168132510081455,0,0,0,0,0,0
X002241.SZ,0,0.106396003460976,0,0,0,0,0,0,0,-0.0317138053300851,0,0,0,0,0.0762653647146371,0,0,0.433877962689592,0,0,0,0.157762918507458,0,0,0,0,0,0,0,0,0,0,-0.0602379584937849,0,0,0,0,0,0,0,0,0,0,-0.171702580070925,0,0,0,-0.0117452921144641,0.0196637666296955,-0.0273476909604475,0,0,0.016195764766759,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340354354491554,0,0,0,0,0,0.220055071701031,0,0,0,0,0,0,0,0,0,0.0858681021675272,0,0,0,0,0,0.028832770669689,0,0,0.105326229228167,0,0,0,0,0,0,0.0966025361475053,0.0386700437602646,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,-0.0223698432340841,0,-0.190242668976368,0.00484840549901956,0,0,0,0,0,0,0,0,0,0,0.0876317380180703,0,-0.0727966942896348,0,0,0,0,0.00659264288410111,0,0,0,0,0,0,0,0,0,0.867265097796783,0,0,0,0,-0.0346554633477309,0,0,-0.0207468291812258,0,0,-0.0519791366703949,0.0230636967016115,0,0,0,0,0,0
