,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X002475.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600183.SH,X600809.SH,X000661.SZ,X600703.SH,X000596.SZ,X002241.SZ,X002236.SZ,X000100.SZ,X002463.SZ,X601877.SH,X300003.SZ,X002007.SZ,X000157.SZ,X000066.SZ,X002008.SZ,X300142.SZ,X002179.SZ,X300124.SZ,X600271.SH,X000625.SZ,X600867.SH,X002129.SZ,X300136.SZ,X002049.SZ,X002371.SZ,X000977.SZ,X002456.SZ,X600498.SH,X002506.SZ,X002180.SZ,X600177.SH,X600584.SH,X600066.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.375293468399161,0,0,0.0883564867461663,0,0,0,0.0885968575365881,0,0,0,0,0,0,-0.0109606181561639,0,0,0,0,0,0.000121311302704405,0,0,0,0,0,0,0,0,0.0303132590037668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00273337846025566,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.108361375019323,0,0,0.4094056936026,0,0,0,0,0,0.120288268886635,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0.0253885091113476,0,0,0.0239090350461857,0,0,0,0,0.036598096753524,0,0.0176608101890446,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.040590485272225,0.101784723687334,0,0,0.215789958235979,0,0,0,0.0500197361029117,0,0,0.0555910470358035,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,-0.0159426591933422,0,0,0,0,0,0,0.102727959501381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0294949689943156,0,0,0,0.0158278842149414,0,0
X000651.SZ,0,0,0,0,0.150739454264225,0,0,0,0,0,0,0,0,0,0,0,0,0.233783627615397,0,0,0,0,6.93889390390723e-18,0,-0.022176738294293,0,0,0.00440471224852517,0,0.0655710582324965,-0.000433204440325146,0,0,0,0,0,0,0.0203264089722317,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107340861763694,0,0,0,0,0.0254520802701994,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.222660649020211,0,0,0,0,0,0,0,0,0,0,0,0,0.158733632059339,0.160243491932142,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0547458373841892,0,0.0104481808811735,0,0,0,0.0318427380881121,0,0.0143969397171825,0,0.0298303897003186,0,0,0,-0.000559696912097629,0,0,0,0,-0.00273867642499841,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663923253211206,0.188830768688455,-0.00227743445686904,0,0,0,0,0,0,0,0,0,-0.0303596778397727,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0940534394903867,0,0,0,0,0,0.0298734709153723,0,0,0,0,0,0,0,0,0,-0.00486981303336846,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00565225165379956,-0.0212063835270139,0,0,0,0.139685055998503,0,0
X002304.SZ,0,0,0.0541832976677495,0,0,0,0.0964221038278154,0,0,0,0.0316300330441312,0.187038082180517,0,0,0,0,0,0,0,0,0.114197793931372,0.0539396305592547,0,0,0,0,0,0,0,0,0.144622055536268,0,0,0,0,0,0.0103846515079389,-0.0116023461320994,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.00248905684482055,0,0,0,0,0,0,0
X002475.SZ,0,0.211714366163341,0,0,0,0,0,0,0,0,0.0261902343218737,0,0,0,0,0,0,0,0.0664022412520056,0,0,0,0.18209414203511,0.00373678531364909,0,0,0,0,0,0,0.0645741812222911,0,0,0,0,0,0,0,0.114058275661923,0,0,0,0,0,0,0,0,0,0,0,0,0.0175627531099215,0,0,0,0,-0.0201722188732858,0,0
X000063.SZ,0,0,0,0,0.299411725018819,0,0,0,0,0,0,0,0,0,0,0,0,0.14298876398246,0,0.118881954299863,0,0.0421141830109573,0,0,0,0,0,0,0,0,0.0354706079758308,0,0,0,0,0,0,-0.0176699425985899,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00779771981446028,0,0,0,0,0.0257015276420826,0,0
