,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600690.SH,X600276.SH,X600031.SH,X000338.SZ,X600372.SH,X000157.SZ,X002241.SZ,X600741.SH,X600703.SH,X600089.SH,X600066.SH,X000100.SZ,X600271.SH,X600118.SH,X601877.SH,X000550.SZ,X002236.SZ,X000581.SZ,X600582.SH,X002475.SZ,X000800.SZ,X000623.SZ,X300124.SZ,X600177.SH,X000568.SZ,X000050.SZ,X000559.SZ,X002294.SZ,X600839.SH,X002129.SZ,X000400.SZ,X000869.SZ,X002292.SZ,X002456.SZ,X000977.SZ,X002465.SZ,X600312.SH,X002007.SZ,X300003.SZ,X600060.SH,X600435.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.123170328203323,0,0,0,0,-0.0359478470602634,0.151451357196545,0,0,0,0,0.545272286774918,0,0,0.0180427605008776,0,0,0,0,0.0282427653557381,0,0,0,0,0.0538045437464959,0.00239499488340081,0,0,0,0,0,0,0.0866635492201043,-0.184285891911769,0,0,0,0,0,0,0.104585993283275,0,0,0,0,0,0,-0.00328483687662937,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0.0963909697233441,0.110512049634477,0,0.211368194262226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636014983443249,0,0,0,0,-0.0435227400920081,0,0,0,0,0.0768918501758375,0,0,0,0,0,0,0.0204476418200722,0,0,0,0,0,0,0,0,0,0,-0.00727182989416374,-0.00279819240162184,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.205538171280545,0.241897875719464,0,0,0,0.0299307131437268,0,0,0.0987300643775321,0,0,0,0,0,0,0,0,0.0410635189248879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200361966043827,0,0,0,0,0,1.73472347597681e-18,0,0.242751099705921,0,0,0,0,-0.0148604271421666,-0.0169088213112364,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.13875873187743,0.132169523551669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786768384845538,0.287822779917811,0,0,0.0241496437826083,0,0,0,0,0,0,0,0,0,0,0.0856134197641404,0,0,0,0,0,0,0,0,0.0387557089133054,0,0,0,-0.00331316064284904,0,0,0,0,0,0
X000725.SZ,0,0,0.165548622602948,0,0,0,0,0.164749496871875,0,0,0,0,0,0,0.172728564026655,0,0,0,0,0,0,0,0.0401108380313378,0,0,0,0,0,0,0,0,0,0.192853565121532,0.00500948716890202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736667826545118,0,0,0,0,0,0,0,0,0
X000625.SZ,0.360241801142179,0,0,0,0,0,0.174804029249628,0,0.0456068477019443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00990736415461041,0,0,0,0,0,0.108453509638119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038788430984441,0,-0.0311576269119654,0,0,0,0,0,0,0
X002304.SZ,0,0.0345311943936916,0,0,0,0,0,0.274895619426967,0,0,0.0842344097936725,0,0,0,-1.0842021724855e-19,0,0,0,0.0249397853713622,0,0,0,0,0,0.0552963725297069,0,0.0713583493008898,0,0,0,0,0,0,0,0,0.0286318579193438,0.0127909571904429,0,0,0,0.0403948108567616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.00232005175429945,0,0.06927480214973,0,0,0,0,0,0.094549770510409,0.0198695750901329,0,0.052307581587395,0.261748481048449,0,0.0220878420149534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00289531262686897,-0.0190262244801895,0,0,0,0,0,0
X000063.SZ,0.0268388214236995,0,0,0,0,0,0,0,0,0,0,0.0344621042918314,0.157130429374125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162414827472282,0,0,0,0,0,0,0,0,0,0,0,0.0354370053346794,0,0,0,0,0,0,0,-0.00421182445980276,0,0,0,0,0,0
X600690.SH,0.0525762974952992,0,0.110375357933957,0,0,0,0,0.243021463175346,0,0,0,0,0.14986087908699,0,0,0,0.0469482474884672,0,0,0,0,0,0,0,0.0968900727599039,0,0,0,0,0,0,0,0.01840073714593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.08113267523276,0,0,0.0574995135966127,0,-0.0116798053815632,0,0,0,0,0,0,0,0,0.224510538762057,0,0.187446418446006,0,0,0,0,0,0,0,0,0,0,-0.00828915380896414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214406637643245,0.00788745293465888,0,0,0,0,0,0
X600031.SH,0.124040050150588,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905136370331942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170687999619377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0276843205318922,-0.0142813900435171,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.101485466469578,0.146387142191327,0,0,0,-0.0224551867447558,0.606961406168719,0,0,0,0,0,0,0.0433126308717562,0,0,0,0,0,0,0,0,0.0489695166481625,0,0,0,0,0,0,0,0,0,0,0,0.0827572675369503,0,0,0,0,0,0,0,0,0,0.00391288466348712,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154896059107932,0.0258331767080506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489389087152902,0,-0.0564327731175514,-0.0107756617529195,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0.441672353978816,0.188543243397935,0,0,0,0,0,0,0,0,0,0.0351878334462877,0,-0.0189430811052298,0,0,0.162973377767565,0,0,0,0,0.0782448664003678,0,0,0,0,0,0,0,0,0,0.0432372873666582,0,0,0,0,0,0,0,0,0,-0.00828247421194866,0,0,0,0,0,0
