,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X000725.SZ,X000625.SZ,X003816.SZ,X000596.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X600703.SH,X002129.SZ,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X002241.SZ,X000661.SZ,X600584.SH,X600741.SH,X000157.SZ,X601877.SH,X600522.SH,X000977.SZ,X002007.SZ,X000800.SZ,X002074.SZ,X601799.SH,X600418.SH,X600183.SH,X002463.SZ,X300142.SZ,X002180.SZ,X600702.SH,X002028.SZ,X000733.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.268255184990588,0,0.0328356852714988,0,0,0,0.0715563197766906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540473681256888,0,0,0,0.0592012498915124,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.091971520394249,0,0,0,-0.00873427876506267,0,0,0,0,0,0,0
X000858.SZ,0.122394887710738,0,0,0.148553395429961,0,0,0,0,0,0.114326625775022,0,0,0,0.044215788693512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410276780894171,0,0,0,0,0.0101780636765103,0,0,0,0,0.182707789149026,0.110238025138939,0,0,0,-0.0115791358676152,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497267168245883,0,0,0,0,0,0,0,0.0893778175890303,0,0.165812405336352,0,0,0,0,0,0,0,0,0,0.083406130484749,0,0,0,0,0.0307365947300263,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.0196673183471322,0,0,0,0,0,0
X000568.SZ,0.328984035755543,0,0,0,0,0.205888623027863,0,0,0,0,0,0,0,0,0,0.171317136863331,0,0,0,0,0,0,0,0,0.0189708089213956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114609817308879,0,0,0,0,0,-0.0100994140374444,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0328595862688281,0.0531035499432893,0.0408216900291157,0,0.0561588427505635,0,0,0,0,0,0,0,0,0,0.0187648443474336,0,0,0,0,0,-0.0143474048492511,0,0,0,0,0,0,0,0.0230546740242112,0,0.0121780815999963,0,-0.0348491123107598,0.417234720695433,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X600809.SH,0.230953385092189,0,0,0.343138053220015,0,0,0.0419173037809053,0,0,0,0,0,0,0,0,0.0907196550490391,0,0,0,0,0,0,0,0,0,0,0.0420665110807295,0,0,0.0483401165959582,0,0,0,0,0,0,0,0,0,-0.0753439188666291,0,0,0,0,0,0,0.0515539157413766,0,0.000421041379064218,0,0,0,-0.00119082610738608,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160399406640951,0,0,0,0,0,0,2.16840434497101e-19,0,0.0456655058066224,0,0,0.14742474686578,0.153416941631676,0.0574933102295376,0,0,0,0.0433319810524066,0,0,0,0,0,0.129162915237064,0,0.0734855938675182,0,0,0,0,0,0.103670323400354,0,-0.0670259528406525,0.105081230076197,0,0,0,0,0,0
X600690.SH,0.135861935733976,0,0,0.031211207058034,0,0,0,0,0,0,0,0.0688068098644453,0,0,0,0,0,0,0.0595205633528249,0,0,0,0,0,0,0,0,0,0,-0.00785260584482205,0,0,0,0.112799972126728,0,0,0,0,0,0.0507721443731227,0,0,0,0.0692616128868123,0,0,0,0,0,0,0,-0.00251826544944275,0,0,0,0,0,0,0
X000651.SZ,0.108750164773574,0,0,0,0,0,0.0122691753805716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064069200874385,0,0,0,-0.0529492376538462,0,0,0,0,0.0774117547759615,0,0,8.67361737988404e-19,0,0,0,0.0347083459814974,0,0,0,0.0443427949745693,0,0,0,0,0,0,0,-0.0162546029033967,0,0,0,0,0,0
X002304.SZ,0,0.228603277072198,0,0.0176823124410732,0,0.210706826861346,0,0,0,0,0,0,0,0.023811088663621,0,0,0,0,0,0.0759103494539796,0.142119309511642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012966827285965,0,0,0,0,0,0,0,0.00279368296560069,-0.0149961337083914,-0.0668108681570092,0,0,0,0,0
