,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X000651.SZ,X002304.SZ,X000568.SZ,X600690.SH,X600031.SH,X600104.SH,X000725.SZ,X300124.SZ,X002371.SZ,X300014.SZ,X000338.SZ,X600703.SH,X000625.SZ,X002241.SZ,X000063.SZ,X002129.SZ,X002049.SZ,X003816.SZ,X300142.SZ,X601877.SH,X002179.SZ,X000596.SZ,X000661.SZ,X000100.SZ,X600460.SH,X600089.SH,X600741.SH,X000799.SZ,X000157.SZ,X002074.SZ,X002236.SZ,X600702.SH,X002414.SZ,X600584.SH,X002007.SZ,X600779.SH,X600183.SH,X601799.SH,X600884.SH,X000800.SZ,X000733.SZ,X002008.SZ,X300146.SZ,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.245746563743268,0,0,0,0,0,0,0.152413092275927,0,0,0,0,0,0,0,0,0,0,0,0,0.0654953246224681,0,0,0,0,0,0,0.00505283934139863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188932350474195,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.11518049765768,0,0,0,0.198528801620239,0,0.0862153250972573,0,0,0,0,0,0,0,0,0,0,0.0188793836340903,0,0,0,0,0,0,0.11422101497067,0,0,0,0,0.120382175845045,0.0188756124852919,0.0103670505782376,0,0,0,0,0,0.16992078902934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.130175638759694,0,0,0,0,0,0,0,0,0,0,0,0.00429408657240223,0,0.0616912380432658,0,0.140299059182119,0,0,0,0.0384755696361944,0,0,0.0439388776909396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113098380060144,0,0,0,0,0,0,0.0115534534321766,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0.201546149106914,0.0918156236334513,0,0,0,0,0,-0.0645505689879721,-0.0104911616443083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375735102433902,0,0,0,0.177719713464635,0,-0.00991075678152402,0,0.086281066264105,0,0,0,0,0,0,0,0,0,-0.0607675115017038,0.0733441568557545,0,0,0,0,0,0
X600276.SH,0,0.210797377308472,0,0,0,0,0,0,0,0,0,0,0,0.0252910402757994,0,0,0,0,0,0,0,0.0559304381639734,0,0,0,0,0,0,0.159064032601614,0,0,0,0,0.213230469504018,0,0,0,0,0,0,0,0,0,0,0.145726375510598,0,0,0,0,0,0,0.00545294895185903,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0.054468212530492,0,-0.071486699453527,0,0,0,0,0.0402766684557759,0,0,0,0,0.346366487089502,0,0,0.111148493524547,0,0,-0.0464936022623666,0,0,-0.0327063557988549,0,0.0831809878959133,-0.155042289433437,0,0,0,0,0,0,0,0.0202150452637505,0,0,0,0.236032162948653,0,0,3.46944695195361e-18,0,0,0,0,-0.00255415146572284,0,0,0,0,0,0,0
X000651.SZ,0.141883242833317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845947452111758,0,-0.0120256633700675,0,0.109255331513654,0,0,0,0,0.00286362740526655,0,-0.0165470204081382,0.0799231711599498,0,0,0,0.0673872536377821,0,0,0,0,0,0,0,0,0,0,-0.0517606103942465,-0.0625726071379156,0,0,0,0,0,0,-0.0724202515236749,0.0880435711718277,0,0,0,-0.112605573695617,0,0
X002304.SZ,0,0,0,0.187063567204849,0,0,0,0,0.430190066809373,0,0,0,0,0,0,0,0,0.0984565379875404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462656005875167,0,0.0543297148221357,0,0,0,0,0,0,0,0,0,0,-0.0733283189789946,0,0,0,0,0,0,0
X000568.SZ,0,0.202182884496831,0,0.23320481449569,0,0,0,0.0878718651269036,0,0,0,-0.00914436873184088,0,0,-0.0429433660655074,0,0,0,0,0,0,0,0,0,0,0,0,0.0987402717634007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432771869025724,0,0,0,0,0,0,0,0,0,-0.0326216413118496,0,0,0,0,0,0,0
X600690.SH,0,0,0.140893924849492,0,0.13734972755387,0,0,0,0.161531895910774,0,0,0,0,0,-0.0327477057653289,0.0458300169149666,0,-0.0262306100183338,0,0,0,-0.057465814852552,0,0,0,0,0,0,0.119770422972522,0,0,0,0,0,0.0511724430164805,0,0,0.0550422782676011,0,-0.00072367539468883,0,0.0371821438882892,0,0,0,0,0,0,0,0,0,-0.0264775197695569,0,0,0,0,0,0,0
X600031.SH,0,0.054145552517702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107247213899758,0,0.00380229025879536,0,0.0240615491705276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165006566404658,0.0583825417137424,0,0,0,0,0,0,0,0.216943697211198,0,0,0.0377459883445648,0,0,0,0,0,0.0245193565103015,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.00267372037585888,0,0,0,0,0,0,0,0.126128282770125,0,0,0,0,0,0.103919265130904,0,0.0677811248491168,0,0,0,0,0,0.0805415591720619,0.0578858738029125,0.0325227101742542,0,0,0,0,0,0,0,0,0,0,0,-0.0918321051211183,0,0,0,0,-0.00566755286215924,-0.022072502402867,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00456466045502605,0,0,0,0,0,0,0,0.338183957033849,0,0,0.00550254449505213,0,0,0,0,0,0,0,0,0,0,0,0,0.14060147292103,0,0,0,0,0,0,-0.0326018175678804,0,0,0,0,0,0
X300124.SZ,0.086265390530074,0,0,0,6.93889390390723e-18,0,0,0,0,-0.00677240715929368,0,0,0,0,0.0658003518440633,0.0920723464046858,0,0.21400787995576,0,0,0,0.144555100186881,0,0,0,0.090497345764389,0,0,0.24110757998919,0,0,-0.127117804101462,0,0,0,0,0,0,0,0,0,0,0,0,-0.0320871813277494,0,0.0966165591172516,0,0,0,0,0,-0.0428916877418144,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,-0.279836728754364,0,0,0,0,0,0,0.198060623533972,0,0,0,0.0280707918730832,0,0,0,0,0,0,0,0,0.133366280570006,0,0,0,0,0.0161202003944087,0,0.0255754137651484,0,0.185488411527317,-0.249539012185653,0.0923588390151286,0,0,0.127015191188806,0,0,0,0,0,0,0.0179895356927148,-0.0445894180627025,0,0,0,0,0,0
X300014.SZ,0,0,0.238008144988195,0,0,0,0,0,0,0,0,0,0,0.0386931804882148,0.0449947989051909,0,0,0,0.280601142841877,0.0016479062032286,0,0.30106122655385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265653547950191,0,-0.00749339632519136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.0434427098627844,0,0,0.332188406720868,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101693078815642,0.0200391577712721,0,0,0,0.132524195918304,0.129348186747832,0,0,0.0468545075090594,0,0,0,0.0271643055295154,0,0,0,0,0,0,-0.0869760230739217,0,0,0,0,0,0,0.0247851260149034,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0.0750843849997213,0,0,0,0.148467516519232,0,0,0,0,0,0,0.2155405122804,0,0,0,0,0,0,0.0660881590077423,0,0.199658988225449,0,0,0,0,0.00709105060780265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00918850945988222,0,0,0,0,0,0,0
X000625.SZ,0,0,0,-0.0671140435213086,0,0,0,0,0,0,0,0.22685932675695,0,0.10024168916702,0,0.220122332494443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033939080946138,0,0,0,0,0,0.141395167120153,0,0,0.217621350696917,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206055363603701,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0.414945984626905,0,0,0,-0.0221344674375318,0,0,0,0,0,0.0240495589446084,0,-0.0863356674187081,0,0,0,0,0,0,0,0,0,-0.198144743985828,0,0.0541185863676419,0,0,0,0.129168180270266,0,0,0,0,0,0.0574345277496031,0,0,0,0,0,0,0.105222719337243,0,0,0,0,0,-0.106390209896312,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0418037783162768,0,0,0.0187341774022425,0,0,0,0,0,0,0.0953152073820883,0.0560925099398303,0,0,0,0,0,0,0,0,0,0.12661340617512,0,0,0,0,0,0,0,0.00438182975751055,0,0,-0.0166892559970309,0,0,0,0,0,-0.0553956395520882,0,0,0,0,0,0,0,0,0,0,0.00639578019239948,0,0,0,0,0,0
