,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X002371.SZ,X000063.SZ,X600104.SH,X003816.SZ,X000568.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002304.SZ,X000100.SZ,X002241.SZ,X600418.SH,X000596.SZ,X300014.SZ,X002463.SZ,X002179.SZ,X000977.SZ,X600183.SH,X600584.SH,X600066.SH,X000157.SZ,X002028.SZ,X600089.SH,X600703.SH,X600372.SH,X600741.SH,X002049.SZ,X002236.SZ,X601877.SH,X600522.SH,X000921.SZ,X000066.SZ,X600460.SH,X002156.SZ,X000988.SZ,X600839.SH,X002281.SZ,X002456.SZ,X600487.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.100091104288508,0,0.0180037061662074,0,0,0.170963131783529,0,0,0,0,0,0,0,0,0,0.200787673828561,0,0,0,0,0,0.0478614452536385,0,0,0,0,0,0,0,0,0,0,0,-0.0329629552712008,-0.0105928057247691,0,0,0,0,0,-0.0118571149554449,0,0,0,0.00609806188728735,0,0,0,0,-0.0596408573942634,0,0
X000858.SZ,0,0,0.124418927771048,0,0,0,0,0,0,0,0.0128943281471061,0,0.434156077784343,0,0,0,0,0,0,0,0,0,0.120183190946752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103512358569863,0,0,0,-0.0160081528881022,0,0,-0.00100136502923354,0,0,0,0,0,0,0,0
X002475.SZ,0,0.0747323350461209,0,0,0,0,0,0,0,0,0.0584218375586331,0,0,0,0.0161725572286422,0,0,0,0,0,0.295968603926611,-1.73472347597681e-18,0,0.270133338497595,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0707037053232366,0,0,0,0,0,-0.0258411138257229,0,-0.0382213754537176,0,0.0969840664685957,0,0,0,0,0,0,0.0254141406652292,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,-0.0212350719815978,0,0.0598648196524882,0,0.0153803956671429,0,0,0,0,0,0,0.0415088516172454,0,0.0548767361957991,0,0,0,0.199800186661299,0,0,0,0,0,0,0.160695976008281,0,0,0,0,0,0,0,0,0,0,0,0.0452903917397653,0,0,0,0,0,0,0,0,0,0.0153629537694727,-0.00397237441308335,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0503161510464114,0,0.127321217434011,0,0,0.0379073078704339,0,0.0210847578095239,0,0,0,0,0,0,0,0,0.0167903006074543,0,0,0,0,0.0739105628674469,0,0,0,0,0,0,0,0,0,0,0,0,0.0151311857942547,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.117853022598968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133092953110313,0.0756439297008582,0,0,0,0,0.259505335028808,0,0.0125108372797284,0,0.0349557881857271,0,0,0,0,0,0,0,0,0.279833111142679,0,0,0,0,0.0586467926861664,0,0,0,0,0,-0.000627912268433521,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.163207166140452,0,0,0,0.0410130926893529,0.0115745021034308,0,0,0,0,0,0,0,0,0,0,-0.0249448011776472,0,0,0,0,0,0,0,0.299509876382161,0,0,0,0,0,0,0,0,0,0,0,-0.042299619182106,0,4.33680868994202e-19,0.016523242969844,0,0,-0.0253206879440757,0,0,0,0.0160729389902141,0.00774209278927634,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.675184359613402,0,0,0,0,0,0,0,0,0,0.0662175912254619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223780050984216,0,0.00105372448993857,0,0,0,0,0,-0.0121523237246599,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,-0.0140738615316255,0,0,0,0.372209752094841,0,0,0,0,0,0,0,0,0,0,0,0.0977318438356437,0,0,0,0,0,0,0,0,0,0.12918314703627,0,0,0,0,0,0,0.0830604734809431,0,0.0135536413758018,0.00437908937681275,0,0,0,0,-0.000766617303860813,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0113500866480993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309055173251794,0.166821238120196,0.134061203891908,0,0,0,0,0,0,0,0.0280070152162672,0,0,0,0,0,0,0,0.156019091279599,0,0,-0.0836543112555379,0.20325199589687,0,0,0.0214190973515275,-4.33680868994202e-19,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248283648628033,0,0,0,0,0,0,0.0684111754246603,0,0,0,0,0,0,1.10413863277101,0,0,0,0,-0.149973350740574,-0.146736918041888,0,0,0,0.170332618485656,0,0,0,0,0,0.0277192507173568,0.00905282583919558,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.00877514913743207,0,0.152490949808305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00420885889830258,0,0.108781516613499,0.0848674712136481,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0236958716833519,0,0,0.0849086574118239,0,-0.0211537895233857,0.0156570765855314,-0.0624381615405573,0,0,0,0,0,0
X000568.SZ,0,0.0632582202418813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134708910496943,0,0.00529283324452347,0,0.410372077249267,0,0,0.0783533840476369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367201012852294,0,0,0,0,0,0.00305157718667218,-0.0247191033697705,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245654984966402,0,0.0503626966112971,0,0.0184968515824359,0.0155762107664273,0,0.00195105863495786,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00246269530611445,0,0.0492575315804601,0,0.108580101610496,0.0684302944205422,0,0,0,0,-0.0188492293095325,-0.0269335373991339,2.16840434497101e-19,0,0,0,0,0,0
