,X600519.SH,X600104.SH,X000651.SZ,X000725.SZ,X002415.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X600703.SH,X600031.SH,X000100.SZ,X600271.SH,X600372.SH,X000157.SZ,X000559.SZ,X600066.SH,X000338.SZ,X002241.SZ,X002292.SZ,X600089.SH,X002475.SZ,X002236.SZ,X600741.SH,X002129.SZ,X600839.SH,X600177.SH,X601877.SH,X000547.SZ,X300124.SZ,X000568.SZ,X002465.SZ,X600435.SH,X000016.SZ,X600582.SH,X300003.SZ,X000800.SZ,X002294.SZ,X002456.SZ,X600252.SH,X002074.SZ,X000977.SZ,X002008.SZ,X300032.SZ,X000550.SZ,X600198.SH,X002276.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.155718429262451,0,0,0,0,0,-8.67361737988404e-19,0,0.00755028556257182,0,0,0,0,0,0,0,0,0,0,0,0.102641843736191,0,0.0337322235698831,0,0,0,0,0,0,0,0,0,0,0.0711931887346829,0,0,0,0,0.0269923325069854,0,0,0,0,0,0,0,0,0,0,0,0,0.00636408816450602,0,0,0,0,0,0
X600104.SH,0.410726868412965,0,0,0,0,0.231879635408881,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200579928940152,0,0,0,0,0,0,0.0300810452394145,0,0,0,0,-0.0109548535425396,0.0730044433449424,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,-0.00060940135647379,8.67361737988404e-19,5.42101086242752e-20,0,-0.064051789376639,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160711047855947,0.138429891373388,0,0,0.0674894696534411,0.0415306111183655,0,0.0136560072003266,0,0,0,0,0,0,0,0,0,0,0,0.0138086535130593,0.314844194343223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106422918994026,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0611174311270942,0.175662440229497,0.158863550755387,0,0,0,0,0.0539202968725582,0,0,0,0,0,0,0.00134361828143684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581301775671368,0,0,0,0.0882634280587897,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0215549851042567,0,0.128490216981307,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.12882974849357,0,0,0,3.46944695195361e-18,0.0957653188877386,0,0,0,0,0,0,0,0,0.0552184709786201,0,0,0.0559409914918728,0,0,0,0,-0.0383227175728022,-0.000739997676028062,0,0,0,0,0,0
X002304.SZ,0,0.228344159247012,0,0,0,0,0.337896186348083,0,0,0,0.0199810687617084,0,0,0,0,0,0,0,0.00441083199108354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708803313557295,0,0,0,0,0,0,0,0,0,0,0.0233801448959745,0,0,0,0,0.0639669619238693,0,0,0.00375702586683711,0.0347461656816453,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0918148363468474,0.252128495402323,0,0,0,0,0,0,0,0.0822914323407974,0,0,0,0,0,0,0.0843918993475629,0,0,0,0,0,0,0,0,0.107546444426128,0,0,0,0.422683469423464,0,0,0,0,-0.0948128912744512,0,0,0,0,0,0,0,0,0.0275228365454815,0,0,0,0.00924754580915118,0,0,0,0,-0.0356170768636208,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.130100440055468,0,0.140562522273871,0,0,0,0.0115624154219928,0.00759786976279892,0,0,0,0,0,0,0,0,0,0.182467232637887,0,0,0,0,0,0,0.046271708291606,0,0,0,0,0,0,0,0,0,0,0,0.051819602361421,0,0.0950978315568029,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0614694106880743,0,0,0,0,0.138107014286662,0,0.0455373773657462,0,0,0,0,0.386324625431498,0,0,0.0595574766292215,0,0,0,0,0,0,0,0.0273595665133042,0,0,0,0,0,0,0,0,0,0.0132335997351994,0,0,0,0,0,0,0,-0.0182566369874713,0,0,0,0,0,0
X000625.SZ,0,0,0.0959442777590033,0,0,0,0,0.0492675256603466,0,0,0.0966126961825509,0,0,0,0.0035168122506644,0,0,2.16840434497101e-19,0.0149049912908088,0.121311489645094,0,0,0,0.0543102033408319,0,0,0.129275624083324,0,0,0.00485078800752843,0,0,0,0.13594907221688,0,0.00665134476105229,0,0,0,0.0956458301855838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
