,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600066.SH,X600703.SH,X000568.SZ,X002236.SZ,X600271.SH,X000100.SZ,X600031.SH,X002241.SZ,X600118.SH,X600177.SH,X002292.SZ,X002475.SZ,X000338.SZ,X600372.SH,X002007.SZ,X000559.SZ,X002180.SZ,X300003.SZ,X002456.SZ,X002506.SZ,X000157.SZ,X002074.SZ,X600522.SH,X600867.SH,X002426.SZ,X002294.SZ,X002508.SZ,X600089.SH,X000981.SZ,X002085.SZ,X300124.SZ,X000869.SZ,X601877.SH,X002465.SZ,X000050.SZ,X600498.SH,X002179.SZ,X002249.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.267512381186078,0,0.0584247263425219,0.154126783188211,0,0,0,0.135108630961856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500227323627924,0.0140521175373065,0.0372868641194989,0,-0.0701895734131151,0,0,0.0374173311099957,0,0,0,0,0,0,0,0,0.100283999587667,0,0,0,0,0,0,0,0,0,0.0091282655848271,0,0,0,0,0,0
X600104.SH,0.186875145580001,0,0,0,0,0,0,0.215644037031006,0,0,0.014874208798035,0,0,0,0,0,0,0,0,0,0,-0.0160882900472502,0,0,0,-0.0251306321142315,0.0451972389607915,0.00834778040211791,0,0,-0.0435373377700084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365754388017104,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0577598754514845,0,0,0,0,0.0281490843126508,0.00115502419547833,0,0,0,0,0,0,0,0,0,0.0260028919570976,0,0,0.0612228063519576,0,0,0.0645349427689737,0,0,0,0,0,0,0.0807494931217857,0,0,0,0,0.0383290043904956,0,0,0,0.0808401782144834,0,0,0,0.0100791957775871,0,0,0,0,0.0247252512205266,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.330359502840742,0,0,0,0.32081367405841,0,0,0,0,0.209848560999983,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.0143402221031186,0,0,0,0,0,0,0,0,0.0303050138316855,0,0,0,0,0,0,0,0.00778452246384277,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.559690113854039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.00110027218654005,0,0,0,0,0,0,0,0,0,0.0619501787290538,0,0,0,0,0,0,0.0415545037572842,0.0194476726351841,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.168919953187272,0,0,0.0546433573724794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,-0.0163391015130072,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00788541945018546,0,0,0,0.191224051439051,0.0775967174281795,0.00270621432131037,0,0,0,0,0.0387062319675658,0.0658581252551394,0,0,0.0256686441110142,0,0,0,0,0,0,0,0,0,0,0,0.0452629713861662,0,0,0,0,0,0,0,0,0,0,-0.0401846625082764,0,0,0,0,0,0,0
X000625.SZ,0,0.401124083731019,0,0,0,0,0,0,0.224090536736742,0.0223040337910482,0.0840021721580881,0,0,0,0,0.0361323365429108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878465269148492,0,0,0.0249612939895045,0,0,0,0,0,0,0,0,0,0,0,-0.0170214019745952,0,0,0,0,-0.00381021627116406,0.0200203361269588,0,0,0,0,0,0
X600690.SH,0,0,0.0829591944185498,0.0983177736330951,0,0,0,0,0,0,0.0804674126092956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869177035389796,0,0,0,0,0,0,0,0,0,0,0,0.0737093812178008,0,0,0,0,0,0,0,0.116539248052553,0,0,0,0,0,0.0332686153116828,0,0,0,0,0,0
X000063.SZ,0,0,0.00349454781382817,0.0708101190733158,0.0293281129920848,0,0,0,0.110714998052376,0,0,0,0,0,0,0,0,0,0,0,0,0.0393939959963839,0,0,0,0.0249014435671917,0,0.0403551681039135,0,0.121715482433131,0,0,0,0.0331060794135159,0,0.0250638343799278,0,0,0,0.0972489573656176,0,0,0.0244329102294084,0,0,0,0.0716012118169528,0,0,0,0,0.0244216788795384,0,0,0,0,0,0
