,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600690.SH,X000568.SZ,X600276.SH,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X000725.SZ,X300124.SZ,X002371.SZ,X000338.SZ,X002304.SZ,X000625.SZ,X600031.SH,X000596.SZ,X000063.SZ,X000100.SZ,X002179.SZ,X300014.SZ,X000157.SZ,X600089.SH,X600703.SH,X002463.SZ,X600372.SH,X000977.SZ,X002236.SZ,X002241.SZ,X600066.SH,X000921.SZ,X002028.SZ,X600741.SH,X600522.SH,X600183.SH,X002049.SZ,X000661.SZ,X600584.SH,X601877.SH,X002129.SZ,X000800.SZ,X002180.SZ,X002074.SZ,X002223.SZ,X002085.SZ,X600177.SH,X600487.SH,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0116300038316188,0,0,0.23045083153899,0,0,0,0,0,0,0,0,0,0.00741874867452704,0.0236665618933572,0,0.0759887948698111,0,0,0,0.0213105664709979,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149755930505291,0,0,0,0.0323595515363821,0,0,0,0,0,0,-0.0131637768209431,0,0,0,0,-0.00900705819898571,-0.00852373696697951,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.395314815103857,0,0,0,0,0,0,0,0,0,0.179224960751748,0,0,0.0765326859687692,0,0,0,0.00997370976732652,0,0,0,0,0,0,0,0,0,0,-0.00929131219169275,0,0,0,0,0,0,0,0,0,0,0,0,0.012101476138251,0,0,0,0,0,-0.0303300963447697,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.372127652596859,0,0,0,0,0,0,0.0440602263263921,0.0843097235874375,0,0,0,0,0.0584624291555801,0,0,0,0,-0.0509215020638399,0,0,0,0,0,0,-0.0191111388341155,0,-0.0121406981224406,0,0,0,0,0,0,0,0,0,0,0.082435673956583,0,0,-0.0188179111763803,0,0,0,0,-0.0579573838854848,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0591820717829761,0,0,0.0595178737696695,0,0,0,0,0,0,0.120289401137515,0,0,0,0,0,0,0.0169104011609073,0,-0.0576464363896052,0,0,0,0,0.145539788683234,0,0,0,0,0,0,0.0275905934828238,0.0523278423823277,0,0.042794093916567,0,0,0.0907909005055322,0.0106821534250364,0,0,0,0,0,0,0,0,-0.0108351113343844,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.0504985088132312,0,0,0,0,0,0,0.00992133395114718,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0356612690595726,0,0,0,0.275989665130895,0.0380507897162396,0,0,0,0,0,0,-0.0348083477209569,0,0,-0.0741867842834859,0,0,-0.0391242702529156,0,0,0,0,-0.0107435702843727,0,-0.0405351324525624,0,0,0,0,0
X000568.SZ,0,0.987641255150252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101594485400947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103533321729283,0,0,0.00878160414884214,0,0,0,0,0,0,0.0373929463593748,0.0157564932777318,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029690761226331,0.0355336497772477,0.140282891295825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191580758595017,0,0,0,0,0,0,-0.0366667510012947,0,0,0.217165649452912,0,0.0291175982822367,-0.00245668723369703,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.213494013110907,0.0878364735085336,0,0,0,0,0,0,0,0,0.0574909298955409,0,-0.198530551154427,0,0.0449148680128759,0,0.145328081711405,0,0,0.0175131810763199,0.125208213613959,0,0,0,0,0,0,0,0.168326168884345,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0241730176273515,0,0,0,0,0,-0.00221596388962286,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294321516039017,-0.00082169547736599,0,0,0,0,0.108426803739516,0,0,0,0,0,0,0,0,0.448166730400639,0,0,0,0,0,0,0,0,0.068685603857471,0,0,0,0,0,0,0.0636692830091561,0,0,0,0,0.02233862869585,-0.0419554605552798,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.19979073010232,-0.0163325497951123,0,-0.0626208600412689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0991455255836281,0,0,0,0,0,0,0,0,0,0,0.014235097697522,0,0.030457954713202,0,0,0,0,0,0,0,0,0,0.0674968259761886,0,0,0,-0.0885591864340158,-0.0185088138968775,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0108939508786771,0,0,0,0.0759432873408736,0,0,0.116038590042627,0,0,0,0.0294188579670933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0486061981752741,-0.0369497106268659,0,0,0,0,0.000612255357818986,0,0,0.054848828642614,0,0,0,0,0,-0.03534615051355,-0.00926615795392075,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0363672813842646,0,0,0.0305546114254264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843473422240153,0.211146123151612,0,0,-0.0704556870932218,0,0,0,0,0,0.0781886789501914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00893019734962232,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0.128088447289927,-0.0317859757242309,0,0,0,0,0,0,0,-0.0580190562112025,0,0.0188545772730654,0,0,0,0,0,0,0,0,0,0.0668547879194769,0,0,0.0587845974363973,0,0,0,0,0,0.165500840560168,0,0,0,0,0,0.00226399763180165,0,0,0,0,0,0,0,2.16840434497101e-19,0.0331616869429738,0,0,0,0,0,0
