,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000100.SZ,X002241.SZ,X600741.SH,X600066.SH,X002292.SZ,X002506.SZ,X600118.SH,X002049.SZ,X002236.SZ,X600031.SH,X002465.SZ,X002475.SZ,X600372.SH,X000559.SZ,X000157.SZ,X000568.SZ,X300124.SZ,X000338.SZ,X600089.SH,X600867.SH,X300003.SZ,X002007.SZ,X002294.SZ,X600177.SH,X601877.SH,X002456.SZ,X000869.SZ,X600582.SH,X600584.SH,X300146.SZ,X000050.SZ,X002008.SZ,X000550.SZ,X002129.SZ,X002074.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0313304003522159,0,0,0,0,0,0,0.123294956791096,0,0,0,0,0.102801128727065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107790371368838,0,0,0,0,0.0105375465556671,0,0,0,0,0,0,0,0,0,0,0.0241732699524283,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,-1.73472347597681e-18,0.0788274503153697,0,0,0,0,0,0,0,0,0.0979799262913841,0.105836966549799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103602298781819,0,0,0.113936766160461,0,0,0,0,0,0,0,0,0,0,0,-0.00150228263916155,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.152791821616655,0,0,0,0,0,0,0,0,0.00356058167151415,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639350638981839,0,0.0349241384888417,0,0.290681524277648,0.0367145699899714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550374365982897,0,0,0,0,0,0,0,0.0524441090377264,0,0,0.0575059307158335,0,0,0,0,0,0,0.233445972429323,0,0.116556754587534,0,0,0,0.0959454142141233,0,0.0510793345878273,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0352064822844383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478447278324357,0,0,0,0,0,0,0,0,0,0,0.0202791663942705,0,0.128606468785384,0,0,0,0,0.0546806882318025,0,0.106648607935212,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028932169662381,-0.02806358767086,0,0,0,0,0,0.0262455718091501,0,0,0,0,0,0,0,0,0,0,0,0.0236107133605555,0.177086053402897,0.114753549604266,0,0,0.017146049070192,0,0,0,0,0.0232142643203953,0,-0.0173174866521931,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018247984156839,0,0,0,0,0.088443117609253,0,0,0,0,0,0,0,0,0.0268979384762113,0,0,0,0.152916572546001,0,0,0,0.00346893252742514,0.174709694737616,0,0.0335294877336756,0.0394967438147044,0,0,0,0,0,0,0,0.0445230507691838,0,-0.0325854628161981,-0.00366092252033929,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.03708962494744,0,0,0.043485894605868,0,0,0,0,0,0,0.217166628746363,0,0.0249328374292438,0,0,0,0,0,0,0,0.131456261018656,0.073768815349252,0,0,0,-0.00498310979902575,0,0,0,0,0,0
X000625.SZ,0,0,0.0646926819948279,0,0,0,0,0,0,0,0,0,0.033906897367554,0,0,0,0,0,0.0512428747641246,0,0,0,0,0,0,0.234573431768707,0,0,0,0,0,0,0,0.0230886655683253,0,0.206224375558993,0,0,0,0,0,0,0,0,0,0.0970208995902901,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0604288036199319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199845608370061,0,0,0.105340630597576,0.0589888176672511,0,0,0,0,0,0.0484200116584841,0,0,0,0,0,0.220163377088163,0,0,0,0.0544043119629141,0,0,0,-0.0258864938179907,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135174550493217,0,0,0,0,0,0,0,0,0,0,0,0.078595867163499,0,0,0,0,0,0,0,0,0,0,0.0398589179805197,0,0,0,0,0.0499147249360277,0.107363015411553,0.185216441687434,0,0,0.0461170899530568,0.0427073637159886,0,0,-0.0158199707435354,0,0,0,0,0,0
X000100.SZ,0,0,0.0461437659454443,0,0,0,0,0,0.223718785305307,0,0,0,0,0,0,0,0.00643777789292648,0.0488056835910912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155626942213966,0,0.0100187792399065,0,0,0,0,0,0.177404617987671,0,0,0,0,-0.0293246728460438,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989898182482446,0,0,0,0,0.0331216695809342,0.233445258433187,0,0.299298720512449,0,0.103466739797187,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0,0.113587260335144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749682735166401,0,0,0,0,0,0,0,0,0,0.190266549020113,0,0.109006911003078,0,0,0,0,0,0.0247735739408973,0,0,0.0514959880806101,0,0,0,-0.012694009665927,0,0,0,0,0,0
X600066.SH,0,0,0.0447196189148102,0,0,0,0,0,0.323649903578463,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,-0.0215848996812724,0,0,0,0,0.0607592541290551,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121006899090775,0.0962215353789058,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280473734760007,0.239003694601422,-0.0607181006433127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373341292581902,0,0,0,0,0.0167132180823342,0,0,0,0.359458368720865,-0.0880846506025192,0,0,-0.0326116174609362,0,0.0177624560545976,0,0,0,0
X002506.SZ,0,0,0,0.0136078645632657,0,0,0,0,0,0,0,0,0.0397953830947575,0,0,0,0.0955597528135294,0,0,0,0.00358655027266922,0,0.207552290196733,0,0,0,0,0,0,0,0,0.0521297837860399,0,0,0.289700779504434,0,0,0.149466305882408,0,0.117679377986493,0,0,0,0,0,0.0738668529520233,0,0.0347976169430386,0,0.00541037324894628,-0.0204390066343707,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0.105363667965529,0,0,0,0,0,0,0,0,0,0,0.139120324919903,0,0,-0.0534610617640041,0,0,0,0,0.205441962108877,0.0408233924466208,0,0,0,0,0,0,0,0,0,0.0470279594647806,0.00650754298499226,0.196811715154239,0,0,0,0.123802755438106,0,0,0,0,0,0.00781541738865964,0,-0.0077317047942629,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190303762861478,0,0,0,0,0,0,0,0,0,0,0,0,-0.0920033885922942,-0.0109250389605859,0,0,0,0.581117943235621,0,0,0,0,0,0.108545821304817,0,0,-0.0174140521163648,0.0956666205080922,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711066317842922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094881406815538,0,0,0,0,0,0.0178990209307605,0.267101778711172,0,0.0318922272334051,0.0568430598775699,0.144639981350039,0,0,-0.0149286913642499,0,0,0,0,0,0
X600031.SH,0,0,0.0393513316039275,0,0,0,0,0,0,0.107746185688907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209161790223942,0,0,0.124447017109921,0.0890965494216586,0,0,0,0,0.171040239062997,0,0.0667595034930326,0,0,0,0,0,0,0,0.0122239222048155,0.0308844649029422,0,0,0,-0.0221446642174902,0,0,0,0,0,0
X002465.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.209512899905762,0,0.118329631722801,0,0,0.0468390957057671,0,0,0,0,-0.0256414262796416,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0459732751885482,0,0.0685915708734808,0,0,0,0,0,0,0,0.0435390753082903,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711398338827278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00864231700569648,0,0,0.072494765458774,0,0.212968481282836,0.0508128052465192,0,0,0,0.124348542708587,0,0,0,0,0,0.0030767862081617,-0.0185213713895337,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00755880835722555,0.276468502385651,0,0,0,0,0,0,0.00402735197647058,0,0,0,0,0,0,0,0,0,0,0,0.272379032557687,0,0,0,0,0,0,0,0,0.0699027934316896,0.0256379545327816,0,0,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180388192076609,0.107898136647063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942217442856827,0.101622192286771,0,0,0,0,0.201126752602894,0.111149462248945,0.0545478351515081,0,0,0.0217734817507185,0,0,-0.00247148643883586,0.0326620764215975,0,0,0,0,0,0
