,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600703.SH,X600741.SH,X601877.SH,X600271.SH,X002236.SZ,X000100.SZ,X000661.SZ,X002008.SZ,X600809.SH,X300124.SZ,X300003.SZ,X600487.SH,X000596.SZ,X600776.SH,X002456.SZ,X600498.SH,X000625.SZ,X002007.SZ,X000050.SZ,X002241.SZ,X000977.SZ,X300142.SZ,X000157.SZ,X002179.SZ,X002371.SZ,X600522.SH,X600089.SH,X002180.SZ,X600372.SH,X600066.SH,X600177.SH,X300146.SZ,X600566.SH,X600867.SH,X300136.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,1.38777878078145e-17,0,0.111557454463821,0,0,0,0,0,0,0,0,0,0.003667264729113,0,0,0,0,0.0285913144087336,0,0,0,0,0,0.0249343642261777,0,0,0,0,0.0452435791576761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354556676233919,0,0,0.0415048024934168,0.0826443660657876,0,-0.00733971209880985,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0513133583064568,0.068496003130118,0.107537890463881,0,0.0892799469808828,0,0,0.00191919875019985,0,0.291886429255282,0,0,0,0,0,0.0135306248394726,0,0,-0.0014700054081731,0,0,0,0,0,0.0144897232701632,0,0,0,0.120829546212847,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0313952342976843,0.0336154982343904,0,0,0,0,0,0
X600104.SH,0,0,0,0.0354680739067933,0,0,0,0,0,0.165345813505388,0,0,0,0,0,0.216130312373569,0,0,0.100713192717527,0,0.0659444526380129,0,0,0,0,0,0,-0.00800375856362132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00303075006910705,0,0,0,0,-0.0138819077332802,0,0
X000858.SZ,0,0.0065665825117078,0,0,0,0,0.0549330731138347,0,0,0,0,0,0,0.322877726812341,0,0,0,0,0.023441463622104,0,0,0,0.141744873209833,0,0,0,0,0.00287749915801124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485699332769143,0,0,-0.0215133907432159,0.0102698330214801,0,0,0,0,0,0
X000651.SZ,0,0,0,0.2297226233391,0,0,0,0,0,0.0350956203097734,0,0,0,0,0,0.0612594631527491,0,0,0.0780365168033396,0,0,0,0,0.036988080957999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147421777242319,0,0,0,0,0,0,0
X600276.SH,0,0,0.0416457120578325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020058280543256,0,0.514343948429965,0,0.119971092532875,0.0281602155774023,0,0,0,0,0.0761030189198462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00882919602679003,0,0.0225366540612007,0.0407896907122285,0,0,0,0,0,0
X002304.SZ,0,0,0.117521302857784,0.0319342749202652,0,0,0,0,0,0,0,0,0,0.109342243289117,0,0,0,0,0,0,0,0,0,0.190744548086496,0.12794675383188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263450408216721,0,0,0,0,0,0.00378283318553955,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101447557734043,0.119097243346732,0,0,0,0.0701151883654361,0.0541554769054729,0,0,0,0.113822125101396,0,0.0190162440616845,0,0.154503744671971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02596713346328,0.0119977830249651,0,0,0,-0.114232986505889,0,0
X000063.SZ,0,0,0,0.0763837058563709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0956746539047086,0,0,0.0268317874642846,0,0,0.0735055635929249,0,0,0,0.0580868892950063,0,0,0,0,0,0,0,0,0,0,0.019675457796138,0,0.0150979473854478,0.264320187194254,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.190402228890156,0.140044164038648,0,0,0,0,0,0,0,0,0.145845208674879,0,0,0.00577456036330566,0,0,0.0373108581218033,0,0,0,0.00901100543832635,0,0,0,0,0,0,0,0,0,0,0,0.189945034062843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03430903262264,-0.00626317955201207,0,0,0,0,0,0
