,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002304.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X000063.SZ,X002371.SZ,X300124.SZ,X000596.SZ,X000725.SZ,X600031.SH,X002129.SZ,X300014.SZ,X000625.SZ,X000338.SZ,X002179.SZ,X600089.SH,X600703.SH,X002049.SZ,X002236.SZ,X600372.SH,X000100.SZ,X000661.SZ,X601877.SH,X002241.SZ,X000157.SZ,X600702.SH,X000977.SZ,X002180.SZ,X600741.SH,X300142.SZ,X002074.SZ,X600522.SH,X600584.SH,X000733.SZ,X600460.SH,X300003.SZ,X002007.SZ,X002294.SZ,X002463.SZ,X300146.SZ,X000800.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.233827177814132,0,0,0,0.0340951337044358,0,0,0,0,0,0,0,0.0344986459213239,0,0.082921527677794,0,0,0,0.0296994138978942,0.00684542016652029,0,0,0,0,0,0,0,0,0,0,0,0,0.0597740543632313,0.00441615438706776,0,0,0,0,0,0,0,0,0,0,0,0,0.122357600433112,0,0,0,0,0.00329023146967413,0,0,0,0,0,0
X000858.SZ,0,0,0,0.122034746962047,0,0,0.157382508992661,0,0,0,0,0,0,0,0,0.114697778823659,0,0.000205421876054007,0,0,0,0,0,0,0,0,0.0398315482964203,0,0,0,0,-0.00699073653117199,0,-4.33680868994202e-19,-0.00552395166634554,0,0,0,0,0,0,0,0,0,0,0,0,0.025888879599179,0,0,0,-0.0425683423245851,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0095268986659992,0,0,0,0,0,0,0.0321858514651501,0,0,0,0,0,0,0.196972650930695,0,0,0,0,0,0,0,0,0.0967476834994573,0,0,0.102109177005862,0,0,0,0.0170269343684391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.356912564151432,0,0,0,0,0,0,0.00896414788664734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674110253360636,0,0,0,0,0,0,0.156655865753715,-0.00731957770489799,0,0,0,0,-0.014365651626611,-0.0417468394303387,0,0,0,0,0,0,0,0,0,0,0,-0.0656530033047107,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.175103727195593,0,0.0530041099060092,0,0,0,0,0,0.00398818673149432,0,0,0,0.175389714334636,0,0,0,0,0,0,0,0,0,0,0,0.0264958729643922,0,0,0.050197034731536,0,0,0,0,0,0,0,0,0,0,0,0.432646336862408,0.0116648498375408,0,0,0,-0.00656337490208202,0,0.0183500990103194,-0.00404681097153599,0,0,0,0,0,0
X600809.SH,0,0.308076635664235,0,0,0,0,0.298797419315709,0,0.115802515926275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024634016172491,0,0.0871202977418202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00748072687260236,-0.0320585873945019,0,0,0,0,0,0
X002304.SZ,0,0.200590918742159,-0.0599704611524655,0,0,0.0260909216808638,0,0.132184359125615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.059411938292699,0,0,0,0,-0.0521595073499571,0,0.386686068424468,0,0,0,0,0,0,0.0362155175993294,0,0,0,0,-0.00680393527132335,0,0,0,0,0,-0.0159519047930989,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.101889769846965,0,0,0,0,0,0,0,0,0,0.153754162947925,0,0,0.233528133538084,0,0,0.0701255098608932,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364797704616232,0,0,0,0,0.0726670971332541,0,0,0,0.0744697210739941,0,0,0,0.0452542522207985,0,-0.149952414870018,1.73472347597681e-18,0.0279609738122794,-0.0253147645869693,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488927975249474,0,0,0,0,0,-0.0261851478983314,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168657824452927,0,0,0,0,0,0,0,0.029974503027721,0,0,0,0,0,0,0,0.0327505649447906,0,0,0,0,0,0.0555669515446115,0,0.0213517962961389,0,0,0,0.148039559688712,-0.0998783393345797,0,0,0,0,0,0,0,0,0,0,0
