,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X000651.SZ,X002475.SZ,X300124.SZ,X000063.SZ,X000725.SZ,X600104.SH,X003816.SZ,X600031.SH,X002129.SZ,X000596.SZ,X002371.SZ,X300014.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X000100.SZ,X002241.SZ,X000661.SZ,X002180.SZ,X002236.SZ,X600702.SH,X600584.SH,X600522.SH,X300142.SZ,X601877.SH,X000977.SZ,X000157.SZ,X600741.SH,X002074.SZ,X600460.SH,X000733.SZ,X000066.SZ,X600183.SH,X300003.SZ,X000799.SZ,X002414.SZ,X002007.SZ,X002463.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.155689582361763,0.0957321069282336,0,0.116098273832951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200969975297834,0.0213699677133092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270684284860817,0,0,0,0,0,-0.0147929889225997,0.0394059437795089,0,0,0,0,0,0
X000858.SZ,0,0,0,1.73472347597681e-18,0.0493054187731062,0,0.56516081433085,0,0,0,0,0.0446049842188381,0,0,0,0.0161860041012567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531344812799808,0,0,0,0,0,0,0,0,0,0,0,0.00660112247113085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.0375058388273126,0,0,0,0,0,0,0,0.0347379441915861,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0933264457034369,0,0,0,0.0725226213619142,0,0,0,0,0,0,0.25426172686651,0,0,-0.182511334244459,0,0,0.104930048877544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142927560185224,0,0,0,0,0,0
X000568.SZ,0.237251018810432,0.258020814989582,0.0800709758594491,0,0,0,0.285324646145562,0.203068533669687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178407118767009,0,-0.0768224883311928,0,0,0,0,0,0,0,-0.00189085803505929,0,0,0,0,0,0,0,0,0,-0.0228661446183819,0.0193493293914718,0,0,0,0,0,0
X600809.SH,0,0.0850299618562533,0.0374610389536715,0.175499537090613,0,0,0.12314119445442,0.134080763988709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00960929779450413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179679287405144,0,0,0,0,0,-4.33680868994202e-19,0.0180332447905467,0,0,0,0,0,0
X600276.SH,0,0,0,0.112558333462315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00789375623715449,0,0,0,0,0,0,0,0.08362128666293,0,0,0.0389712121640805,0,0,0.0207190745558707,0,0,0,0,0,0,0,0.00603688761110544,0,0.188303069950504,0,0,0,0.119117753397516,0,0,-0.00750054056367025,-0.00841101806183541,0,0,0,0,0,0
X002304.SZ,0,0.332834378074895,0,0.332048599430446,0.0786926130772424,0,0,0,0,0,0,0,0,0,0,0,0,0.199612804602663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0715433792032452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0986327022373605,0,0,0,0,0.0564439860950256,0,0.0439336433419159,0,0,0,0,0.122692047880861,-0.0736548909322306,0,0,0,0.128485122741657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00681862974150335,0,0,0,0,0,0,0,0.0300906674905773,0,0,0,0,0,0,0.0042542201650208,0.00520225681237482,0,0,0,0,0,0
X000651.SZ,0,0.119748684204905,0,0,0,0,0,0.188454158318643,0,0,0,0,0,0,0,0,0,0,0,0,0.070425520650898,0,0,0,0,0,0,0,0,0,0,0,0.0335930245282438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107767329389116,0,0,0.00925924696116867,2.16840434497101e-19,0,0,0,0,0,0
X002475.SZ,0,0,0.102146625991686,0,0,0,0,0,0,0,0.114932977469422,0,0,0,0,0,0,0,0,0.258371561872409,0,0,0,0.0993825439646228,0,0,0,0.0327026063843653,0,0,0,0,0,0.0627420624350197,0,0,0,0,0,0.236075944782237,0,0,0,0,0,0,0,0.0538747976821363,0.0956156980808622,0,0.28449720607589,0,0,0,0,0,0,0,0
