,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X002304.SZ,X600690.SH,X600276.SH,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X000596.SZ,X600031.SH,X003816.SZ,X000625.SZ,X000725.SZ,X000063.SZ,X002371.SZ,X002129.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002180.SZ,X000661.SZ,X000100.SZ,X300142.SZ,X002241.SZ,X000733.SZ,X601877.SH,X600741.SH,X600702.SH,X002074.SZ,X600522.SH,X600460.SH,X000157.SZ,X000799.SZ,X600779.SH,X600584.SH,X300003.SZ,X600884.SH,X002007.SZ,X601799.SH,X300146.SZ,X000800.SZ,X002236.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0953359571814984,0.180110426129795,0,0.19230277155629,0,0,0,0,0,0,0.0069964812553886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0872266045851238,0,0,0,0,0,0,0,0.0926965326030556,0,0,0,0,0,0,0,0,0,0,0,-0.0145470490472022,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0312208343646639,0,0.462456270166337,0.147244788170103,0,0,0,0,0,0,0,0,0.0814898258701573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166196768633917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147178693663028,-0.00310223896827604,0,0,0,0,0,0
X600809.SH,0.107564794944937,0,0,0,0.469977185166185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0441594367725863,0,0,0,0,0,0,0,0.031891312778275,0,-0.0103648653070093,0,0,0,0,0,-0.0299825089587942,0,0.0169886998050218,0.167696812141591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00282988672954443,0,0,0,0,0,0,0,0.0966353466939695,0,0,0,0,0,0.125138106536229,0,0,0,0,0,0,0,0,0.0770420674887654,0,0,0,0,0.176801859215097,0.0634882479647061,0.0564128338993692,0,0.0963526017220312,0,0,-0.00815739624616427,0,0,0,0,0,0,0
X000568.SZ,0.177113616887592,0.668615989510086,0.296379584181762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0340901373150387,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0310566568775921,0,0.425411113305447,0,0,0,0,0,0,0,0,0,0.0824491748432956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069572604405284,0,0,0,0,0,0,0,0,0,0,0,0.0143945899121242,0,0,0,0,-0.0123308981035459,0,0,0,0,0,0,0
X600690.SH,0.0765812723549773,0,0,0,0.192566634068198,0,0,0,0,0,0,0,0,0,0.116969534136598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238060042051254,-0.0406281921134815,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,-0.0268816096474841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149060854576558,0,0,0,0,0,0.0729886400186285,0,0.0572982547651638,0,0,0,0,0,0,-0.0920969780559229,0,0,0,0.0804547077205171,0,0.119485231847225,0,0,0,0,0,0,-0.0167896158970382,0,-0.0129121988186054,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0338313591836294,0,0,0,0,0,0,0,0.143194769782353,0.0271354919001796,0,0,0,0,0,0,0,0,0,0.212493751977181,0,0,0,0,0.0233302459456906,0,0,0,0,0.0108438558551454,0,0,0,0,0.0399317966081887,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0.0557433257021049,0,0,0,0,0.265131333743935,0,0,0,0,0,0,0,0.0891259121201554,0,0,0,0,-0.0415763661327453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162197672980948,0,0,0,0,0,0,0,0,0,0.0381965200660235,0,0,0,0,0,0,-0.0203085905622082,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0799519792313302,0,0,0,0,0.0693714221351579,0,0,-0.130753371279256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132997340592239,0,0,-0.0129613392241857,0,0,0,0,0,0,0,0.102760568784297,0.0926271598682443,0,0,0,0,0.017389467011579,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0.0994905754822815,0,0,0,0,0,0.0116347351059652,0,0,0,0,-0.0847445411333896,0,0,0,0,0.0612505105052907,0,0,0,0,0,0,0,0,0.113414358929587,0,0,0,0,-3.46944695195361e-18,0,0,0.721969765785809,0,0,0,0,0,0,0,0,0.058158064140647,-0.297199080854153,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0671322002163538,0,0,0,0,0,0,0,0.127155594083769,0,0,0,0,0,0,0,0.00195496517681811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360513866168574,0,0,0,0,0.0390247924683633,0,0.0180240989132655,0,0,0,0,-0.00479802770490541,0,0,0,0,0,0,0
X000596.SZ,0,0,0.196511747106795,0,0.207501998830369,0.227072431960368,-0.0411001232015025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123459079226949,0,0,0.0163795057162689,0,0,0,-0.00532748876787024,0,-0.00394785887124764,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.062271474454501,0,0,0,0.298961302918733,0,0,0,0,0,0,0.0110445760665699,0.405211349084778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746172057935577,0.0521665824072197,0,0,0,0,0,0.118822320243025,0,0.00826963637864016,0,0,-0.030769280809951,0,0.00952933766657335,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104187236939996,0,-0.0986263890368246,0,0,0,0,0,0.0259711613911659,0,0,0.0802947635099978,0,-0.0295563474780419,0,0,0,0,0,0,0,0,0.0604510446718824,0.0241932059585787,0,0,0,0,-0.0137105865457908,0,0.0336350026386575,0,0,0,0,-0.0223512912917066,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397630901461262,0,0,0,0,0.114574254033943,0,0,0,0,0.0349099387713372,0,0.0895616665296108,0.00957499890510292,0,-1.73472347597681e-18,0,0,0,0.0959203820287671,0,0,0,0.394803903158455,0,0,0,0,0,0,0,0,-0.00156717371357277,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,-0.01943079484766,0,0,0,0,0,0,0.268423839960436,0,0,0,0,0,0,0,0,0,0,0,-0.0784837474547543,0,0.238254069113572,0,0,0,0,0,0.0311558133454617,0,0,0,0,0,-0.0364614894776391,0,0,0,0.0538968933824017,0,0,0,0,0,0,0.013757718904632,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0439925549394698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836346056451597,0,0.0741397918699135,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0571851003933721,0,0.0893346702847248,0,0.125208320740533,0,0,-0.0202622603569309,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0.262930500487477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067822902940938,0.116383267569908,0,0,0,0,0,0.156955783584584,0,0,-0.258666918657031,0,0,0,-0.207852111779157,0,0,0,0.634039352106951,0,0,-0.0364871741983442,-0.029355408560911,-0.041576662419691,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0286073964173063,0,0,0.0363427737299111,0,0,0,0,0,0,0,0,0,0,0.24768171745783,0,0,0,0,0.00283125089385127,0,0.0586053002436975,0,0,0.0882510520600107,0.120326830223996,0,0,0,0,0,0,0,0.0970830226710097,0.0182662985228007,0,0,0,0,0,0.0143737537095781,-0.0357267501893603,0,0,0,0,0,0
X002049.SZ,0,0,-0.0388398183582647,0,0,0,0,0,0.27125025911858,0,0,0,0,-0.17136065479516,0,0,0,0,0,0.169975562124161,0,0,0,0,0,0,0,0,0,-0.124993711046312,0,0.17913013959191,0,0,0,0.0508902130957295,0,0,0,0,0,0.0701940470235199,0,0,0,0,0,0,0,0.109443698134944,0,-0.0154922447242585,0.0489215371078294,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.0789131793415226,0,0,0,0,0,0,0,0.267705121033638,0,0.1008795484571,0,0.264881336934252,0,0,0,0,0,0,0.0590324159716331,0,0,0,0,0,0,0,0,0,0,0,0.00969145216799982,0,0.0115492371128217,0,0,-0.0219633562889066,0,0,0,0,0.0327229202102059,0,0,0,-0.0096645937551671,0.0038959852447104,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186515275853898,0,0,0,0,0.131104200632281,0,0,0,0,0.00703217097958574,0,0,0,0,0,0,0.234576518827209,0,0,0,0,0,0,0,0,0,0,0,0,0.075482138905423,0,0,0,0,0,0,-0.0140496959934041,-0.00866113525521699,0.0521957183328794,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.205357579706932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20464437542183,0,0,0,0,0,0,0.105779010756374,0,0,0,0,0,0,0,0,0,0,0,-0.107512929983548,0,0.0110915138685755,0.0251811407311481,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118568818629682,0,0.218473801277394,0,0.151834457245313,0,0,0,0,0,0.0169232986444405,0,0.0152513761051289,0,0.117270707381881,0,0,0.0892323436672318,0.0498669022980364,0,0.113047752174411,0,0,0,0,0.00911592626470124,0,0,0,0.0292150234845781,0,0.0956736373273209,0,-0.00542594522063242,0,0,0,0,0,0,0
X002180.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687522371195571,-0.017184612565011,0,0,0.0337074767441012,0,0,0,0,0,0,0,0.276962577957405,0,0,0,-0.0839325041433569,0.134212726473616,0.34904904132739,0,0,0,0,0,0,0,0,0,0.0855011035238207,0,0,0,0.0220262133102459,0.0179742535088697,0,0,0,0,0,0
X000661.SZ,0,0.233519649378247,0,0,0.0217005108097949,0,0,0,0,0,0,0,0,0,0.0718120706267832,0,0,0,0,0.177506252507759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0758120425354264,0,0,0,0,0.360819736875218,0,0,0,0,0,0,0.0144370186471453,-0.0152950567458337,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221049615499297,0,0,0,0,0,0,0,0,0,0,0,-0.141310543310806,0,0,0,0.049491247301368,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0660542022970438,0,0,0.0158735184703026,0,0,0,0.0121420634886658,0.00992723377770296,0,0,0,0,0,0
