,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X002475.SZ,X000651.SZ,X002304.SZ,X300124.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X600031.SH,X000625.SZ,X002371.SZ,X000338.SZ,X300014.SZ,X002129.SZ,X002179.SZ,X600703.SH,X002236.SZ,X000100.SZ,X002049.SZ,X600089.SH,X600372.SH,X000157.SZ,X600741.SH,X000661.SZ,X000977.SZ,X600584.SH,X002241.SZ,X601877.SH,X600522.SH,X002463.SZ,X601799.SH,X600702.SH,X000733.SZ,X000800.SZ,X002074.SZ,X002007.SZ,X300142.SZ,X002028.SZ,X002180.SZ,X600183.SH,X600460.SH,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.301641153056307,0,0,0,0,0.0457649927936028,0,0,0,0.176158262976943,0,0,0,0,0,0,0,0,0,0,0,-0.0833516678127894,0,0,0,0,0,0,0,0,0.0333178365371971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137751340632945,0,0,0,0.00888732045396801,0,0,0,0,0
X000858.SZ,0,0,0.161309712177135,0,0,0,0,0,0,0.087616380435586,0,0,0,0,0,0.141159518284357,0,0.117082428648216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252545722843308,0,0,0,0,0.00929412743024795,0,0,0,0,0,0,0.127549297966522,0,0.00234271955440362,0,0.021295791976433,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0.265245071503892,0.0823177271985826,0,0,0.0527062999140877,0.014342451623847,0,0,0,0,0,0,0,0,0,0.32971190642375,0,0,0.0288875679271609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00255893842516316,0,0.136736878397919,0,0,0,0,0,0,0,0,0,0,0,0.0218024734142835,0,0,0,0,0,0,0
X002415.SZ,0,0,0.108505534177716,0,0,-0.0434711027264595,0,0,0,0,0.0169207698529615,0,0,0,0,0,0,0,0.0653095582197769,0,0.074082439950925,0,0,0.00896615138916224,0.278459029471791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0928168880225227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0.402456600717502,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0623739669138645,0,0,0,0.12519152270323,0,0.0094135119000474,0,0,0,0.0823936915524754,0,-0.0804742542978293,0,0,0,0,0.0171283546773223,0,0.199243055772686,0,0,0,0,0,0,-0.0698133317750193,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,-0.36359500446809,0,0,0,0,0,0,0,0,0.0211293750373576,0,0,0,0,-0.181952157562069,0,0,0,0,0,0,-0.154885568298082,0,0,0,0,0,0,0.518793648705551,0,0.0665653697666733,0,0,0,0.0879732806252974,0,0,0,0,0,0,0.0124217797357769,0.224469182947651,0,0,0,0,0,-0.0300697359570621,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.032158610551061,0.0127311763239769,0,0,0,0,0,0,0.0737474713478132,0,0,0,0,0,0,0,0,0,0.0903819733165741,0,0,0,0,0,0.0150213011106512,0,0,0,0,0,0,0.0500738599571906,0,0,0,0.0802579253818042,0,0,0,0,0,0,0,-0.0233422368043363,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17304533509381,-8.67361737988404e-19,0,0,0,0,0,0.0173069919577219,0,0,0,0,0,0,0,0,0.0904874557257131,0,0,0,0.114074296595248,0,0,0,0,0,0,0.00341746960885903,0,0.183040262417964,0,0,0,0,-0.0441095180901772,0.0881105636196753,0,0,0,0,0,0
X000651.SZ,0,0.113896496040984,0,-0.101881810128876,0,0,0.114891750263772,0.132954785356509,0,0,0,0,0,0,0,0,0,0,0,0.109590883051708,0,0,0,-0.0157578483927513,-0.00349619006503436,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249688800995992,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00359616433920722,0,0,0,0,0,0,0
X002304.SZ,0,0.374982674118581,0.0340139120556313,0,0.117261727201941,0,0,0,0,0,0,0,0,0,0,0,0,0.0678828873060093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159455402784763,0,0,0,0,0,0,0.0816743367940379,0,0,0,0,0,0,0,0,0,0,0,0.00576287180905567,0,-0.142485554893434,0,0,0,0,0
