,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X002304.SZ,X600276.SH,X600690.SH,X000651.SZ,X600104.SH,X000725.SZ,X600031.SH,X300124.SZ,X300014.SZ,X003816.SZ,X002241.SZ,X002371.SZ,X000063.SZ,X002129.SZ,X000338.SZ,X000596.SZ,X600703.SH,X002049.SZ,X000625.SZ,X002179.SZ,X601877.SH,X600741.SH,X000100.SZ,X300142.SZ,X600089.SH,X600460.SH,X000661.SZ,X002180.SZ,X600702.SH,X002074.SZ,X000157.SZ,X600522.SH,X002236.SZ,X000799.SZ,X000733.SZ,X600884.SH,X002414.SZ,X002008.SZ,X600584.SH,X600779.SH,X002007.SZ,X000977.SZ,X601799.SH,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.607394137833093,0,0,0.00899576411027905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275621864854346,0,0.0753917201757336,0,0,0,0,0,0,0,0,0,0,0,0.031129108128468,0.0681604244345531,0.002636427423076,0,0,0,0,0,0,0,0,0,0.008187073586084,0,0,0,0,0,0,-0.0157406982663942,0,0,0,0,0,0
X000858.SZ,0.178518748924091,0,0,0,0.181024890714784,0.0272597346793536,0.0522627990494756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642458686662346,0,0,0,0,0,0,0,0,0,0,0.0422563970631394,0.0881810081721836,0,0,0,0,0.0815946744522778,0,0,0,0,0,0,0,0,0,0,0,0.00371617556310133,0,0,0,0,0,0,0
X002415.SZ,0,0.0563591458785785,0,0,0,0.116648607803881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176708405481783,0,0.00658945179902296,0,0,0,-0.0401830289860849,0,0,0,0,0,-0.0685138667125524,0,0,0,0,0.0874906439030977,0,0,0,0,0,0,0.13153201442385,0,0,0,0.00422443837559027,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.206803389736939,0,0.0217878622452438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103699230579679,0,0.130465653704833,-0.228505973259058,0,0,0,0,0,0,0,0,0,0.146153983113493,-0.0757310239081753,0,-0.0262224559430218,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.00152458968958332,0.016173158896614,0,0,0,0,0.0507822127182605,0,0
X000568.SZ,0.161897315576515,0.074595681527365,0,0.0809010282736147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260967770659367,0,0,0,0,0,0,0,0.00559949381432238,0,0,0.122447861279418,0,0,0,0,-0.117973598600288,0,0,0,0,0,0,0,0.0767961908991632,0,0.0768265141105103,0,0,0,0,0.0269233464792131,0,0,0,0,0,0
X002475.SZ,0,0,0.0073546190386048,0,0,0,0,0.039548922820881,0,0,0,0,0,0,0,0,0.282554828525149,0.344822527477882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0394319226812352,-0.0756318520036004,0.0240052236940488,0,0,0,-0.0145109958385883,0,0,0,0,0,0,0,0,0,-0.0399323510284195,0,0,0,0,0,0,0
X002304.SZ,0,0.103454621033884,0.0228980879950326,0.103088921022358,0,0,0,0,0.0720771043145948,0,0,0,0,0,0,0,0,0.120905277405024,0,0,0,0.0612291663760262,0,0.0729850620763948,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.067511859468502,0,0,0,0,0,0,0,0.0226329650665437,0,0,0.0610618578381091,0,0,0.0229900254045145,5.42101086242752e-20,0,0,0,0.0298806595934029,0,0
X600276.SH,0,0,0.00704937580753236,0,0,0.156972322289523,0,0,0.269365852590068,0,0,0,0,0,-0.204600939610916,0,0,0,0,0,0,0,0,0,0,-0.109644538332099,0,0,0,0,0,0,0.119583661244933,0.0712166350148449,0,-0.0564910627149789,0,0.0633935371595707,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0290892299170724,0,0,0,0,-0.0103664899087614,0,0
X600690.SH,0,0,0,0,0,0,0,0.072138411344881,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.108246026796138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0828148164806218,0,0.0296276496443049,0,0.125366705043517,0,0,0,0,0,0.0944458886681207,0,0,0,0,0,0,-0.016066526038756,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0733841282844181,0,0,0,0,0,0,0,0.150219789902096,0.186053940965871,-0.0478079523767497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390143268701733,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141887607209177,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00952361612165584,0,0,0,0,0,0.0204743304907934,0,0,0,0.00926480819585592,0,0.126107362187329,0,0,0,0.122763706793833,-0.0376367732445509,0,0,0,0,0,0,0.124794041802439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105857543032957,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0578182878044915,0,0.0183909534271705,0.0686088312910855,0,0,0,0,0,0,0,0,0,0,0,0.0584481938393635,0,0,0,0.0021426060870925,0,0,0,0.144661293273831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00389794172258464,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0573867681494925,0,0,0,0.0966923142093062,0,0,0,0,0,0,0.288859573299203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186670879591802,0,0,0,0.140788524818477,0,0,0,0,0,0,0,0,0,0.0557066215712899,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.337709610103862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230999521679247,0,0.154555350822002,-0.0611585989195019,0,0.131732715162476,-0.0703052677848555,0,-0.0473748408072539,0,0,0.0531672472607855,0.0298505212522196,0.18072554723075,0,0.145214110575006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566893676631353,0,0,0,0,0,0,0,0.0197848606193984,0,0.0462371552024272,0,0,0,0.0836571276986048,0,0,0,0.162946536429056,0.281262057908013,0,0.0021667126523772,0,0,0,0.203423468729976,0,0,0,0,0,0,0.166768715361884,0,0,0,-0.0251804963143045,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140617506934882,0,0,0.102145440851478,0,0,0,0.0967315112267757,0,0.0726441751663029,0,0,0,-0.00322717136617037,0,0,0.0507702827773914,0,0,-0.0990145079190543,0,0,0,0,0,0,0.0790437965348285,0,-0.14905457596847,0,0,0,0,0,0,0,0,0,0,-0.00625668589673865,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0.115245257359991,0.517754894834613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434779652301345,0,0,0,0,0,0,0,0.0677193590015308,0,0,0,0,0,0,0.159044713340892,0,0,0,0.140046312093051,0,0,0,0,0,0.0850758964299071,0,0,0,0,0.00882150149084686,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233215420096572,0,0,0,0,0,0,0.00559036682800912,0,0.140789227767387,0,0,0,0,0,0,0.0271093946541299,0.397553169495712,0,0,0,0,0,0,0,0,0.0875100888892167,0,0,0.209850522000881,0,0,0,0,0,0,0.211878998908361,0,-0.0633112421169277,0,0,0,-0.11141860759927,0,0
