,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600031.SH,X000063.SZ,X600690.SH,X600276.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600089.SH,X000100.SZ,X600703.SH,X601877.SH,X600118.SH,X000581.SZ,X000559.SZ,X000623.SZ,X002236.SZ,X000550.SZ,X000568.SZ,X600066.SH,X600271.SH,X000050.SZ,X600839.SH,X002475.SZ,X600177.SH,X002294.SZ,X000869.SZ,X300124.SZ,X000800.SZ,X002456.SZ,X000400.SZ,X002129.SZ,X002465.SZ,X002292.SZ,X600435.SH,X002007.SZ,X600252.SH,X002038.SZ,X300003.SZ,X600809.SH,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0,0,0,0.0182534773647173,0,0,0,0,0,0,0.486887185297806,0,0,0,0,0,0,0,0,0.00206255897960048,0,0,0,0,0,0,0.0740606428883178,0,0.0178357353830809,0,0,0,0,0,0,0,0,0,0,0.0136535791044561,0,0,0,0.0490020939236959,0,0,-0.0198287156463286,0.00526762438408792,0,0,0,0,0,0
X600519.SH,0,0,0.0693736162397346,0,0,0,0,0.308647293176641,0,0,0.130235735736411,0,0,0,0,0.0906525136994747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103315258569012,-0.0379123814984528,0,0,0,-0.0218702175594829,0,0
X000651.SZ,0,0,0,0.0809940149221194,0,0,0,0,0,0,0.211266223148291,0,0.0194450102204444,0.00760354384241541,0,0.0548276556656933,0.227786740502898,0,0,0,0,0,0,0,0.0174237266562745,0,0,0,0,0,0,0,0,0.189894274103288,0,0,0,0,0,0,0.061383920952382,0,0,0,0,0,0,0,0,0,0,-0.0196269017295361,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388116492035198,0,0,0,0,0,0,0,0,0,0,0.0652021883978007,0,0.0158330735119449,0,0.10593271869179,0,0,0,0,0,0,0,0.0778716697333351,0,0,0.0320718641300901,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029813476091572,0,0,0,0.00674551325488906,0,0,0,0.179268917608658,0,0.0714892134320049,0,0.218878003061434,0,0,0,0,0,0,0,0,0,0.133889614636722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0210196261120528,0,0,0,0,0,0,0
X000625.SZ,0.141104443595824,0,0.00781934048313026,0,0,0,0,0,0,0,0,0,0,0,0,0.128343370414047,0,0,0,0,0,0.0773788404960128,0,0,0,0.0448036192366352,0.0405781911064434,0,0,0.178671062427634,0,0,0,0,0,0,0,0.0238693425737745,0,0,0,0,0,0,0.0780234833700596,0,0,0,0,0,0,-0.00346385937821165,0,0,0,0,0,0,0
X000858.SZ,0,0.0750625846440233,0.0471249546152406,0,0,0,0,0.0572673115322397,0,0,0.105014996171926,0,0,0,0,0,0,0,0.0291399374239901,0,0,0,0,0,0,0,0,0.0194456458478987,0,0,0.0217750536969928,0,0,0,0,0,0.0309023675504383,0,0,0,0,0,0,0,0,0,0,0,0.159504631269107,0,0,-0.00734714710868399,0.022378140072166,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.0756712280189681,0,0,0,0,0,0,0,0,0,0,0,0.0578146355471398,0,0,0,0,0,-0.02899069687248,0,0,0,0,0,-0.0830270809928206,0,0,0,0,0.103724782574412,0,0,0,0,0,0,0,0,0,0,0.140688586262548,0,0.23954175614974,0,0,-0.00466705018964253,0.021443150764965,0,0,0,0,0,0
X600031.SH,0.0589851997010994,0.0101146629257945,0,0.0167090941038113,0,0,0,0,0,0,0.106020384853329,0,0,0,0.636594170945541,0,0,0,0,0,0,0,0,0,0.110761701355208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00777295376718543,-0.00781843492964775,0,0,0,0,0,0
X000063.SZ,0.221389828063096,0,0,0,0,0,0,0,0.0742902084837363,0,0,0,0,0,0,0,0,0,0,0.194451557501498,0,0,0,0,0,0.00896931277134574,0,0,0,0,0,0,0,0.0708081157009452,0,0,0,0,0,0,0.00507211145841763,0,0,0,0.0444387885074672,0,0,0,0,0,0,0,0.00589498092028571,0,0,0,0,0,0
X600690.SH,0,0.288950987618017,0.164002161242199,0,0,0,0,0,0.186504469812026,0,0,0,0,0,0,0,0,0.0305628143533848,0.183145049030749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707476371508781,0,0,-0.0338850977087649,0.0677893266768832,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127700548266351,0,0,0,0,0,0,0,0,-0.047214861584887,0.0174543876381765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086839245395276,0,0.20979013296286,0,0,0.0367835654962421,0,0,0,0.00513057624486174,0.0202695503575337,0,0,0,-0.0222246944781971,0,0
X000338.SZ,0,0,0.0545157725785774,0,0,0,0,0,0,0,0.207871534294344,0,0,0,0,0,0,0,0.00141225225596441,0,0,0,0,-0.0160712573459338,0,0,0,0,0,0,0,0.0263319611362944,0,0,0,0.00768425919143684,0,-0.0818249546867036,0,0,0,0,0,-0.0377508280006139,0,0.101807292022637,0,-0.0384955858694013,0,0,0,-0.013765915477402,-0.0108363835904083,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108713366381991,0,0,-0.213723783173695,0,0,0.495834567706197,0,0,0.0245564817668585,0,0,0,0,0.065703996008588,0,0,0,0,0.0750671586223386,0,0,0,0,0,0.133010364289659,0,0,0.140205946763889,-0.0296669009267574,0,0.090549277361247,0.0998487090357007,0,0,0,0,0.0409686377500606,0,0.0728841242631084,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119158318061734,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.241731510064105,0,0.0170462004495378,0,0,0,0,0.0270605068485632,0,0,0,0,0,0,0,0,0,0,0,0,0.0625736505910358,0,0.00327500766052291,0,0,0,0,0,0,0
X600741.SH,0.0976319776255144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174192149914328,0,0,0,0,0,0.0564214520983065,0.105303815942463,0.0157170765835269,0,0,0,0,0.0203911129577889,0.0690678917213958,0,0,0,0,0.0253087165576208,0,0,0,0,0,0,0,0,0.103712215712155,0,0.0015186973746874,0,0,0,-0.00999464634070043,0,0,0,0,0,0,0
