,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X003816.SZ,X000661.SZ,X000725.SZ,X000568.SZ,X000338.SZ,X600809.SH,X600690.SH,X600703.SH,X002371.SZ,X000596.SZ,X002007.SZ,X300003.SZ,X000100.SZ,X002241.SZ,X300142.SZ,X600183.SH,X600741.SH,X300124.SZ,X300014.SZ,X000977.SZ,X601877.SH,X000157.SZ,X002129.SZ,X002236.SZ,X000625.SZ,X600584.SH,X000800.SZ,X002049.SZ,X002463.SZ,X000066.SZ,X002414.SZ,X002456.SZ,X300136.SZ,X600118.SH,X600498.SH,X002179.SZ,X002185.SZ,X600522.SH,X600487.SH,X000021.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.20735997932156,0,0,0,0,0,0,0,0,0,0,0,0.00161053615236362,0,0,0,0,0,0.198761579622194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568532202284169,0,0,0,0,0,0,0,0,0.0234920368662729,0.0181403669857432,0,0,0,0,0,0,0.00322147605551293,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.00184897887496339,0.0091219413922502,0,0,0,0,0,0,0.393134416854748,0,0.24662282674008,0,0,0,0.0329150291555049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176126123978524,0.0581420291516943,0,0,0,0,0,0
X600276.SH,0,0.187200300858167,0,0,0,0,0.0530014895917405,0,0,0,0,0.144659684526889,0,0,0,0.0550933231155466,0,0,0.0266201815266571,0,0,0.051283504618523,0,0,0,0,0,0,0,0,0,0.123239049800738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107717843743803,0.00110667421472946,0,0,0,0,0,0
X000651.SZ,0,0.0427829562810755,0,0,0,0.0948554160467402,0,0,0,0,0,0,0,0,0,0,0.205985951550148,0,0,0,0,0,0,0,0,0,0.0368475832970755,0,0,0,0,0,0,0,0,0,0,0.0368847021810932,0,0,0,0,0,0,0,0,0,0,0,0,0.0193959575750382,0.00933969916755267,0.00267600136502857,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0421917701218066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175895570318226,0,0,0,0,0,0.0683185761977032,0,0,0.0192425432773708,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219145728602703,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777728661412016,0.143946492710376,0,0.115755213228078,0,0,0.0642242607373157,0,0,0,0,0,0,0,0,0,0,0,0,0.126043090294842,0,0,0,0,0,0,0,0.0140745586305738,0,0.0195192702571863,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118630603911688,0,0.132009939951714,0,0,0,0,0.353740966767875,0,0,0.104576005440374,0,0,0,0,0.160321070575481,0,0,0,0,0,0,0,0,0,-0.0290046033164319,0,0,0,0,0,0,0.0112720716492496,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286263980530472,0,0,0,0,0,0,0,0,0,0,0.13505491168037,0,0,0,0.131167928608582,0,0.089707040869132,0,0.0601986449137151,0.0403199520111859,0.253350997340329,0,0,0,0,0,0,0.025668380633075,0.00327301084990345,0,0,0,0,0,0
X600031.SH,0,0.0792083377392566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978226658440687,0,0,0,0,0.391171103707206,-0.0211430758255345,0,0.020736710911106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272197052049421,0,0,0.00964055434869452,0.0237015252034087,0,0,0,0,0,0
X002304.SZ,0,0.0475447698049282,0,0,0,0,0,0,0.00982737977091992,0,0,0,0,0.116320233581052,0.221760922463286,0,0,0,0,0,0,0,0,0,0.0157346755281707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000871533491898439,0.00018810303236455,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0735337438151611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00867612624063542,0,0,0,0,0,0,0,0,0,0.0952627248616495,0,0.015414267526925,0,0,0,0,0,0,0,0,0,0.00113066998348195,-0.0322211529982052,0,0,0,0,0,0
