,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X600690.SH,X600372.SH,X600031.SH,X002241.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600741.SH,X600089.SH,X002236.SZ,X000100.SZ,X000581.SZ,X000050.SZ,X600118.SH,X000559.SZ,X002475.SZ,X601877.SH,X000550.SZ,X002294.SZ,X600066.SH,X000568.SZ,X600271.SH,X600435.SH,X002129.SZ,X002456.SZ,X002292.SZ,X000869.SZ,X300003.SZ,X000800.SZ,X000400.SZ,X300124.SZ,X002007.SZ,X600839.SH,X002038.SZ,X002049.SZ,X000623.SZ,X000977.SZ,X002008.SZ,X600177.SH,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0.0748538303280396,0,0,0,0,0,0,0,0,0,0,0,0,0.424282355313279,0,0,0,0,0,0,0.00444306070685157,0,0,0.086328860529199,0,0,0,0,0,0,0.0316231449309719,0,0,0,0,0.0382539007143342,0.030776942311969,0,0,0,0,0,0,0,0,0,0,-0.0034039437696713,-1.0842021724855e-19,0,0,0,0,0,0
X600519.SH,0.0783801229169812,0,0,0.025533730626875,0,0,0.123756327801045,0.0990118424421683,0,0,0,0,0,0,0,0,0,0,0,-0.0238399129074024,0,0,0.034325973967513,0,0,0,0,0,0,0,0.0653145529094504,0,0,-0.0459096586535334,0,0,0,0,0,0,0,-0.127222978019962,-0.00873765054621813,0,0,0,0,0,0,0,0,-0.0142661459601554,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521586752917895,0,0.163056127205779,0,0,0,0,-0.00876157478364317,0,0.0694045640122276,0,0,0,0,0,0.00322684223965474,0,0,0,0,0,0,0.117342265537098,0,0,0,0,0,0,0,0,0,0,0.010469943799513,0,0,0,0,0,0,0
X000651.SZ,0.0419795247490613,0.132226236950262,0,0,0,0,0,0.0100033056937169,0,0,0.174204996447213,0,0,0,0,0,0,0,0,0,0.0414688528306399,0,-0.0219047246852719,0,-0.0454257000238241,0,0,0,0,0,0,0,0,0,0,0.0950051985358154,0.0377349177024696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00132672771459401,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0580973358759861,0,0,0,0,0,0,0,0.249863596802248,0,0,0.0117522247328004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274252078300469,0.167071645257131,0,0,0.106361507321235,0,0,0,0,0.016128640976889,0,0,0,0,0,0
X000625.SZ,0.194508441262124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10991354688803,0.126304880819835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132934894085297,0,0,0,0.168881941191868,0,0,0,0,0,0,0,0.0180269057094033,0.096194574832728,0,0,0,-0.00639163797244534,-0.0178707885268893,0,0,0,0,0,0
X000858.SZ,0,0,0,0.176962630614878,0,0,0,0,0,0,0,0.0166556935704746,0,0,0,0,0,0.175509026538427,0,0,0,0,-0.030478257874226,0,0,-0.0482871686238881,-0.0138260106659046,0,0,0,0.366985898255963,0,0,0,0,0,0.185128490093074,0.127837771384474,8.67361737988404e-19,0,0,0,0,-0.0501443973062098,0,0,0,0,0,0,0,0.00785428583312172,-0.0275076599423374,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.358779599884746,0,0,0,0,0.0351226754318276,0,0,0,0,0,0.0326952813345128,0,0,0,0,-0.167366455346149,0,0,0,0,0,0,0,0.105621995271936,0,0,0.0899894432205283,0,0,0.0644263098452836,0,0,0,0,0,0,0.0828725529497939,0,0,0,0,0,-0.00701822037865418,0,0.0195471192609494,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132066680481415,0,0,0.0134551333776246,0,0,0,0,0.146635955007425,0,0,0,0,0,0,0,0,0,0,0,0,0.0362025818011196,0,0,0,0.101560291078378,-0.0967653548926349,0,0,0,-0.0155586192779625,0,0,0,0,0.015067743784588,0.0049295131734184,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0445044141929971,0.0506738751856429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588902674650763,0,0,0.0120121387891116,0,0,0,0,0,0,0,0,0,0.0222703542788094,0,0.178057571709578,0,0,0.0923690128558082,0.0136560245807017,0.0607497095599976,0,0.0225771932256844,0,0,0,0,0,0.00790576749718126,0,0,0,0,0,0,0,0,0,0,0
