,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000858.SZ,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X600741.SH,X600703.SH,X000338.SZ,X300003.SZ,X000568.SZ,X600271.SH,X601877.SH,X002236.SZ,X002008.SZ,X600487.SH,X300124.SZ,X002456.SZ,X000661.SZ,X600809.SH,X000596.SZ,X000100.SZ,X600867.SH,X000977.SZ,X002179.SZ,X000625.SZ,X600066.SH,X002007.SZ,X300142.SZ,X300136.SZ,X600566.SH,X600498.SH,X002294.SZ,X000157.SZ,X002241.SZ,X300146.SZ,X002180.SZ,X600522.SH,X000869.SZ,X600177.SH,X600089.SH,X600372.SH,X000050.SZ,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.30261402857124,0,0,0,0,0,0,0,0,0,0,0.0902436064078719,0,0,0,0,0.0939544831361499,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0.0852247289827611,0,0,0,0,0,0.0468219175944987,0,0,0,0,0,0,0,0,0,0,0.00236916218561803,0.00361780201225125,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.129774338228623,-6.93889390390723e-18,0,0,0,-0.0138179355037865,0,0,0.4506466848028,0,0.130081688506682,0,0,0,0,0,0,0,0,0,0,0.000773548034166077,0,0,0.0378555547339709,0,0,0,0,0,-0.0520552266438547,0,0,0,0,0,0,0.0646575757219263,0,0,0,0,0,0,0,0,0,0.0155576758728594,0.0116632920461545,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.116680678910973,0,0,0,0,0,0.0899889302607469,0,0.22970622644116,0.167447973584728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167035234058134,0.044753922271689,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498106852604064,0,0,0,0,0,0,0.300784476409491,0,0.0730181372468849,0,0,0,0,0,0,0,0,0,0,0,0.394211739750656,0,0,0,0,0,0,0,0,0,0,0,0,0.0181523334696171,0.0170425494979572,0,0,0,0,0,0
X000858.SZ,0.161430413947938,0,0,0,0,0,0.169931241437874,0,0.0367178609463998,0,0,0,0,0,0,0,0.317892933483317,0,0.0513504625259173,0,0,0,0,0,0,0,0.031159597438674,0,0,0,0,0,0,0,0.0243757052186937,0,0,0,0.0538056415913746,0,0,0,0,0,0,0,0,0,0,0,0,0.00652526059891115,0.0044349763340888,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0146532031849714,0,0,0,0,0,0,0,0,0,0.0433672108175611,0,0.24581532127959,0,0,0.00394549018084616,0.201408581326138,0,0,0.0272567717360815,0,0,0,0,0,0,0,0,0,0,0,0.00432990012273194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169860339569017,0.0293647759194884,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.499516182749611,0,0,0,0,0,0,0,0,0,0,0.0443080294783835,0.319362487453105,0,0,0,0,0,0,0,0,0.123131723486527,0.042606540968472,0,0.00638219450090746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299303601289982,0,0,0.0757564666819883,0.021507120198151,0,0,0,0,0,0,0,0.229705223420646,0,0.160642078858287,0,0,0,0,0,0,0,0.0710005844875414,0,0,0,0,0,0.43357476328133,0,0,0,0.00628465764996294,0,0,0,0.0154092660405594,0.0309066825525256,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.168836729532602,0,0,0,0,0,0.111378166707473,0,0,0,0,0,0,0,0.0121254585303849,0.12910086734411,0,0,0,0,0,0,0,0,0.142028985001451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196168254129196,0.014763364781573,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.122125189053832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312944300233604,-0.0714875889349804,0,0,0,0,0,0
