,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600031.SH,X000568.SZ,X600066.SH,X002475.SZ,X000338.SZ,X002241.SZ,X600271.SH,X002236.SZ,X002456.SZ,X600118.SH,X002085.SZ,X600177.SH,X002292.SZ,X000157.SZ,X600372.SH,X300124.SZ,X002007.SZ,X600867.SH,X300003.SZ,X000559.SZ,X002426.SZ,X002294.SZ,X600089.SH,X002180.SZ,X002506.SZ,X600522.SH,X601877.SH,X002074.SZ,X000623.SZ,X002508.SZ,X000981.SZ,X600498.SH,X300136.SZ,X000050.SZ,X000869.SZ,X000550.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.196634092819768,0,0,0.0266849996544522,0,0,0.0449283696886497,0,0.067871143263167,0,0.0781249053165116,0,0,0.02333597611997,0.0240346939848489,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238947785770833,0,0,0,0.0503074487965844,0,0,0,0,0,0.0407460342630512,0,0,0,0,0,0
X600104.SH,0,0,0.0257089347346943,0,0,0,0,0,0,0.0169249721614416,0,0.106893324487766,0,0,0.0350770730241804,0,0,0,0.0824497205745433,0,0,0.145711569556973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.159936799841801,0,0,0.0607944459241928,0,0.0272811043010573,1.0842021724855e-19,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.238956974374718,0,0,0,0,0,0,0,0,0,0,0,-0.070112927584502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285065606160206,0,0.121041515865542,0.0916343381014416,0,0,0,0,0,0.0132130409884991,0.212882569052381,0,0,0,-0.210199889197397,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435387466479451,0,0,0,0.0490347429043499,0.0344960039996696,0,0,0,0,-0.0194179575991702,0,0,0.0684942744128276,0,0,0.1572982044943,0,0,0,0,0,0,0,0,0,-0.036929069873926,-0.0233930071242662,0.0425272533688314,0.51118639192422,0,0,0,0,0,0.00915731030551447,0,0,0,0,0,0,0,0,0
X000858.SZ,0.0864920600594179,0,0,0,0,0,0,0,0.00266801121546066,0,0.0613465996176953,0,0,0.093687253675607,0.354145657839194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185667498400314,0,0,0,0,0,0,0,0,0,0,0.0896476841704908,0,0,0,0,0,0,0.0740224266763387,0,0,0,0.017853164832933,0,0,0,0,0,0
X600276.SH,0,0,0.00986236842263369,0,0,0,0,0,0,0,0,0,0,0,0.161104003653248,0,0,0,-0.0292806276764914,0,-0.0951015712481434,0.0689085622941374,0,0,0,0,0,0,0,0,0,0,0,0,0.239798439798339,0,0,0,0,0,0.0139191260453814,0,0,0,0,0.0197849744798497,0,0,-0.0685769659257667,0,-0.00698682610455327,-0.0440300614370118,0,0,0,0.0943619465272639,0,0
X002304.SZ,0,0,0,0,0.304429413688729,0,0,-0.0328497048431161,0,0,0,0,0,0,0.040566934394922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359754648269445,0.0464853091524627,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164029133859585,0,0.0197824293840573,0,0,0,0,-0.00182850823076817,0,0,0,0,0,0,0
X000725.SZ,0,0,0.124529223680568,0,0,0,0,0,0,0,0,0,0,0.0968916410338182,0,0,0,0.0718321245931326,0.0553263477286528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234065369816946,0,0.23364467329072,0,0.037300678912877,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0.138008220472208,0,0.0834353162980978,0,0,0,0,0,0,0.11040495934887,0,0,0,0,0,0,0,0,0,0,0,0.0606989154662524,0,0,0,0,0,0,0,0,0,0.0389401213863596,0,0,0,0,0,0,0.0106384836323223,0,0,0,0,0,0,0,0,0,0.0289368042503999,0,0,0,0,0,0,0
X000063.SZ,0,0.0450764117942504,0.0590361596771899,0,0,0,0,0,0,0,0,0,0,0.0418099604567199,0,0,0,0.192020731433679,0.00159484674180923,0,0,0,0,0,0,0,0,0,0,0,0.263432213786151,0,0,0,0,0,0,0,0,0,0,0.258861124429483,0,0,0,-0.0111604190810755,0,0,0,0,-0.00841744080394068,0,0,0,0,-0.221068493971422,0,0
