,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000858.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X002292.SZ,X600271.SH,X000559.SZ,X002241.SZ,X600118.SH,X600031.SH,X000100.SZ,X600066.SH,X002236.SZ,X002475.SZ,X600741.SH,X600372.SH,X000157.SZ,X000338.SZ,X600089.SH,X002049.SZ,X300124.SZ,X002465.SZ,X600177.SH,X000568.SZ,X600582.SH,X601877.SH,X002074.SZ,X002294.SZ,X300003.SZ,X002506.SZ,X002085.SZ,X000869.SZ,X000977.SZ,X600252.SH,X300001.SZ,X600867.SH,X002426.SZ,X002129.SZ,X000547.SZ,X600839.SH,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0580150743531691,0,0,0,0,0.0220764933339089,0,0,0,0,0,0,0,0,0,0.00232035482175643,0,0,0,0,0,0,0,0,0,0.065438443069833,-0.0120857565661445,0,0,0.0636683612677995,0,0,0,0,0,0,0.0587484730220248,0,0,0,0,0,0,0,0.00417734338253779,0.0239093094475438,0,0,0,-0.0198181628021106,0.0239461621988682,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.286814119304868,0,0,0.0290911938152023,0,0,0,0,0,0.16422172811484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.155437214703429,0.0257807332508186,0,0,0,0.0237371037244992,0.0776454157583843,0,0,0,-0.0029597835953289,-4.33680868994202e-19,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169906364052696,0.0369055715568891,0,0,0,0,0,0,0,0,0,0,0.0711265215404154,0.121510760528221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262151989751253,0,0,0,0.0383759102914377,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109863152152681,0,0,0.00664454645207314,0.00130056447919507,0.00492026494093306,0,0,0,3.46944695195361e-18,0,0,-2.16840434497101e-19,0,0.16541311646749,0,0.0183942700411606,0,0,0,0.144120149718052,0,0,0,0,0.00749834081877933,0.00583047444847966,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0678263292401367,0,0,0,0.00270143527767075,0,0.0476492572964219,0,0,0,0,0,0,0,0,0,0,0.0635511078286121,0,0.0257829014458494,0,0,0,0,0,0,0,0,0,0.0133625274484111,0,0,0,0,0,0,0,0.146415629826392,0.0290972111238486,0.133599957766819,0,0,-0.00815250959326799,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124481930569584,0,0,0,0,-0.0473634235334146,0,0,0.024298401909344,0,0,0,-0.00568691460092752,0,0,0,0.0701692276283052,0.0934062041519414,0,0,-0.00634265803246159,0,0,0,0.0394749264674638,0,0,0,-0.0403918809516813,0.0294574626202072,0,0,0,0,0,0
X002304.SZ,0,0.12370334032537,0,0.106100297013942,0,0,0,0,0,0,0,0,0,0,0,0,0.0274218087746238,0,0,0,0,0,0,0,0,0,0,-0.0288291001823113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118102568257288,0.0616134185463887,0,0,0,-0.000493800420547361,0.00990163665317475,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0203911997096445,-0.0082892851130109,0,0,0,0,0,0.00462349276247374,-0.0598500964942557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486043815756803,0,0,0,0,0,0,0,0,0,0,0,0.0492994346628899,0,0,0,0,0.0284205763851211,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206663624046434,0,0,0,0,0.0446886073317848,0,0,0,0,0,0,0,0,0,0,0.247136569460754,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.13973558024109,0,0,0,-0.00912636178022196,-0.0116661835762141,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0781612478131503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240096461961767,0,0,0,0,0,0,0,0,0,0.0169987979747253,0,0.0287358502840444,0,0.00968041641599455,0,0,0.1004433870272,0.0218757201008214,0.0546512541128645,0,0,0.00261238320635619,0,0,0,0,0,0,0
X600690.SH,0,0.0568340822265027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414830574197475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253012419848458,0,0,0,0,0.00170212708578298,0,0,0,0.0722321859453051,0,-0.0129758026055675,0,1.73472347597681e-18,0.0551102432663618,0,0,0,-0.0352850575851087,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651598588468186,-0.021368890414883,0.172901781569653,0,0,0,0,0,0,0,0,0,0.0604202116142616,0,0,0.0445503583147086,0,0,0,0.186754346139655,0,0,0,0,-0.00279174307545449,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162061323261902,0.0818107466217192,0,0,0,0,0,0,0,0,0,0,0,0,0.0537538053750365,0,0,0,0,0.19624310151078,0,0,0,0.0159630770538049,0,0,0,0.0665053464197443,0,0,0.11373177389362,0,0,0,0,1.73472347597681e-18,-0.00987959094402116,0,0,0,0,0,0
