,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600703.SH,X000100.SZ,X600118.SH,X600031.SH,X600066.SH,X000157.SZ,X600372.SH,X002236.SZ,X600271.SH,X000016.SZ,X600839.SH,X000559.SZ,X000338.SZ,X600741.SH,X002475.SZ,X600089.SH,X002241.SZ,X000066.SZ,X000568.SZ,X300124.SZ,X002129.SZ,X600177.SH,X000800.SZ,X600312.SH,X600582.SH,X600006.SH,X000547.SZ,X600435.SH,X002465.SZ,X002294.SZ,X002506.SZ,X600525.SH,X600867.SH,X300142.SZ,X300003.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.152820408305714,0,0,0,0,0,0.0126320432541785,0.00341675808180773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161840292002421,0,0.0460864473857994,0,0,0,0,0,0,0.0308604524392365,0,0,0.0146466257938879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.168048349631544,0,0.0647935130727607,0.0160332401796599,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191175257939442,0.188967801196228,0,0.0777390895222587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376370219146324,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.0538567827780365,0.102999587010221,0,0,0,0,0.06952089321797,0,0,0,0,0,-0.117691494538363,0,0,0,0,0,0,0,0,0,0.178975610278764,0,-0.0431283593326788,0,0,0,0,0.0408778556253802,0,0,0,0,0,-0.030752574155847,0,0,0,0,0,-0.0551889794345078,-0.0468956626314906,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.243874199543923,0,0,0,0,0,0,0.025293985374275,0.0354025941228355,0,0.0778661732301733,0,0,0,0,0.0769802988316665,0.0170855129001675,0,0,0.0219795817224567,0,0,0,0.289910156790347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.146063757147817,0,0,0,0,0,0,0.033471766779482,0,0,0,0.0132016227733189,0.263940277993478,0,0,0,0.00784696714262016,0,0.0391960615860783,0,0,0,0.0647106066873808,0,0,0,0.0556256616149976,0,0.0608996212973304,0,0,0,0,0,0,0,0,0,-0.00691122532301152,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0809083466111219,0,0,0,0.169623705842332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074155941467597,0,0,0,0,0,0.451066285470829,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0348996384584393,0.0164638094487613,0,-0.025266789032757,0,0,0.00494648751722619,-0.0338416710204298,0,0,0,0,0,0
X600276.SH,0,0,0,0.12281396990405,0,0,0,0,0,0,0,0,0.0344777533834637,0.0173530621564498,0.255028921887831,0.299561771309408,0,0,0.0469831513953363,0,0,0,0,0,0.0421905736783427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298156064859818,0,0,0,0,0,0,0,-0.0158348161772241,0,0,0,0,0,0,0
X002304.SZ,0,0.287787500707443,0,0,0,0.231898399639607,0,0,0,0,0.00186967856656815,0,0,0,0,0,0,0,0,0,0,0.0466646738917058,0.00660774945662803,0,0,0,0,0,0,0,0.125667687010044,0.0245141158953119,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.143571785358288,0,0,0,0,0.0152406697326396,0.0369873564103466,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562806324914903,0.0367040452995843,0,0,0,0,0,0,0,0.0475245400403303,0,0.0114128749338232,0,0.344361121448769,0,0,0,0,0,0,0,0,0,0,0,0.197408880147989,0,0,0,0,0,0,0,0,0,0,-0.00390807962412016,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0106368668872241,0,0.148830567649826,0,0,0,0.184017022110883,0.0169307792152691,0,0.0334423048257502,0,0,0.0196315572451099,0.0297930600552921,0.0842061925790151,0,0.0177174296141855,0,0,0.150236060999906,0,0,0,0.045629111648297,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.00584671514797031,0,0,0,0,0,0,0
