,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X600104.SH,X000651.SZ,X300014.SZ,X000725.SZ,X600031.SH,X002241.SZ,X300124.SZ,X600703.SH,X002371.SZ,X000063.SZ,X000338.SZ,X003816.SZ,X002049.SZ,X002129.SZ,X000596.SZ,X000625.SZ,X000661.SZ,X601877.SH,X002179.SZ,X000100.SZ,X600741.SH,X300142.SZ,X002074.SZ,X600089.SH,X600702.SH,X600460.SH,X002236.SZ,X000799.SZ,X002180.SZ,X600884.SH,X000157.SZ,X000733.SZ,X600779.SH,X601799.SH,X002414.SZ,X600584.SH,X600522.SH,X002007.SZ,X002008.SZ,X000977.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.591840519267326,0,0,0,0,-0.038244440789982,0,0,0,0,0,-0.0651529061877846,0,0.0171537963128666,0,0,0,0,0,0,0,0,0.109866865110234,0,0,0,0,0,0,0,0,0.019476511180298,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129525929890937,0,0,0,0,0,0,-0.00151646334917861,0,0,0,0,0,0
X000858.SZ,0.354471996554354,0,0,0.200718973398671,0,0,0,0,0.24287322683614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289456349192526,0,0.22036154068881,0,0,0,0,0,0,0,0.0196352377029938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.0258455569702613,0,0,0,0.103270587363702,0,0.135667767847235,0.0965117800736205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00206089790326022,0,0,0,0,0,0.106894764538558,0,0,0.023135099843747,0,0,0,0,0.0748199616594067,0,0,0,0,0,0,0,0,0.0103169312779691,0,0,0,0,0,0
X600809.SH,0,0.519256001095778,0,0,0,0,0,0,0,0,0,0,0,0,-0.160773607491278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190833108434357,0,0,0,0,0,0,0,0.160720338556454,0,0,0,0,0,0,0,0,0,-0.0158453712599635,0,0,0,0,0,0,0
X000568.SZ,0.059963641699939,0,0,0,0,0,0,0,0,0,0.203517771979618,0,0,0,0.0233258912034722,0,0,0,0,0,0,-0.0211514910147449,0,0.414948662312189,0,0.0601532861817665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130268769268469,0,-0.218976704246026,0,-0.015035194385212,0,0,0,0,0,0.0274283799348279,0.0044552892810062,0,0,0,0,0,0
X002475.SZ,0,0,0.0886985566872587,0.0563508982206691,0,0,0,0,0,0,0,-0.029000819670128,0,0,0.133425379086388,0,0.0155370528139392,0,0,0,0,0,0,0,0,0,0,0,0,0.0899314560983135,0,0,0,0.178849093427524,0,0,0,0,0,0,0,0,0,0,0,0.211572508512903,0,0,0,0,0,0.00674594657261736,0,0,0,0,0.00836704862271418,0,0
X600276.SH,0,0,0.130547329276467,0,0,0.0217811192957699,0,0,0,0,0,-0.0614601892011357,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00634950704573179,0.159290932721025,-0.2315303562332,0,0,0,0,0,0,0,0,0,0,-0.088205522292559,0,0,0,0,0.0227202587873665,0.000904816763613902,0.0390526593152662,0.273306718721133,-0.0457532224112868,0,0,0,-0.00351093202218875,0,0,0,0,-0.0464888734518243,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.145086993851655,0,0.219729734425627,0,0,0.286020123113982,0,0,0,0,0,0,0,-0.0592199191544141,0.0175269502481664,0.0704186786735272,0,0,0,0,0.159355419883655,0,0,0,0,0,0,0,0,0,-0.0050108860005005,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0166139551709986,0,0,0,0,0,0
X002304.SZ,0,0.370216995268075,0,0.226532243234238,0.048785332423703,0,0,0.192597188669005,0,0,0,-0.0780543947271085,0,-0.145800218213973,0,0,0.0257327917065207,0,0,0,0,0,0,0,0,0,0.00817666160740307,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00718392352153234,0,0,0,0,-0.0485222628479214,0,0,0,0,0,0.00787744479041574,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180005127135729,0.0895483223604309,0,0,0,0.128930976042409,0,0,0,0,0,0,0,0,0,0,-0.0766249431607435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435060014180451,0,0,0,-0.0294824078008597,0,0
X000651.SZ,0,0,0,0,0.0846566173058668,0.0251950068754117,0,0.228759797824237,0,0,0,0,0,0,0.0356789683788056,0,0,0,0,0,0,0,0,0,0,0,-0.1486357693363,-0.0170722166703213,0,0,-0.057986947191379,0,0,0,0,0,0,0,0,0,-0.0273216532977373,0,0,0,0,0,0,0,0,0,0,-0.0214628737522743,0.0295223905241789,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0758171166580382,0.0889124971545759,0,0,0,0,0.190976610876494,0.0639303042040398,0,0.06753016033715,0,0,0,0.124154859738511,0,0,0,0,0,0,0.0189855408966616,0,0,0,0,0.073036226587261,0.0383840561393054,0,0,0,0,4.33680868994202e-19,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0714618823665973,0,0,0,0,0,0,0.0104665969753871,0,0,0,0,0.0194246257094276,0,0,0,0,0,0,0,0,0.311825523766216,0,0,0,0,0,0,0,0,0,0,0,-0.0331650470082646,0,0,0,0,0,0,0,0,0,0,-0.00942803845768724,-0.00276876584963312,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.0251714087144669,0,0,0,0,-0.0785000626468937,0,0,0,0,0,-0.0706245098655811,0,0.321077991074994,0,0,0,0,0.105225938525697,0,0,0,0,0,0,0,0,0,0,0,0.0119481680118384,0,0,0,0,0,0,0.018339902968617,0,0,0,0,0,0,0,0,0.00643627042369151,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0.412120978611475,0,0,0,0,0,0,0,0,0,0.0907952257214081,0,0,0,0.135974990737573,0.0849512642223682,0,0,0,0,0.0785023482108748,0,0,0,0,0,0,0.0653010575423849,0,0.10034750536889,0,0,0,0.0747081312692061,0,0,0,0,0,0,0,0,0.163624965912933,0,0,0,-0.0190015912171431,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278063871253159,0,0,0,0,0,0,0,0,0,-0.0675594645354664,-0.00978957746059379,0,0,0.163591807139064,0,0,0.129780915787267,0,0,0,0,0,0.0945567998648656,0,0,0,0,0,0,0,0,-0.0448083607535031,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0441509677247785,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.110412752281854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0337600130803324,0,0,0,0,-0.0544972723155353,0,0.155417819164918,0,0.0425729259911048,0,0.414707833005706,0,0,0,0,0,0,0.0463208339672038,-0.0755254406529545,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0.113676081706265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16097953405505,0,0,0,0,0.324254921779268,0,0,0,-0.0164910021337475,0,0.201145026778799,0,0.124958705120261,0,0,0,0,-0.14208965849851,0,0.122510098814264,0.298159614954607,0,0.20423439824611,0,-0.0480280891641874,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0797542286826686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0838729563027094,0,0,0,0.00612883882150257,0.0389959538765102,0,0,0.0324226156288762,0,0,0.0641674338956956,0.0645122798206635,0.194693954526654,0,0,-0.114866533094161,0,0,-0.0255992329262831,0,0,0,0,0,0,0,0.102009434137893,0,0,-0.00644805834726895,0,0,0,0,-0.0811319266033479,0,0
X000338.SZ,0,0,0,0,0,0,0,-0.0858837444220262,0,0,0,0,0,0.214306357862705,0.139400937191428,0,0.0526333464323408,0,0,0,0.062572948433968,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203520318312469,0,0,0,0.0496513044833845,0,0,0.0412973785371854,0,0.0318924702073815,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0.039711723627415,0,0,0,0,-0.125351113000426,0,-0.00424612409948785,0,0,0,0.321979540322404,0,0,0,0.118043854464327,0,0,0,0,0,0,0,0.00873888492259501,0,0,0,0,0.0818482290281867,0,0,0,0.07624470061253,0,-0.0960784997613655,0,0,0,0,0,0,0,0,0,0,0,0,-0.0337773420166933,0,0,0,0,0,0,0
