,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X600690.SH,X000063.SZ,X000568.SZ,X600703.SH,X600741.SH,X002236.SZ,X600031.SH,X002475.SZ,X000338.SZ,X000625.SZ,X601877.SH,X002008.SZ,X002456.SZ,X600066.SH,X300124.SZ,X002508.SZ,X600809.SH,X000100.SZ,X300003.SZ,X600487.SH,X002241.SZ,X002294.SZ,X600271.SH,X600867.SH,X600522.SH,X300136.SZ,X600089.SH,X000157.SZ,X600177.SH,X000981.SZ,X600566.SH,X000596.SZ,X000050.SZ,X002085.SZ,X600707.SH,X002180.SZ,X000661.SZ,X600498.SH,X002179.SZ,X600699.SH,X300142.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.59288581814739,0,0,0,0,0,0,0,0,0,0,0,-0.030062821887848,0,0.0328723560474541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0794538324628462,0,0,0,-0.00984512313751224,0,0,0,0,0,0,0,-0.000305583986082906,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.11892157165519,-0.0382704476894539,0,0,0,0,0,0.158690527113798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105680731401645,0,0,-0.0115358257518944,0.0132192727189827,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.171650968789608,0,0,0.03330376668838,0,0.107932890189583,0,0,0.0957530965975272,0,0.0494977438760946,0.22588433332467,0,0,0,0,0,0,0,0.204099164616363,0,0,0,0,0,0.0717434452043693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0266537752077639,0.00992425522542677,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.456690778754647,0,0,0,0,0.113528723992434,0,0,0,0,0.0483445773359659,0,0,0,0,0.0291517767561198,0,0,0,0,0,0,-0.0174536834800253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0236465725159145,0,0,0,0,0.064619688829145,0,0,0.0131128957088468,-8.23117530003043e-05,0,0,0,0,0,0
X000858.SZ,0.134199894872579,0,0,0.152432242524474,0,0,0,0.0866350607907548,0,0,0.351078563902241,0,0,0,0,0,0,0,0,0.109416829458377,0,0,0,0,0,0,0,0.0214290380988742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00935690085693373,0,0,0,0,0,0,0
X600276.SH,0,0,0.0712556723113653,0,0,0,0.0354410234289161,0,0,0,0,0.135332556366764,0,0,0,0,0,0,0,0,0,0,0,0.199678590225694,0.047616121351819,0,0,0.131439661698202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447994045302856,0,0,0,0,0,0,-0.000286952725349524,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.468774187275725,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100488893487738,0.119647958603459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182432230648718,0,0,0,0,0.0947578370987064,0,0,0,0,0,-0.0550838273563936,0.0666325030751656,0,0,0,0,0,0
X002304.SZ,0.0903057671386137,0,0,0,0.236556179658315,0,0,0,0,0,0.169337431434336,0.0309821905115636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200211944389067,0,0,0,0,0,0.0296667941056334,0,0,0,0,0,-0.000835194193269209,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.485384842574658,0.082911186202768,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069072906527088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0965559843658264,0,0,0,0.0112965204303408,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.397624617651032,0,0,0,0.030914504252698,0,0,0,0,0,0,0,0,0.0833918636195896,0,0,0,0,0,0,0,0.225376681636764,0,0,0.40436865731184,0,0,0,0,0,0,0,0.159298508161839,0,0,0.0391372300694559,0,0,0,0.233202999597874,0,0,0,0,0,0,0.00265586721342033,0,0,0,0,0,0
