,X600519.SH,X600104.SH,X000725.SZ,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X600276.SH,X000625.SZ,X600690.SH,X600118.SH,X600703.SH,X000100.SZ,X600271.SH,X600031.SH,X600372.SH,X002292.SZ,X000157.SZ,X000338.SZ,X002241.SZ,X600089.SH,X600741.SH,X002236.SZ,X600066.SH,X002475.SZ,X600839.SH,X600177.SH,X601877.SH,X000559.SZ,X002129.SZ,X000547.SZ,X300124.SZ,X002465.SZ,X000016.SZ,X600435.SH,X600582.SH,X300003.SZ,X002456.SZ,X000568.SZ,X002498.SZ,X002294.SZ,X002276.SZ,X000066.SZ,X002179.SZ,X002049.SZ,X600198.SH,X002008.SZ,X000977.SZ,X600252.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.205649218940464,0,0,0,0.00680640544814113,0,0.190607183258813,0,0.0701450586457045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656802072853271,0,0,0,0,0,0,0,0.0245539715930096,0,0,0,0,0,0,0,0.0234017930526115,0,0,0,0,0.00340153413520247,0,0,0,0,0.00702467564815316,0.025860876689291,0,0,0,0,0,0
X600104.SH,0.280888752216709,0,0,0,0,0,0.204685023263642,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772702344800285,0,0,0,0.122041163442679,0,0,0,0,0,0,0,0.0860970525796763,0,0,0,0,0,0,0,0,0,0,0,0.0286962380659048,0,0,0,0,0,-0.0654823254812719,0.0109790603121543,0.0280781544959185,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0561298349447358,0.159772567453497,0,0,0,0,0,0,0,0,0,0,0.00226855161480775,0,0,0,0,0,0.0452792440227676,0,0.0413096148844792,0,0,0,0,0,0,0,0.0445116923551956,0,0,0,0,0,0.10156622512713,0.126954345251839,0,0.0594848425819044,0,0,1.0842021724855e-19,0.00737127461090306,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0491946249321706,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.121662983957779,0,0,0,0,0,0.122222397135358,0,0,0,0,0,0,0,0,0,0,0,0.108858483672129,0,0,0.193746795618783,0,0,-0.0141860844287062,0.027483443976827,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0339243263696864,0,0,0,0,0.0295571396292844,0,0,0,0,0.0928807282269121,0,0,0,0,0,0,0,0,0,0,0.0552088170366744,0,0,0,0,0,0,0,0,0,0.471559881699278,0,0,0,0,0,0.0177895467099855,0,0,0,0,0,-0.0216928985707816,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.244670686223468,0,0.0631973484200957,0.0105431152009927,0,0,0,0,0,0.0116919666386337,0,0,0,0.243978073652737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471765832355193,0,0,0,0,0,0,0,0,0,0,0,-0.0129387351980434,0,0,0,0,0,0,0
X002304.SZ,0,0.104172591165667,0,0,0,0.317424207408548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153740620179011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0951670713750083,0,0,0,0,0.0124612632577958,0.0294978827119351,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0128302148313583,0,0,0,0,0,0,0,0,0,0,0.086846678687409,0,0.0953699487460802,0,0,0,0,0.410060754925917,0.0834706801494372,0,0,0,0,0,0,0.0183461761582721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574027895296892,0,0,0,-0.0220246571376531,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.153780861783796,0,0.115888495807653,0,0,0.0454446565591469,0,0,0,0,0,0,0,0.248667025083828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0726009014912941,0,0,0,0,0.00835041352174377,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.104986229050088,0,0,0.0189765486240869,0,0,0,0,0.0918275062902545,0,0,0.106119479775966,0,0,0.0437044317847653,0,0,0.244957244785534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603463518851253,0,0,0,0,0,0,0,0,0,0,0,0.00118765503925,0,0,0,0,0,0,0
