,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X600809.SH,X000651.SZ,X002371.SZ,X003816.SZ,X000568.SZ,X000725.SZ,X300124.SZ,X600031.SH,X600104.SH,X000063.SZ,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002179.SZ,X600418.SH,X002241.SZ,X600584.SH,X002463.SZ,X600089.SH,X600703.SH,X000977.SZ,X600372.SH,X000157.SZ,X002028.SZ,X600839.SH,X000066.SZ,X002049.SZ,X600522.SH,X002236.SZ,X002456.SZ,X600183.SH,X600066.SH,X002156.SZ,X002085.SZ,X601877.SH,X600460.SH,X600741.SH,X002129.SZ,X600487.SH,X000661.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.409807220699289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199001431192586,0,0,0,0,0,0,0.00866498320784771,0,0,0,0,0,0,0,0,-0.01692855720628,0,0,0,0,0,0,0,0,0.00870036810887094,0,0,0,0,0,0,0,0,0.0186663876598425,-0.115863787815251,-0.0428182079268295,0,0,-0.0738502120768803,0,0
X000858.SZ,0.304311076121046,0,0.0531893188195091,0,0,0,0.330620089377917,0,0,0,0,0,0,0,0,0,0,0.233091668724045,0.0124902873197091,0,0.00846219978180876,0,0,0,0,0,0,0,0,0,0,0.0051149493636814,0,0.00779511793462284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0141029034423056,0,0.065062102120813,0,0,0,0,0,0,0.200456867697405,0,0,0.170548044027777,0,0,0,0,0,0,0,0,0,0,-0.00955060331603402,0,0,0,0,0,0,0,0,0.0745657581881217,0,0,0,0,0,0.025310149220389,0,0,-0.0936737432177485,-0.00375843569144115,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362846412216856,0,0,0,0.736681697391912,0,0.14885054711487,0,0,0,0,0,0,0,0,0,0,0,0.0125644769956121,0.0137050637443569,0.0449869479065023,-0.0621313626301725,0,0,0,0,0,0,0,0,0,0,-0.0197117511679154,0,0,0,0.00651211839401588,0,0
X002415.SZ,0.0189273190180778,0,0,0,0,0.26837207031892,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107291859787725,0.116896160259917,0,0,0,0,0,0,0,0,0,0,0,0,-0.0409595903809926,0,0,0,0,0.132825159407194,0.0911882808551324,0.0480175049511098,0,0,0,0,0,0.0709232009221986,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.054251191316054,0.224918503604978,0,0,0,0,0,0.0403604079657818,0,0,0,0,0,0.0340313561838243,0.031709878513399,0,0,0,0.0352866360768753,0,0,0,0,0,0,0,0,0.0227787509984901,0,0,0,0,0.067125613907939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366446029408953,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0.688418223073432,0,0,0,0,0,0,0,0,0.0892073499488288,0.0683582190521967,0,0,0,0,0,0,0,0,0,0,0,0,0.00493078492603715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148472462897572,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.388798281464241,0,0,0,0,0,0,0.0757789143011345,0,0,0,0,0.166717001285469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00723023166295391,0,0,0,-0.0843893632952829,0,0,0,0,0,0,0,0,0,0,0,0.0295288343578347,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.261753503312527,0,0,0,0,0,0,0,0.0404863236459495,0,0,0,0,0.0933204057653249,0.0766069939851581,0,0,0.180541248365787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146018116636318,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0.129910404366088,0,0,0,0,0,0,0,0,0.0372058171655425,0,0,0,0,0,0.133514260236067,0,0,0,0,0,0,0,0,0,0,0,0,0.202546836216549,0,-0.00545963762300811,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.0530671945619664,0,0,-0.0764042934807152,0,0,0,0,0,0.0692784957005045,0,0,-0.0607549541649284,0,0
X000568.SZ,0,0.164269799195807,0,0,0,0,0.488817184078849,0,0,0,0,0,0.0046625174204847,0,0,0,0,0.163794673370538,0,0.0624059013475371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027502199765844,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,-0.0547588699456754,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0940742441156012,0,0,0,0,0,0,0,0.0124120903748965,0.477262431201602,0,0,0,0,0,0,0.0236596988551158,0,0,0,0,0.0818774482456104,0,0,0,0,0.0247875962711147,0,0,0,0,0,0.00326024818065081,0,0,0,0,0,0,0,0,0,0,0,0.0671592888817481,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248475244967336,0,0,0,0,0.52838185351592,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706682488621663,0,0,0,0.0785609104524412,0,0,0,0.00501322794266536,0,-0.01979155325898,0,0,0,0,0,0,-0.161617916393656,0.0428978352976159,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.0884555550254586,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.170771048785763,0,0,0,0,0,0,0,0,0,0,0.24768878202067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0.0311102284805982,0,0,0,0,0,0.031194574669855,0,0,0.133473321499068,0,0.0866644414495046,0,0,0,0,0.0773885059367603,0,0,0.00522546816302157,0,0,-0.0181523933180005,0,0,0,0.0902264823055925,0,0,0,0,0,0,0,0,0.0816882456175581,0,0,0,0.0697536942873267,0,0,0,0,0,0,0,0,0,0,-0.0102622968963328,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.157942160490506,0.0629416102103701,0,0,0,0,0,0.0308617764453185,0.0410170323554064,0,0,0,0,0.120773084858642,0,0,0,0,0,0,0,0,0.230640347068712,0.122144364423482,0,0.066058495277255,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468650512654451,0,0,0,0,0.122341597208782,0,0
