,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X000568.SZ,X600031.SH,X002475.SZ,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000596.SZ,X000661.SZ,X601877.SH,X000157.SZ,X002236.SZ,X000100.SZ,X300003.SZ,X600703.SH,X002007.SZ,X300142.SZ,X600271.SH,X300124.SZ,X000625.SZ,X002179.SZ,X002241.SZ,X002506.SZ,X600183.SH,X600177.SH,X600867.SH,X600498.SH,X600487.SH,X300014.SZ,X000050.SZ,X002008.SZ,X002371.SZ,X600066.SH,X000066.SZ,X002129.SZ,X002049.SZ,X000977.SZ,X600522.SH,X600118.SH,X300146.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.188227968100988,0,0,0,0,0,0,0,0.136917546569771,0,0,0,0,0,0,0,0,0,0,0.123747680273756,0,0,0.021270056047048,0,0,0,0,0,0,0,0,0,0,0.00448020980074557,0,0,0,0,0,0.0284670494165319,0,0,0,0,0,0,0,0,0,0,-0.0106107753380833,0,0,0,0,0.0585185492999772,0,0
X000858.SZ,0,0,0,0,0,0,0.076036911833339,0,0,0.347271074120144,0,0.135629204770166,0,0.0130875477773978,0,0.183397558193611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500442715629823,0,0,0,0,0,0,0,0,0,0,-0.0332195120358068,0,0,0,0,0,0,0
X000651.SZ,0,0.184519711389036,0,0,0,0,0,0,0.0730701687221707,0,0,0.148201383520382,0,0,0,0,0,0,0,0,0.00804940431804533,0,0,0,0,0,0,0,0,0,0,0.0141231783925792,0,0,0,0,0,0,0,0,0,0,0,0,0.0251305606652532,0,0,0,0,0,0,0,-0.0640028984515828,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.290816952802661,0,0,0,0,0,0.0744028811303571,0,0,0,0,0,0,0.110736769076827,0.157641494310421,0,-0.129991963241649,0,0,0,0,0,0,0.129217678020362,0,0,0.018301342738063,0,0,-0.0675495764554398,0,-0.193451561353125,0,0.0675700424795753,0,0,0,0.0649163070229462,0,0,0,0.00570296226182307,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.039554302121126,0,0,0,0,0,-3.46944695195361e-18,0,0,0.18418468478997,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219746133885503,0,0,0,0,0,0,0,0,0,0.035236291866391,0,0,0,0,0,0,0.0147751588910956,0,0,0,0,0,-0.00634712350922168,0,0,0,0,0.00112981952728989,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.16256850700349,0,0,0,0,0,0,0,0,0.648061307415133,0,0,0,0,0,0,0,0,0,0.0666347845868934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00431116792198023,0.0101903128413888,0,0,0,0.0978522184219836,0,0
X002304.SZ,0,0.228333694315758,0.11073228376722,0,0,0,0,0,0,0.209777823608952,0,0,0,0,0.0458073346794672,0,0,0,0,0,0,0,0,0,0.00508767360436867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045972026698817,0,-0.059886216111691,0,0,0,0,0,0,0,0,-0.0151357679667797,0.0112776469409519,0,0,0,0.0534115356046966,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0154330382592062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529344298994499,0,0.357702418597261,0,0.110354158319707,0,0.0425006444658366,0,0.0305617657482824,0.0141209451420029,0,0,0,0,0,-0.00716790276342219,0,0,0,0,0.0493204928152899,0,0
X000063.SZ,0,0.112652522244712,0,0,0,0,0,0,0,0,0,0.0988769984904555,0,0,0,0,0,0,0,0,0,0,0.0533260314338971,0.0898983205266303,0,0,0,0,0,0,0,0.00570103328867089,0.100831451092104,0,0,0.279210530609997,0,0.0260776806160283,0,0,0,0,0.043385356169495,0,0.00591435234183291,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0569997642410017,0,0
X000568.SZ,0,0.460451763280356,0,0,0,0,0,-0.0188302244490135,0,0,0,0.0648940625042407,0,0,0,0.173881127348455,0,0.0925621116349888,0,0,0.0953613774875791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000722577714847458,0,0,0,0,0,0,0,0,0,0,0,0,0,0
