,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000625.SZ,X000063.SZ,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X002241.SZ,X002236.SZ,X600066.SH,X000338.SZ,X000100.SZ,X601877.SH,X002508.SZ,X002456.SZ,X300124.SZ,X600271.SH,X600118.SH,X002085.SZ,X600089.SH,X600522.SH,X600177.SH,X000157.SZ,X002007.SZ,X600372.SH,X300003.SZ,X300136.SZ,X002294.SZ,X000981.SZ,X600867.SH,X600487.SH,X600699.SH,X002008.SZ,X600566.SH,X600809.SH,X002074.SZ,X000066.SZ,X300115.SZ,X000596.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.0903827315688355,0,0,0,0,0,0,0.211508967313697,0,0,-0.0300367853574087,0,0,0,0,0,0,0,0.0601163965933846,0,0,0,0,0.0538034917025965,0,0,0,0,0,0,0,0,0,0,0.122456089733624,0,0,0,0.0472775368608138,0,0,0,0.123512192633719,0,0,-0.00224510840492188,0,0,0,0,0,0,0
X600104.SH,0,0,-0.0647016538912265,0,0,-0.0757887364162523,0,-0.0104452492456196,0.0133911019308034,0,0,0,0,0.24243727102538,0,0,0,-0.0315123868226095,0,0,0,0,0.0618286307310415,0,0,0,0,-0.0376330268279076,0.200206762064833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00813343470407516,-0.00787199113973082,-0.0128683267659673,0,0,0,0,0,0
X002415.SZ,0,0,0,0.106994709475086,0,0.00201444194475342,0,0,0,0,0,0,0,0,0,0,0,0.140208439655023,0,0,0,0.0207222166226183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613261652957562,0,0,0,0,0.0357306570120312,0,0.0509740271109576,0.0778902499499719,0,-0.203173762344122,0,0,-0.00949514919729856,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0936580830788381,0,0,0,0,0,0.0841985058823169,0.0833135966800616,0,0,0,0,0.0148969748904129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0433725029884714,0,0,0,0,0.0237155854454132,-0.00326890045489194,0,0,0,0,0,0
X000858.SZ,0,0,0,0.017470729139556,0,0,0,0.185348958944056,0,0,0,0,0.280615005716065,0,0.0400671838080074,0,0,0.0988682445505877,0,0.0940210561563348,0,0.0640078774942051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227618323295427,0,0.0268938729194167,0,0,0,-0.088086925394771,0,0,0,0,0.00275224208770779,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0447662669849963,0.0406696130218899,0,0,0,0,0,0.113269853383486,0,0,0,0,0,0.183455016443899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349068182036453,0,0,0.336198136373624,0,0,0,0.0455722379329254,0,0,0,0.0454433996769244,0,0,0,0.00991727297176787,0,0,0,-0.0341921552528607,0.0233302412056549,0,0,0,0,0,0
X600276.SH,0,0,0,0.126526538154499,0,0,0,0,0,0,0,0.223140674718754,0,0,0,0,0,-0.110127903620369,0,0,0,0,0,0.107834697953949,0,0,0,0,0,0,0,-0.0995463036889982,0,0,0,0,0,0,0,0.0430599300363401,0,0,0,0.0572314755686529,0,0,0,0.015637259947974,0.0416541185220115,-0.0465644733737197,0,0.0125227112231794,-0.088968482057195,0,0,0,0,0
X002304.SZ,0,0,0,0,0.203116890975311,0,0,0,0,0,0,0,0.375397976309874,0,0,0.0574432966040646,0,0,0,0,0,0.0530938118746988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956730067289801,0,0,0,0,0,0.0922726650824054,0,0,0,0,0.0103626814678668,-0.00787365034659224,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0478811143701353,0,0,0.104777043023555,0,0,0,0,0,0.010629583079222,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0400274777595895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0807479505498912,0,0.103282431402907,0,-0.059804736973701,0,0,0,0,0.00341865104362331,-0.00432434497305542,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.0463552652884032,0,0,0,0,0,0,0,0,0,0,0,0.0881053465488691,0,0.11092944075816,0,0,0,0,0.0417053910920579,0,0,0,0.141675805964137,0,0,0.139379532417371,0,0.127942818622247,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0433190694222064,0,0,-0.200977635601531,0,0,-0.00474729399554797,0.00440218420417589,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0170557846138625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186560254179665,0,0,-0.194638019305303,0,0,0,0,0.0072180558018153,0.105674321269869,0,0,0,0,0,0,-0.066665012302141,0,0,0,0,0,0.071094234970714,-0.130924932238084,0,0,0.00812065213600244,-0.00109328927191307,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.136905018687242,0,0,0,0,0.00940098611754986,0,0,0,0,0,0,0.0599500690830813,0,0,0,0,0,0,0,0,0,0,0.0379131064888333,0,0,0,0,0,0,0,0,0,0,0.17131407929337,0,0,0,0,0,0,0.00173423555572284,0,0,0,0.00418714273193878,0.0149847531900181,0,0,0,0,0,0
X000568.SZ,0,0,0,0.0196817773515015,0.533415254445024,0,0,0,0,0,0,0,0,0,0,0,0,0.0411566536090934,0,0,0,0,0.0272561190907671,0,0,0,0,0,0,0,0,0,0,0,0,0.025162579905039,0,0,0,0,0,0,0,0.205466163568776,0,-0.0746178261351706,0,0,0,0,0,-0.000621424672148015,0,0,0,0,0,0
