,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X600276.SH,X000625.SZ,X600690.SH,X600703.SH,X000100.SZ,X600118.SH,X600271.SH,X600031.SH,X600372.SH,X002241.SZ,X000157.SZ,X000338.SZ,X600089.SH,X002236.SZ,X002475.SZ,X002292.SZ,X600741.SH,X000559.SZ,X600066.SH,X002129.SZ,X600839.SH,X300124.SZ,X000547.SZ,X600582.SH,X600177.SH,X601877.SH,X300003.SZ,X002456.SZ,X600435.SH,X002465.SZ,X000016.SZ,X000568.SZ,X002294.SZ,X002008.SZ,X600198.SH,X600060.SH,X000800.SZ,X600498.SH,X000977.SZ,X002498.SZ,X000550.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.097587841961161,0,0,0.0505602523490562,0,0.0181405608509914,0.0387570330546907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00616740328999096,0,0,0,0,0.0971768175908876,0,0,0.0370858020806424,0,0,0,0,0,0,0,0,0,0,0,0.0109211187607357,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0905672167451138,0,0.257912587979309,0,0,0.0474440323815282,0,0,0,0,0,0,0,0,0,0,0,0,0.0592729667517468,0,0,0,0.141567133392017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554266740931878,0,0.00330477261778087,0.0107302368052691,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.167656799899103,0,0.164921419785062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709230410279388,0,0,0,0,0,0,0,0,0,0,0.0391395296085472,0,0,0.100583015117579,0,0,0,0,0,0,0,0,-0.00712070938618231,0.00225895339934975,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0475058680235901,0,0,0,0.0711800235975613,0,0,0,0,0,0.0880543938703917,0,0,0,0,0,0,0.0309280084294904,0,0,0,0,0,0,0.0204251511822769,0,0,0,0,0,0,0.436639666972391,0,0,0.00641329906115778,0,0,0.0428040632776908,0,0,0,0,0,-0.0226762547000397,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452062657729965,0,0,0.139577276817293,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0.146573805622783,0,0,0,0,0.140120196248824,0,0,0,0,0,0,0,3.46944695195361e-18,0.0466102390314475,0,0,0,0,-0.00692736750778821,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.168338012327867,0,0.0558971459192971,0,0,0,0,0,0,0,0,0,0,0.202860958964904,0,0,0.0393116522251794,0,0.00398977549684383,0,0.0175137553997186,0,0,0,0,0,0,0,0,0,0,0,0,0.542830630137356,0,0,0,0,0,0,0,0,0,0,0,-0.0110707859690906,-0.00478233472791185,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.265171035671322,0,0,0,0,0,0,0,0,0,0,0,0.174926324540497,0,0,0,0,0,0,0,0,0,0,0,0.0571679755448243,0,0,0,0,0,0,0,0,0,0,0,0,0.0308301519876797,0,0,0,0,0,0,0.136754711553382,0,0,0.00970515220726583,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.116516306992617,0,0,0,0,0,0,0,0,0,0.140106953205265,0,0,0,0,0,0.300647588806955,0,0,0,0.0369591786506514,0,0,0,0,0,0,0,0.0439989688329896,0,0,0,0,0,0,0,0,0,0,0.0466355767549358,0,0,0,0,0,0.0358487161310995,0,-0.0195879859684396,-0.0318823994862931,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124643814819364,0,0,0,0,0,0,0,0,0,0,0.203840383850392,0,0.0342867714712802,0,0,0,0,0,0.0409662935881579,0,0,0,0,0,0,0,0,0,0,0.0503959741673512,0,0,0,0,0.127339799697701,0,0,0,0.00808914831957136,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.0794499341178641,0,0,0.0368254915952024,0,0,0,0.123148805350876,0,0,0,0.0479608839739063,0,0,0.0289969810798543,0,0,0,0,0,0,0,0,0.0254007836572128,0,0,0,0.166651224530222,0,0,0,0,0,0,0.142598126009686,0,0,0,0,0.0409154992354792,0,0,0,0,0,0,0.00534782437943949,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0576456526784698,0.18105136912027,0,0,0,0,0,0,0,0,0,0,0,0.0770426437005796,0,0,0,0,0,0,0.00974704494968336,0,0,0,0.0393819494143499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0917163947641405,0,0,0,0.0698280016507043,0,0,0,0.0158439401159284,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639293084608375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941284300884841,0.238686843958964,0,0,0,0,0,0.157474683004673,0,0.145044459357274,0.0515449863517211,0,0,0,0,0.04941297490769,0,0,0,0,0,0,0,-0.00531328714959115,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238542517274681,0,0,0,0,0,0,0,0,0.135636940911905,0,0,0,0.13806991778732,0,0,0,0.0667338823878751,0,0,0,0,0,0,0,0,0.110064003157618,0,0,0.0409364505582155,0,0,0,0.101360833624214,0,0,-0.00377621464151212,0,0,0,0,0,0,0
X600118.SH,0,0,0.0900421883881386,0,0,0,0,0,0,0,0,0,0,0,0,0.00904468410824236,0.343269409785323,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0652655705787221,0.0753468471233689,0,0,0,0,0,0,0.359668050836267,0,0,0,0,0,0.0115417000708059,0,0.0291204675958282,0,0,0,0,0,0,0.00734487451560061,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0.184926075136682,0,0,0,0,0,0.104895842269743,0,0,0.0725138520216,0,0,0,0,0,0,0,0,0.158239417888608,0,0,0.0522082441005678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0177494529858997,-0.0273827822944272,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231091665538702,0,0.0101923601954759,0,0,0,0,0,0.0472432662742642,0.211899908905286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435443844378624,0.0454395828074145,0,0,0,0,0,0,-0.00499683293780035,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302546123777817,0,0,0,0,0,0,0,0,0,0,0,0.138913734471911,0,0,0.0388921942169777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170187500067767,0,0.0220891595322496,0,0,0,0,0,-0.0373966776452339,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0.0689120567074117,0,0,0.107100442368409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215466761052957,0,0,0,0,0,0,0,0.13226972484994,0.126138067728647,0,0,0,0,0,0.0540594153071624,0,0.0643360902803821,0,0,0.0601343628476397,0,0,-0.00654842792809662,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0.101637795420999,0,0,0,0,0,0,0,0,0,0,0,0.217670084885961,0,0,0,0.247937304289599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183362267124722,0,0,0,0,0,0,0,0.00897266470502653,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.199489853285569,0,0,0,0,0,0,0,0.0268766524590198,0,8.67361737988404e-19,0.100675813877784,0,0.226039096152715,0,0,0,0,0,0,0.0457496619326457,0,0,0.0589969838070688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036825764981049,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0.338913471386418,0,0,0,0,0.026408497904331,0,0.00676355218006055,0,0.0928271928120663,0,0,0,0,0,0,0,0,0,0.0359216219741983,0,0,0,0,0,0,0,0,0,0.0454217205787777,0.030367771881059,0,0.103442754223864,0,0.0274924720197044,0,0,0,0,0,0,0,0,0,-0.0106973888064154,-0.00864782257296084,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105899553844996,0.0724433721994942,0,0,0,0,0,0,0,0,0,0,0.0591373050867619,0,0,0,0.0229674214412238,0,0,0,0,0.142243669112872,0,0,0,0,0,0,0,0,0.074751101813851,0,0.0550461175651855,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.123470886227096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132440992409616,0,0,0,0,0,0,0,0.116890053747849,0,0.172345818449167,0.145714371678208,0,0,0,0,0,0,0,0,0,0,0.0797871286183874,0,0,0,0,0,0,0,0,0.0779645215561069,0,-0.0125949247967459,0.00416254511483202,0,0,0,0,0,0
