,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X600066.SH,X600271.SH,X000568.SZ,X002292.SZ,X600118.SH,X000100.SZ,X002241.SZ,X002236.SZ,X600031.SH,X600372.SH,X600177.SH,X000559.SZ,X002074.SZ,X002506.SZ,X002475.SZ,X300003.SZ,X000157.SZ,X002456.SZ,X000338.SZ,X002007.SZ,X300124.SZ,X000050.SZ,X002085.SZ,X002426.SZ,X002508.SZ,X002294.SZ,X000869.SZ,X002180.SZ,X600867.SH,X600089.SH,X002249.SZ,X000981.SZ,X600498.SH,X601877.SH,X002465.SZ,X600522.SH,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0.369334975144872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347233990558826,0,0,0,0,0,-0.0972163134267728,0,0.0467883471584081,0.185173224886155,0.0105201389535852,0,0,0,0.0555568285619825,0,0,0,0,0,0,0,0,0,0,0,0,0.0528761537223335,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.076846361956541,0,0,0,0.0156140505268193,0.192033863146212,0,0,0.0508791401022524,0,0.0106362872268397,0,-0.0520715016929105,0,0,0,0,0,0.0316145319702193,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0198859039195483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875416359215565,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456352156692963,0,0,0.0640752559468296,0,0.0529323131834589,0,0,0,0,0.145304914555259,0.0657295108653594,0,0,0,0,0,0,0.021076871997705,0,0,0,0,0,0,0,0,0,0,0.00756590116332224,0.0168573762435762,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.214452665129891,0,0,0,0.0518301318298724,0,0,0,0,0.033028947561054,0,0,0.0457867434171058,0,0,0,0,0,0,0,0,0.00701208117302945,0,0,0,0,0,0.111249058255176,0,0,0,0.0169028346180809,0,0,0,0,0,0,0,0,0,0.067746684373935,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.700610742824473,0,0,0,0,0,0,0,0,0,-0.0241494012895992,0.1298079102069,0,0,0,0,-0.018230294582378,0,0,0,0,0.00298952082257482,0,0,0.186462782078103,0,0,0,0,0,-0.0667502167846658,0,0,0,0,0,-0.0756026548927324,0,0,0,0,0,0,0,0,0,0,0.0446068142949371,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0659647942337811,0,0,0,0.105973602664591,0,0,0,0,0,0,0,0,0.0654919794623586,0,0,0.0480530517165616,0,0,0,0,0.0609995886965685,0,0,0,-0.024900187958877,-0.051748021158783,0,0,0,0,-0.0546353248283134,0,0,0,0,0.0662768915950205,0,0,-0.00694443869324184,0,0,-0.00597834932442386,0,0,0,0,0.0289652893582742,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0506769283652377,0,0,0,0,0,0,0,0,0,0.248613261870528,0,0,0,0,0,0.192384964491359,0,0,0,0,0,0.0636006567260007,0,0.00497736209054598,0,0,0,0,0.0341391350170777,0,0,0,0,0,0,0,0,0,0.0731214953711447,0,0,0,-0.0496022027614758,0.0359634977915651,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.017988673122635,0,0,0,0,0,0,0,0,0.16303280238395,0,0,0,0,0,0,0.0185204586459794,0,0.0645135093462528,0,0,0,0,0,0,0,0,0.0524238568032245,0,0,0,0,0,0,0,0,0.140262981950776,0,0,0,0,-0.00721534888593161,0.0822684000015905,0,0,0,0,0,0
X600690.SH,0,0,0,0.11787172814232,0,0,0,0,0,0,0,0,0,0,0,0.0138665164607951,0,0,0,0,0,0,0,0.0383083742357513,0.0227360704719033,0,0,0,0,0,0,0.0522507808744924,0,0.10781694532242,0,0,0.0822766178731443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0484385014332361,0,0,0,0.00715518991870928,0.145774936035833,0,0,0,0,0,0,0.15160410434693,0.0101766384085929,0,0.0762998150600223,0,0,0,0,0.0302936221505529,0,0.00458146346370533,0,0,0,0.0216431589657008,0,0.0288952964292181,0,0,0,0,0.0582358792597795,0,0,0,0,0,0,0.0935854052046735,0,0,0,0,0,0,0,0,0,0,0,0,0,0
