,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002129.SZ,X300014.SZ,X002179.SZ,X002049.SZ,X600703.SH,X600089.SH,X000100.SZ,X600372.SH,X002236.SZ,X600741.SH,X000661.SZ,X000157.SZ,X601877.SH,X000977.SZ,X600584.SH,X002241.SZ,X600522.SH,X000733.SZ,X600702.SH,X002074.SZ,X601799.SH,X000800.SZ,X002180.SZ,X002463.SZ,X002028.SZ,X002007.SZ,X300142.SZ,X600460.SH,X600487.SH,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.413387140884942,0,0,0.0127870708685984,0.0122238646819025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026615245467774,0,0,0,-0.0337427825031868,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791842033889815,0,0,0,0,-0.0260259717437943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0.610367733918457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469643588209662,0,0,0,0,0,-0.0259328533502659,0,0,0,-0.0270729490761315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139385280781329,0,0,0.131250617217622,0,0,0,0,-0.040715374986647,0.0738167787246523,0,0,0,0,0,0
X000568.SZ,0,0.617566648152901,0,0,0.108159111214821,0,0,0,0,0,-0.0397858405903936,0,0,0,0,0.222989081620917,0,0,0,0,0,0,0,-0.0292752140249176,0,0,0,0,0,0,0,0,0,0.00317210640160425,0,0,0,0,0.0759267611561758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.208600286394872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407545155702108,0.0116629178659261,0,0,0,0.379417184259369,0,0,0,0,0,0,0,-0.0864942037808171,0,0,0,-0.0214417525571031,0,0,0,0,-0.0451119846973229,0,0,0,0,0,0.00144393933496981,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,-0.0219388895809033,0,0,0,0,0,-0.125842502874534,0,0,0,0,0.15076032503876,0.0494607226330763,0,0,0,0,0,0,0,0,0,0.0212534604438506,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.300266062577961,0,0,0,0,0,0,0,0,0,0.0691644301237138,0,0,0.0449725896853068,0.0207218438212249,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.143868953277222,0,0,0,-0.0829389101495863,0,0,0,0,0,0,0,-0.341148236237873,0,0,0,-0.131854986721521,0,0.293633956224586,0,0,0.0609438673285466,0,0,0.0411632284838303,0,0,0,0,0,0,-0.0865784922687783,0,0,0,0,0,0,0,-0.014189963050803,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924049173351397,0,0,0,0,0.0159683711948293,0,0,0,0,0.157865996135091,0,0,0,0,0,0,0.137286874554086,0,0,0.0211758001307521,0,0,0,0,0.0644651694273319,0,0,0,0,0,0,0,0.00511212053442108,0,0,0,0,0,0,0
X600690.SH,0,0.160060020843441,0,0,0,0,0,0,0,0.0276897814036288,0,0,0,0,0,0,0,0.0679630206763454,0,0,0.135800995637415,0,0,0,0,0,0,0,0,0,0,0,0,0.0204211866206277,0,0,0,0,0.0176832473626106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174979440738851,0,0,0,0,0,0
X002304.SZ,0,0.237815327163601,0.30460655038712,0.000750553449112391,0,0,0,0.0715064118149869,0,0,0.015688038111421,0,0,0,0,0,0,0,0.0681834149430899,0,0,0,0,0,0,0,0,0,0.0127651546163407,0,0,0,0,0.0193600308639496,0,0,0,0,0.00913160932242317,0,0,0,0,0,0,0,0,0,0,0,0,-0.00305948955491306,0,0,0,0,0,0,0
X000651.SZ,0.176110385400638,0,0,0,0,0.0124941541604268,0.00217587692427048,0.226492553486883,0,0,0,0,0,0,0,0,0,0,0.0712793511381994,0,0.0957354288273956,0,0,0,0,0,0,0,-0.0778809946159337,0,0,0,0,-0.000449997761582775,0,0,0,0,0,0,0,0,0,-0.022875646113693,0,0,0,0,0,0,0,0,0.0331967038853104,0,0,0,0,0,0
