,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X600031.SH,X000568.SZ,X600690.SH,X002475.SZ,X600809.SH,X002304.SZ,X600104.SH,X000725.SZ,X000661.SZ,X000338.SZ,X300014.SZ,X003816.SZ,X300124.SZ,X000100.SZ,X000063.SZ,X600703.SH,X000157.SZ,X000596.SZ,X002241.SZ,X000625.SZ,X002129.SZ,X600741.SH,X601877.SH,X002371.SZ,X002007.SZ,X002179.SZ,X002236.SZ,X300142.SZ,X002049.SZ,X002414.SZ,X600584.SH,X600183.SH,X000800.SZ,X300003.SZ,X601799.SH,X002074.SZ,X300146.SZ,X000066.SZ,X000799.SZ,X600089.SH,X002008.SZ,X000977.SZ,X600177.SH,X002294.SZ,X600707.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.123997396117835,0,0,0,0,0.211769611678212,0,0,0,0.0302117240179609,0,0,0,0,0,0,0,0,0,0,0.078229217736804,0,0,0,0,0,0,-0.111348943246467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141756858288301,0,0,0,0,0,0,0,-0.00635366901519082,-0.0173103997346785,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.344592058352747,0,0,0.126604320801535,0.0401179521940598,0,0,0,0,0.00384038454615032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179758814336604,0,0,0.142408744339125,0,0,0,0,0,0,0,-0.0115565551616299,-0.0102590825775991,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0944293953781414,0,0.050586242183914,0,0,0,0,-6.93889390390723e-18,0,0,0.029089234330472,0,0,0,0,0,0,0,0,0,0,0,0.0623721482613607,0,0.0986298639742191,0.0275238194164237,0.490404917732633,0,0,0,0,0,0,0,0,0,0.0490800122987771,0,0,0,0,-0.074841417310927,0,0,-0.0144718392733706,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.0309530450676738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0902823717263067,0,0,0,0,0,0,0,0,0.173124883441688,0,0,0,0,0,0,0,0,0.0698556006451329,0,-0.145979499333967,0,0,0,0,0,0,0.0766855872906592,-0.00392031453265735,0,-0.000444127090731414,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.12816713264551,0.0940990184338409,0,0.00830910946244067,0,0,0,0,0,0,0,0.0941007172939466,0,0,0,0.0141393087613817,0,-0.0156248645850847,0,0,0,0.0458457336800602,0,0,0,0,0,0,0,0,0,0,0,0,0.0459000329880666,0,0,0,0,0,0,0,-0.0814430911500165,0,0,0.00641204163597235,0,0,0,0,0,0,0
X600031.SH,0,0,0.108176215985004,0,0,0,0,0,0,0.246130425176499,0,0,0,0,0,0,0,0,0.0362775136328175,0,0.156350472236984,0,0,0,0,0.0479259447666086,0,0,0,0,0,0,0,0.0844951479363782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197906887183528,0,0,0,0,0,0,0
X000568.SZ,0,0.696724602822873,0.015777279008965,0,0,0,0,0,0,3.05727570052346e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30408922137401,0,0,-0.0700843916315776,0,0,0,0,0,-0.030708724958748,0,0,0,0,0,0
X600690.SH,0,0,0.199862393176557,0,0,0,0,0,0,0.316961971363739,0,0,0,0.0556353237902915,0,0,0,0,0,0,0,0,0,0,0,0,0.0800544416759059,0,0,0,0.0116860783083337,0,-0.00509566649783573,0,0,0,0,0,0,0,0,0,0,0.0659365956972624,0,0,0,0,0,-0.040693490314564,0,0,0.00907393848783528,0,0,0,0,0,0
X002475.SZ,0,0,0.0438849943138051,0.357859651045001,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0153066717220183,0,0.357802552292463,0,0,0,0,0,0.00958318819428155,-0.0230660960533017,0,0,0,0,0,0.129993858956301,0,0,0.0256425091883436,0,0,0,0,0,0,0,0,0,0,0,-0.00315116047095392,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.160477163709231,0,0,0,0,0,0,0,0,0,0.0191759946625029,0,0,0,0,0,0.0896554035660583,0.100535574724046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169351624392025,0,-0.00344238558791941,0,0.190993713630871,0,0,0,0,0,0,0,-0.0301582511965768,-0.0579720247511521,0,0,0,0,0,0
