,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600276.SH,X600031.SH,X600690.SH,X000100.SZ,X000338.SZ,X000157.SZ,X600372.SH,X600741.SH,X600089.SH,X600703.SH,X002129.SZ,X002241.SZ,X600271.SH,X600177.SH,X600066.SH,X600582.SH,X600118.SH,X002236.SZ,X601877.SH,X000800.SZ,X000581.SZ,X000550.SZ,X000568.SZ,X000559.SZ,X600060.SH,X000623.SZ,X600839.SH,X002294.SZ,X000977.SZ,X002475.SZ,X300124.SZ,X300146.SZ,X000050.SZ,X000869.SZ,X002292.SZ,X002007.SZ,X000400.SZ,X002008.SZ,X002465.SZ,X600166.SH,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.129807215413303,0,0,0,0,0,0.165194293711749,0,-1.73472347597681e-18,0,0,0,0,0,0.02980943059325,0.060853319306693,0,0,0,0,0.0169237728849521,0.0946890128428835,0,0,0.0796304778339901,0,0,0,0,0.0293446355848369,0,-0.0257996821476978,0.00427527371629606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013547016665388,0,0,0,0,0,0
X600519.SH,0,0,0.174592593994356,0,0,0,0.166568727994786,0,0,0.0598425226667597,0,8.67361737988404e-19,0,0.0722697772309109,0,0.0170411057331122,-0.00403884447582031,0,0,0,0,0,-0.033532296501089,0,0,0.0881238861264631,-0.0273173038416358,0,0,0.0953600235966214,0,0,0,0,0.0446603234794966,0,0,0,0,0,-0.0567853794765379,0,0,-0.0275933008516901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663615411536432,0,0,0,0.101307765704164,0,0,0,0,0,0.170433383310006,0,0,0,0.225333422851453,0,0,0,0,0,0,0,0.0679764005187408,0,0.116305738560355,0,0.0164554375105574,0,0.153232377818455,0,-0.0194150947303647,0,0,0,0,0,0,0
X000651.SZ,0,0.069383235333373,0,0,0,0,0.0759237819373244,0,0.0374062751021676,0,0,0.0442175947544434,0,0.104991149446936,0,0,0,0,0,0.0197541944591968,0,0,0,0,0,0,0,0,0,0,0.104355258316554,0,0,0,0.0887907155736601,0,0,0,0,0,0,0,0,0,0,0.0729583348090827,0,0,0,0,0,0.00643219973804135,-0.0235880925605624,0,0,0,0,0,0
X002415.SZ,0,0,0.0182860678391449,0,0,0,0,0,0,0,0,0,0.0157830994538741,0.144989111697956,0,0,0,0.0784446052727364,0,0,0,0,0,0,0,0,0.150024716550831,0.0487063440095699,0,0,0.105981023096953,0,0,0,0.0155667164363597,0,0,0,0,0,0,0,0,0,0,0.0265772280909286,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.174752317457422,0,0,0,0.0500329056458378,0,0.033660199280412,0,0,0,0,0,0.198243682362201,0,0,0.0657464190149584,0,0,0,0,-0.014862930026389,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0635398340988757,-0.0259770033417204,0,0,0,-0.00986952533184677,0,0,0,0,0,0,0.0106019146516991,-0.0255852974810651,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.309170637904587,0.0613478813310345,0,0,0.0360446670059098,0,0,0,0,0,0,0,0,0,-0.0100509772157651,0.0563778283781095,0,0,0,0.0460072790343837,0.174250929446821,-0.139504768401038,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165987770546377,-0.0308514262764252,0,0,0,0,0,0
X000858.SZ,0,0,0.0170105541015649,0,0,0,0.105345637484597,0,0,0,0,0,0,0,0,0,0,0.0543131100871972,0,0,0,0,0.0396892249943758,0.0144906576046824,0,0,0.0156708206480956,0,0,0,0,0.171750236606885,0,0,0.0616658758624971,0.165328861698837,0,-0.00286996952135564,0,0,0,0.0211993209655049,0.0748316776065002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0197662312039788,0,0,0,0.168128233359538,0,0.0847885194478059,0,0,0,0,0.102659643725235,0,0.0205994380812354,0,0,0,0,0,0,0.0345791057642401,0,0,0,0,0,0,0.0139375001315467,0.0725543756714895,0.0174613751958469,0,0,0,0,0,0,0,0,0,0.012054156803733,0,0,0,0.0898577897718452,0,0,-0.0153136679983276,0,0,0,0,0,0
X600276.SH,0,0.0682872700182177,0,0,0,0,0,0,0,0,0,0.0185841435243806,0.0510037089298158,0,0,0,0,0,0,0,0,0,0,0.108389344141,0,0,0,-0.0217164243443907,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0371062978247593,0.0482849946842403,0,0,0,0,0,0,0,0,0.022156589585118,0.00124108286117405,0,0,0,0,0,0
X600031.SH,0.0669917562383439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502157584126929,0,0,0.0466592801417097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149637743732749,0,0,0,0,0,0.0552650295508828,0,0,0,0,0,-0.0266506825726874,0,0,0,0,0,0,0
X600690.SH,0,0,0.0102754916135271,0,0.187254300145371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0673458404783857,0,0,0,0,0,0,0.10481025481137,0,0,0,0.068829807876995,0.0763644557474057,0.148716597996726,0,0,0.113680388771269,0,0,-0.01019305852754,0,0,0,0,0,0,0,0,0,-0.0312431006239789,0,0,0,0,0,0,0
X000100.SZ,0,0,0.0685920187827479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.00342917242495637,0,0,0,0,0,0.147190500031875,0,0,0.244309196672046,0,0.0616816253980067,0,0,0,0,0,0,0,-0.0218079669452534,0,0,0,0,0,0.0779356218138681,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0.0903209652369841,0,0,0,0,0,0,0,0,0,0,0.216200297206247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133358300530487,0,0,0,0,0,0,-1.6940658945086e-21,0,0.0905505126321539,0,8.67361737988404e-19,0,0.0550270908993067,0,0,0,-0.0169156815455957,0.00127425423980949,0,0,0,0,0,0
X000157.SZ,0,0,0.0539408856797872,0,0,0,0,0,0,0,0.463608485135088,0,0,0.051224609677261,0,0,0,0.0632353485643104,0,0,0,0,0,0,0,0.00231979395008731,0,0,0,0,0,0.0145181327129249,0.0103354182353613,0.074707574517708,0,0,0,0,0,0,0,0.116169109820809,0,0,0,0,0,0,0,0,0,-0.00535219742264592,0,0,0,0,0,0,0
X600372.SH,0.0598704799010312,0,0.0334972194035258,0,0,0,0,0,0,0,0,0.00377277618005372,0.0658354556061345,0,0,0,0,0,0,0,0,0,0.0460909715265879,0,0,0.409688082491813,0,0.0126651425414689,0,0,0,0,0,0,0,0,0.0797527672285516,0,0,0,0,0,0,0,0.020765481915123,0,0,0,0,0.00608806457159878,0,0,-0.005917866997746,0,0,0,0,0,0
X600741.SH,0,0,0,0,0.0607587624959708,0,0,0,0.0500445452456586,0,0.0341450535787798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11946390461171,0,0,0,0,0,0,0,0,0,0,0,0.0201377005257645,-0.0306196593599929,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0.0408237524508299,0,0.293790644897942,0,0,0,0,0,0,0,0,0,0.0318063377105929,5.42101086242752e-20,0,0,0,0.0579419280225556,0,0,0,0,0,0,0,-0.0615685828080376,0,0,0,0,0,0,0,0,0,0,0,0.27012400848403,0,0,0,0,0,-0.00417287606626475,0.0096565556166142,0,0,0,0,0,0
X600703.SH,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0393946778851662,0,0,0,0,0,0,0.0313510174437266,0,0,0,0,0,0,0.0100888182056827,0,0,0,0,0,0,0,0,0.0790079588887181,0,0.133306006304755,0,0,0.144704817127897,0,0.0264860146939143,0,0,0,0.0872617623258157,0,0.0369337176051976,0,0,0,0,0.00595637257513698,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0.112217390649704,0,0,0,0,0,0,0,0,0,0,0,0.0327453043819426,-2.16840434497101e-19,0,0,0.0264938107418332,-0.140681494842316,0,0,0,0,0,0,0,0,0,0,0.0849196634042931,0.147071991638436,0,0,0,0,0,0.0437991386534007,0,0,0,0,0,0.148588059237578,0,0,0,0,0,-0.0312995783832845,0,0,0,0,0,0,0
