,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X000568.SZ,X002475.SZ,X600741.SH,X601877.SH,X600703.SH,X600271.SH,X000100.SZ,X300003.SZ,X002236.SZ,X300124.SZ,X000625.SZ,X600498.SH,X600487.SH,X002008.SZ,X600809.SH,X000661.SZ,X002007.SZ,X300142.SZ,X000157.SZ,X002179.SZ,X600066.SH,X600089.SH,X600177.SH,X000596.SZ,X002506.SZ,X600867.SH,X600522.SH,X300146.SZ,X002180.SZ,X002456.SZ,X600566.SH,X600372.SH,X002241.SZ,X600699.SH,X600118.SH,X002294.SZ,X600183.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.401924215988016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330369361760474,0,0,0,0,0,0,0,0,0,0,0.477671130660586,0,0,0,0.00476333155982807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0.0137049448984035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126851769558115,0.0936141699036244,0,0,0.0622400960979825,0,0,0.0217417018344843,0,0,0,0,0,0,0,0,0,0,-0.0463433252958608,0,0,0,0,0.125801686824755,0,0,0,0,0,0,0.192730369498112,0,-0.0160813359614988,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738065955239331,0,0,0,0,0.0517094209672756,0,0,0,-0.0470394088183492,0,0,0,0,0,0,0,0,0,0,-0.000839042737546126,0,0,0,0,0,0,0.140985788567619,0,0,0,-0.0150197501266217,6.62907709288454e-05,0,0,0,0,0,0
X000651.SZ,0.261099038341122,0,0.0103086326852534,0,0.02877492120331,0,0.0147164543456438,0,0,0,0,0,0,0,0.037878136262898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169386804317391,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.206115890548618,0,0,0,0,0,0.337348091205661,0,0,0,0,0,0,0.0391957042349058,0,0,0,0,0,0.0130772187771703,0.0193213909205027,0,0,0.016446273224175,0,0,0.103070456234285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116019367735749,0.0300844178455436,0,0,0,0,0,0
X600276.SH,0.0172674609689763,0,0.179153997526203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377344463728163,0,0,0,0,0,0,0.0562899816094654,0.0813531786194761,0,0.0253087495141184,0,0,0,0,0,0,0,0.0601821285386185,0,0,0,0,0,0,0,0,0,0.0766717052871466,0,0,0,0.00499275149574309,0.0388452638091089,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.54050387149481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453656697702212,0,0,-0.0226856337507144,0,0,0,0,0,0.434543208635397,0,0,0,0.00805954149201536,0,0,0,0,0,0,0,0,0,0,0,0.00191741744773791,0.0185861488423545,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.221810130641913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00570848356993654,0,0.0603754127087551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160923345411773,0.0733153398755128,0,0,0,0.0517178488193163,0,0,0,0,-0.00901101745064839,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.260064545023121,0,0,0,0,0,0,0,0,0,0,0,0,0.00512521194326176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332505709927667,0,0.258194025055803,0,-0.0132753279108232,-0.0185038632327971,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00859264642817175,0,0,0,0,0,0,0,0,0,0.548932013631239,0.08574669116678,0,0,0,0,0.0332606728340649,0,0,0,0,0,0,0,0,0,0,0,0.0441146043289097,0,0,0,0,0,0,0,0.153479158350662,0,-0.00666257509676352,0,0,0,0,0,0,0
X600031.SH,0,0,0.177492546267299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00739366333910359,0,0,0,0,0,0,0.0248254366662759,0,0.0737778782214619,0.0299866544054239,0.0865056903169119,0,0,0,0,0.0858384198177225,0,0,0,0,0,0,0.0732783664775757,0,0,0,0,0,0,0,0,-0.00663393286577595,0,0,0,0,0,0,0
X000338.SZ,0,0.00859617015566454,0,0,0,0,0,0.119406629464188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837720292494517,0,0,0.0707706046829362,0.00232823054516878,0,0,0,0,0,0,0,0,0,0,0.0237104935166135,0,0,0,0,0,0,0,0.125557033222432,0,0,0,0,0,0,0,0,0
X000568.SZ,0.0568526492564629,0,0,0,0,0.0804620962969429,0.149720769723009,0,0,0,0,0,0,0.00747174650840348,0,0.0395754505095003,0,0,0,0,0,0,0,0,0,0,0.418177160188018,0,0.0513303350097133,0,0,0,0,0,0,0,0,0.0774859927999404,0,0.0963134152290838,0,0,0,0,0,0,0,0,0,0,0,-0.018700871248654,0.0316547036713229,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0854435030417667,0,0,0,0,0.0202673969353477,0,0,0,0,0,0,0,0,0,0.00991083193907794,0,0,0,0,0,0,0,0,0,-0.0467831023619774,0,0,0,0.801527482715913,0,0,0,0,0,0,0,0,0,-0.0345533303781759,0.0744228798098652,0,0,0,-0.128003746338146,0,0
X600741.SH,0,0,0,0,0.0330956692960328,0,0,0,0,2.16840434497101e-19,0,0,0,0.0577019933892314,0,0,0,0,0,0,0,0,0,0,0,0,0.146068610506268,0,0,0.0276387614359849,0,0,0.224816264606515,0,0,0.00522025752779903,0,0.0576996673575068,0,0,0,0.117778681950587,0,0,0,0,0,0,0.00740215590410736,0.0801441930522588,0,0.00377970867047883,0,0,0,0,0,0,0
X601877.SH,0,0.0258366746021277,0,0,0,0,0,0,0,0.054136248095815,0,0,0,0,0,0,0,0,0,0,0.0903164853183967,0,0,0,0,0,0,0,0,0.0978559646335876,0,0,0,0,0,0,0,0.0215011481573792,0,0,0,0,0,0,0,0,0,0,0,0.0792802960944203,0,0.00415435239121787,1.73472347597681e-18,0,0,0,0,0,0
