,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002475.SZ,X002304.SZ,X600690.SH,X600276.SH,X300014.SZ,X600104.SH,X000651.SZ,X002129.SZ,X300124.SZ,X000625.SZ,X002371.SZ,X000725.SZ,X003816.SZ,X002049.SZ,X600031.SH,X000596.SZ,X002241.SZ,X000063.SZ,X600703.SH,X600089.SH,X000338.SZ,X002179.SZ,X600522.SH,X601877.SH,X000661.SZ,X300142.SZ,X002180.SZ,X002074.SZ,X600741.SH,X000733.SZ,X000100.SZ,X600884.SH,X600460.SH,X600702.SH,X000157.SZ,X002414.SZ,X000799.SZ,X002236.SZ,X600584.SH,X601799.SH,X600563.SH,X002176.SZ,X600487.SH,X000800.SZ,X600418.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.296903143614182,0,0,0,0,0,0,0,0,0,0,-0.0350258794342203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267742996102365,0,0,0.0579907677716247,0,0,0.0413334277631127,0,0,0,0,0,0,0.0266365669474615,0,0,0,-0.0132545209527744,0,0,0,0.00117968461953252,0,0,0,-6.58138211588726e-05,0,0
X000858.SZ,0,0,0.228968476071856,0,0,0,0.136378460587706,0.0755548874759564,0,0,0,0,0,0,0,0.0361564962824583,0,0,0.0688090322327279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190248430450748,0,-0.0480455633176986,0,0,0,-0.0180196041579309,0,0,0,0,-0.0109464282142745,0,0.025587441447256,0.0153887107245473,0,0,0,0,0,0
X600809.SH,0,0,0,0.385162823882309,0,0,0,0,0,0,0,0,0,0,-0.0974525077827403,0.0756138606411557,0,0,0,0,0,0,0,0,-0.041717712073749,0,0,-0.0402125033973174,0,0,0,0,0.104333712952681,0,0,0,0,0.0179152780150154,0.125148169117297,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,-0.00964104931072098,0,0,0,0,0,0
X000568.SZ,0,0,0.210160248277709,0,0,0.0281783914831977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243004251827634,0,0,0,0,0,0.0138237153113515,0,0,0,0,0,0,0,0,0.344230268190246,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,-0.0127984358426615,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0887191625868159,-0.0492713554568137,0,0,0,0,0,-0.0447396738255289,0,0,0,0,0,0,0,0.022378046857309,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.562463456386355,0,-0.0164561476042059,0,0,-0.0302088097499206,0,0,0,0,0.053628166779191,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11016690988399,0,0,0,0,0,0,0.326363584236277,0,0,0,0,0,0,0,0,0,0,-0.0704075233644188,0,0,0,0,0.118288601182495,0,0,0.0201545373112345,0,0,0,0.0566097817472178,0.13716537379335,0,0,0,0.0254135505112364,0,-0.171022762698953,-0.003511166736236,0,0,0,-0.0194962948003253,0,0
X002304.SZ,0,0.18132932329399,0,0,0,0.0569155557814156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127662763405211,-0.0347828595054311,0,0,0,0,0,0,0.17799821858735,0,0,0,0,0,0,0.215597473683187,0,0,0,0,0,0,0,0,0,-0.0195095674342457,0.0394550999087665,0,0,0.0234875467832419,0,0,0,-0.0188087569178587,0,0
X600690.SH,0,0,0,0,0,0.0178291125964632,0,0,0,0,0,0.562303917554207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0488943992233031,0,0,0,0,0,0,0.0847996423702239,0,0,0,0,0,0,0,0,0,0,0.00920710245638114,-0.00268661934007037,0,0,0,-0.0214516688597151,-0.0684182570147906,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0402370614596774,0.0397020144287224,0,0,0,0.172355754070021,0,0,0,0,0,0.147070373802924,0.240983721789914,0.077070822559049,-0.111990515670845,0,0,0.168636432918345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179637255891802,0,0,0,0.0125635936626364,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0993544253529134,0,0,0,0,0,0,0.0611958696380306,0,0,0,0,0,0.183317161744051,0.0525326261161902,0,0.145888479502742,0,0.225200525823659,0,0,0,0,0,0.0342310372626899,0,0.0284262469398247,0,0,0,0.145335030281034,0.0115926369094408,0,0,0,0.0521920677253483,0,0,0,0,0,0,0,0,0
