,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000063.SZ,X600372.SH,X600690.SH,X600031.SH,X002241.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600741.SH,X600089.SH,X002236.SZ,X000100.SZ,X000581.SZ,X000050.SZ,X600118.SH,X002475.SZ,X000559.SZ,X601877.SH,X000550.SZ,X002129.SZ,X000568.SZ,X600066.SH,X002456.SZ,X600271.SH,X002294.SZ,X002292.SZ,X600435.SH,X300124.SZ,X300003.SZ,X002038.SZ,X000400.SZ,X000800.SZ,X000869.SZ,X600566.SH,X600839.SH,X002049.SZ,X000977.SZ,X000623.SZ,X002008.SZ,X002007.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0.184133107262738,0.110830267677315,0,0,0,0,0.0140735724104158,0,0,0,0,0,0,0.288495396938742,0,0,0,0,0,0,0,0.0509324713252048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435798003083232,0,0,0,0,0,0,0,0,0,0,0.012004316303993,0,0,0,0,0,0,0
X600519.SH,0.122788644262664,0,0,0,0.115633195626674,0,0.197928640790413,0.183510681622226,0,0,0,0,0,0,0,0,0,0,0,-0.062453706491454,0,0,0.00732407561624975,0,0,0,0,0,-0.0302382979308552,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.0259114565470104,0,0,0,0,0,0,0,-0.0092605953548503,0.00612398496428954,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134918627974388,0,0,0,0,0,0,0.0223282924782247,0,0,0,0,0,0,0,0.0191244120371723,0.0589272386798462,0,0,0,0,0,0,0,0.00707143086879291,0,0,0,0,0,0,0.0447404870338662,-0.033222046459623,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.136904793550407,0,0,0,0,0.206391920178603,0,0,0,0,0,0.0590752597962759,0,-0.013633257956845,0.0133875150788233,0,0,0,0,-0.0590330442904012,0,0,0,0.0781615133158152,0,0,0,0,0,0,0,0,0,0,0,0.0782250536576621,0,0,0,0,0,-0.00586697990792226,0,0,0,0,0.00928951784267451,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0370937817750357,0,0,0,0,0,0,0,0,0.366172112410701,0,0,0.0393842898834854,0,0,0.0632075757225653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0751259647424333,0,0,0,0,0,0,-0.0163649785187915,0.0301017466961139,0,0,0,0,0,0
X000625.SZ,0.128253951233563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205110789567374,0,0,0,0,0,0.0818208872975179,0,0.00284194087897189,0,0,0,0,0,0.0637042406486789,0,0,0,0,0,0,0,0.122538894777938,0.0782266714568013,0,0,0,0,0.00390219123659396,0,0.0439871049768917,0,0,0,-0.00199686367959772,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.396851836367302,0,0,0,0,0,0,0,0,0,0.167262886587243,0,0,0,0,-0.0934184692846797,0,0,0,0,0,0,0.14750891037747,0,0,0,0,0.108054672271068,0,0,0,0,0,0,0,-0.0137373136694775,0,0,0,0,0,0,0,0,-0.00618128020512198,0.00442960345781217,0,0,0,0,0,0
X000858.SZ,0.0655979577191176,0,0,0,0,0.0517793863296291,0,0,0,0,0,0,0,0,0,0,0,0.0772786980745018,0,0,0,0,-0.0393202757680448,0,-0.102477033141286,0,-0.0406387270359979,0,0,0.0906664739206896,0,0,0,0,0,0,0.0114471271107884,0.0144052794722933,0,0,0,0.319424253977125,0,0,0.0373715523608419,0,0,0,0,0,0,0.0210514051827058,-0.0357491971700783,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0219605201905803,0,0,0,0,0,0,0,0,0.0511319294875245,0,0,0,0,0.0746692527524945,0.12681915205895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017238844680627,0,0,-0.0951179566770616,0,0,0,-0.0614170954830234,0.0426302046301375,0,0,0.0309813058074724,-0.0247559166012966,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0154009567356151,0.0167842452363456,0,0,0,0.00640706441786268,0,0,0,0,0,0,0,0,0.00634484890628995,0,0,0,0,0,0,0.0643287076743619,0,0.032289678431433,0,0,0.0682466045575678,0,0,0,0,0,0.160171602134437,0,0,0,0.0918954566655443,0,0,0.0720912447163941,0,0,0,0,0,0,0,0.0092529853992139,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0483943258191764,0,0,0,0.522607082710883,0,0.153626747959061,0,0,0.0605925971308072,0,0,0,0.31955401523471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218927598369455,0,0,0,0,0,0,0
X600690.SH,0.249802059547306,0,0,0.0608453940479219,0,0,0,0,0,0,0.0301807700130929,0,0,0,0,0,0,0,0,0,0,0,0,0.0454054951851744,-0.0572671693946208,-0.0144972819831108,0,-0.0555464015761131,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.114612276831396,0,-0.0469630596211662,0.0648666678287757,0,0,0,0,0,0,0,0.0143191234317656,0.0251339115462473,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0714065626684786,0,0,0,0,0.0448264090443201,0.164349698490174,0,0,0,0.0101904252870378,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280380831541579,0,0.00985186940312344,0,0,0,0,0.117831209453124,0,0,0,0,0,0,0,0.0103979797847339,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288287894027496,0,0,0,0,0.0970979014814496,0,0,0,0,0,0,0.0676464362351306,0,0,0,0.122610438298232,0.0679638970123289,0,0,0,0,0,0.114381692234924,0.1010015660258,0,0,0,0.186273811237737,0,0,0,-0.0361996123773308,0.0286442128798045,0,0,0,0,0,0
