,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X600031.SH,X002475.SZ,X000568.SZ,X600690.SH,X002304.SZ,X600809.SH,X600104.SH,X000725.SZ,X000661.SZ,X000338.SZ,X300124.SZ,X000063.SZ,X003816.SZ,X300014.SZ,X600703.SH,X000100.SZ,X002241.SZ,X000157.SZ,X000596.SZ,X000625.SZ,X002371.SZ,X002129.SZ,X600741.SH,X601877.SH,X002007.SZ,X002179.SZ,X002236.SZ,X300142.SZ,X002049.SZ,X600584.SH,X600183.SH,X002414.SZ,X000800.SZ,X300003.SZ,X601799.SH,X000066.SZ,X000977.SZ,X300146.SZ,X002008.SZ,X002074.SZ,X000799.SZ,X600089.SH,X000050.SZ,X600066.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.110362647884724,0,0,0,0,0,0.236039442622449,0,0.0231722252905019,0,0,0,0,0,0,0,0,0,0,0,0,0.0654611153365576,0,0,-0.101886659569593,-0.00668045193778473,0,0,0,0,0.0215288683726496,0,0,0,0,0,0,0.00569138287808848,0,0,0,0,0,0,0,0,0,0,0,0,-0.00799573659086439,-0.0179436965911963,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.389425804043946,0,0.0332726972774206,0.0913935894596016,0,0,0,0,0,0,0,0,0,0,0,0.00893729745078509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118350151884082,0,0,0,0,0,-0.024454770546684,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0809841893782113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310993200863241,0,0,0,-1.0842021724855e-19,0.438385137813679,0,0,0,0,0,0,0,0,0,0,0,0,0.0210137638468572,0,0,0,0,0,0,-0.0110714556637635,0,0,0,0,-0.0436549727106523,0,0
X600276.SH,0,0,0.0674850917329618,0,0,0,0,-3.46944695195361e-18,0,0,0.0230641281764316,0,0,0,0,0,0,0,0,0,0,0,0.0602540596517075,0.0198188411993582,0,0,0,0,0,0,0.167252741545545,0,0.0113919157650574,0,0,0,0,0,0,0.0813667410139449,0,0,-0.125833824109743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0968128495274846,0,0,0.0171047958161169,0,0,0,0,0,0,0,-0.0740942038760466,0.0322461419057342,0,-0.0572125984613714,0.138306105861491,0,0,0,0.0296699435429076,0,0.134340116453139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427757407207752,0,0,0,0,0,-3.46944695195361e-18,0.00271221670492818,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.16017650056287,0,0,0,0,0,0,0,0,0,0,0,0.0579781686145069,0,0.0667404536811414,0,0,0,0,0,0,0,0,0,0,0.126818338678155,0,0,0,0,0,0,0,0,0,0,0.0506476551717619,0,0,0,0,0,0,-0.0292019887652565,0,0,0,0,0,0,0
X002475.SZ,0,0,0.0408471095311164,0.320780245758082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255857779788846,0.0388978044829313,0,0,0,0,0,0,0.0502246824433148,0,0,0,0,0,0.168861310310013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00524175454688896,0,0,0,0,-0.0148154177913268,0,0
X000568.SZ,0,0.499014608090809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046232746864825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043467342242865,0,0,0.336039540656735,0,0,0,0,0,0,-0.0274633501602357,0,0,0,0,0,0
X600690.SH,0,0,0.196912576714651,0,0,0,0,0,0,0,0.307170570337518,0,0,0.110037450770777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262318782428777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715325681912181,0,0,0,0,0,0,0.0137934274049342,0,0,0,0,0,0
X002304.SZ,0,0.0584644792374553,0,0,0,0,0,0.14012755109906,0,0,0.0561753881806564,0,0,0,0,0.0821637686860259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00346831564321569,0,0,0,0,0,0,0,0.124523271801179,0,0,0,0,0,0,0,0,0,0,0,-0.0508550398960764,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.253074076053803,0,0,0,0,0,0,0,0,0,0,0,0,0.0426649591396794,0,0,0,0.0318976554582631,0.121203852242916,0,0,0,0,0,0,0,0,0.0214565356441175,0,0,0,0,0,0,0.116267694691107,0,0,-0.0101401074946681,0,0,0.175663026900998,0,0,0,0,0,-0.0273809450193634,-0.0622351658959877,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303932505921032,0,0,0,0.0580297423988857,-0.0274490407339216,0,0,0,0,-0.099927250720094,0,0.0532375961266065,0,0,0,0,0.228961539704534,0,0,-0.0262752450250357,0,0,0,0.296009469243014,-0.0449310767981014,0,0,0.0438217505010195,0,0,0,0.0162015660328647,0,0,0,-0.116286920592249,0,0
X000725.SZ,0,0,0.0404446471790113,0,0,0,0.130179143534851,0,0,0,0,0,0,0,0,0,0,0,0,0.174262341213762,0.22225050191722,0.00216763633027611,0,0,0,0,0.0832007659967896,0,0,0,0,0.0392685941477005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110415632341793,0,0,0,0,0,0,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141375827543598,0,0,0,0.0402789055603161,0,0,0,0,0,0,0,0.0616855529025788,0.0834207542488484,0,0,0,0,0,0,0,0,0,0,0.0279539595580483,0.0175711744427297,0.0824829427087829,0.0113122133899291,0.0692951708887606,0,0,0,0,-0.0360927752478047,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151393762033731,0,0.0560083949913872,0,0.0419381640493193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10188796898046,0,0,0,0,0,0,0,-0.00307677551077871,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.133006045541174,0,0,0,0,0,0.0754033973323695,0,0,0,0,0,0,0.216806393694486,0,0,0,0,0,0,0,0.218623158050551,0,0,0,0,0,0.0144000370441375,0,0.0123016606945961,0,0,0,0,0,0.0895541981547484,0,0,0.105594960905736,0,0,0,0,0,0,0,-0.0652849113568548,-1.73472347597681e-18,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.00951299737688185,0,0,0.0204550481919392,0,0,0,0.0478259076018551,0.0300448741802859,0,0,0,0,0,0,0,0.0695837344714503,0,0,0,0,0,0,0,0,0,0,0.0343753144732602,0,0.112486257954806,0,0,0,0,0,0.239115864668912,0,0.0677347425135601,0,-0.0718062493710082,0,0,0,0,0,0,0,0.0148989785923316,0,0,0,-0.0261715533114549,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479972815935261,0.0102196951495118,0,0,0,0,-0.0276922157462992,0,0,0,0,0,0,0,0,0,0.0117852784099507,0.0117036542201781,0,5.42101086242752e-20,0,0.0166744659646669,0,0,-0.0460660248945264,0,0,0,0,0,0,0,0,0.0488288356809426,0,0.03406147353095,0,0.0113629703805337,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0.155589881121461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454539509225376,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155461170621563,0,0.289741492880635,0,0,0,0,0,0,0,0,0,0.0206144802352527,0,0
X600703.SH,0,0,0.0336379141810452,0,0,0,0.035145195833257,0,0,0,0,0,0.0928132769415971,0,0.0388362092913982,0,0,0,0,0,0.201385022244838,0,0.0706105123952422,0,0,0,0,0,0,0.0751364544225609,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.314806236850212,0,0,-0.0444647688039266,0,0,0,0,-0.0123343127954423,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.363191490908509,0,0,0,0,0,0,0.357354724446864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157267886662857,0.254222163436392,0,0,0,-0.0102532164016491,0,0,0,0,0.00256052278465147,0,0
X002241.SZ,0,0,0.0684907100842411,0,0,0,0.251692445942905,0,0,0,0.0397875551465183,0,0.12624848231313,0,0,0,0,0,0,0,0,0,0,0,0,0.201740091464696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771163711159952,0,0,0,0,-0.131209559198006,-0.00776563401443221,0.0149334680778333,0,0,0,-0.0535773996610741,0,0
X000157.SZ,0,0,0,0,0,0.176856718110509,0,0,0,0,0,0,0,0.354341294350225,0.0232510478261969,0,0,0,0.0164380558303451,0.287368194910925,0,0,0,0,0,0,0.166093071686342,0,0,0,0,0,0,0.250247214620771,-0.179772151477553,0,0,0,0,0,0,0,0.0144312405754875,0,0,0,0,0,0,0,0,0,-0.0158591898131364,0,0,0,0.0949888063939373,0,0
X000596.SZ,0,0,0,0.0244451250244904,0,0,0,0.0338875398344984,0,0,0.124191572652875,0,0,0,0,0,0,0,0.127587780374497,0,0,0,0,0,0,0,0.0492426570204841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15556432782745,0.0319205758206708,0,0,0,0,0,-0.0324147487504603,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,-0.139136843232817,0,0,0,0,0,0,0,0,0,0,0,0.093910131247227,0,0.310916263396838,0,0,0,0,0,0,-0.0282169953662647,0,0,0,0.0736649449181788,0,-0.0535831607805222,0,0,0,0,0.0317334483631349,0,0,0.0419875245747355,0,0,0,0,0,0,0,0,0,0,0,0,0.0849543608644233,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203786120937314,0.0135173283335669,0,0,0.088387761391043,0,0,0,0,0,0,0,0,0,0.237902981024583,0,0,0,0,0.357545869160184,0,0,0,0,0,0,0,0,-0.0560872310278879,0,0,-0.00670937049970472,0,0,0,0,0,-0.00771733708102026,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845540732786527,0,0.120623338001962,0,0,0,0.0939226823566351,0,0,0,0.0602025327646053,0,0,0.000618613743441343,0,0.0739579186767322,0,0,0,0,0,0,0,0,0,0,0,0,0.40170308246264,0,0,0,-0.0361473330870982,0,0.0184866266995738,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117886844734138,0,0.137005999399718,-0.0161029904162157,0,0,0,0,0,0,0,0,0,0,-0.0481796998771796,0,0,0,0,0,0,-0.119774953465281,0,-0.0342037558927673,0,0,0,0.163146378225453,0,0,0,0,0,0,-0.0147372735489191,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0751958690706728,0,0.110583278147061,0,0.167376917363981,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119498612169237,0.0103716493900128,0,0,0.0888719203306754,0,0,0,0,0,0,0,0,0,0,0.192089441618218,0,0.108213433636318,0,0,0,0,0,0.022208265867938,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00808583253085139,0,0,0.113919525643786,0.0149048827760467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059089545004474,0,-0.124521188394262,0,0,0.0248941228285759,0,0.0988901750658013,0,0,0,0,0,0,-0.0354714185859174,0,0,0,0,0,0
X002179.SZ,0,0,0,0.163541993046433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152548417457223,0,0,0,0.0785195235711368,0,0.0358981321304633,0.0763669049368927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102653809970452,0,0,0.0506939745545573,0,0,0,-0.0309161944662505,0,0,0,0,0,0
X002236.SZ,0,0,0.160472102726413,0,0,0,0,0,0,0.12588856026924,0.0959873819118441,0,0,0,0,0,0,0,0.0772076403809627,0,0.171234832827583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105848320162566,0,0,0,0,0,0.0784593947210362,0,0,0,0,0,0,0,0.0410680778278462,0,0,0,-0.126927503492198,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315855340900199,0,0,0.152594862840441,0,0,0,-0.210204601383405,0.122009078564117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884508810185454,0.122196831955959,0,0,0,0,0,0.00388810800615993,-0.0160170560820367,0,0,0,0,0,0.00755681176112856,0.0309282090256842,0,0,0,0.252947023494644,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.184537938989215,0,0,0,0,0,0,0.0232647740582044,0,0,0,0.0211328939006536,0,0.0211970171669504,0.261763568132668,0.0927869139972059,0,0,-0.0200768868617148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179598903262215,0,0.167448223887281,0,0,0,0,0,-0.0365298947551886,0,0,0,0,0,0,0
X600584.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142106931224948,0,0.188530007119822,0,0,-0.164279919744052,0,0.0417721019642726,0,0,0,0,0.365708630139603,0,0,0,0,0,0,-0.0430062239970462,0,0,0.0298458940216907,0,0,0,0,0,0.18875032737659,0,0,0,0.0547324588854358,0,0,0,0,0,0.0178878456910948,0,0,0,0,0,0,0
X600183.SH,0,0,0,0,0,0,0.0195990379498057,0,0,0,0.227121215301305,0,0,0,0,0,0,0,0.128995257271249,0,0,0,0,0,-0.200845774426315,0.059569414598353,0,0,0,0,0,0,0,0,0,0,0,0,-0.065481330711038,0.0402176313666054,3.46944695195361e-18,0,0,0,0,0.0158691732337459,0.0600370311389931,0,0.198145751179564,0,0,0,0.0196259279046852,0,0,0,-0.069171790882148,0,0
X002414.SZ,0,0,0.0168111431285305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116311657921411,0,0,0,0.127847047049335,0.0889087917140834,0,0,0.0199689890026027,0,0,0,0,0.0966928466811642,0.0251624968692462,0,0,0,0,0,0,0,0,0,0.0682216103178176,0,0.0573461397933893,0,0,0,0,0,0,-0.0222516176348064,0,0,0,0,0,0,0
X000800.SZ,-0.0396401041918386,0,0,0,0,0,0,0,0,-0.0555854413971097,0,0.0284487826685942,0,0,0,0.0205660912694751,0,0,0.0569377120305262,0,0.00156559723350053,0,0,0,0,0,0.102097071755598,0,0,0,0,-0.032168030795521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165465958703748,0,0,0,0.0202194937798064,0,0,0,0,0,0
X300003.SZ,0,0,0,0.0568729563264902,0,0,0,0,0,0,0,0,0,0.0584026131241002,0,0,0,0,0,0,0,0.0237396672663493,0,0,0,0,0,0,0,0,0,0.157312580085737,0,0,0,0,0,0,0,0,0.0675401470774782,0,0,0,0,0,0,0,0,0,0,-0.00915431170743424,-0.00456553173388855,0,0,0,0,0,0
X601799.SH,0,0,0,0,0,0,0,0,0,0.163164436159282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113459868042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00371572174846087,1.73472347597681e-18,0,0,0,0,0,0
X000066.SZ,0,0.0697925723898934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0993730060204536,0,0,0,0,0,8.67361737988404e-19,-0.00918933361569356,0,0,0,0.292333081567687,0,0,0,0,0,0,0,0.0309176702218307,0,0,0.10837851540559,0,0,0,0,-0.0397426399221017,0,0.327760422111359,0,0,-0.0120979730762529,0,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0.019046537412007,0,0,0,0,0,0,0,0,0.164925272727258,0,0,0,0.0124752517498055,0,0,0,0,0,0.00567195790908928,0,0,0,0,0,0,0,0.100984865932627,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0.085312644288233,0,0.213929424328239,0.0440657043574262,0,0,-0.0180503510615736,0.0212776436671275,0,0,0,0,0,0
X300146.SZ,0,0,0,0,0,0,0,0,0,0,0.0629615970186812,0,0,0,0,0,0,0,0,0,0,0,0.0766255351008806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745302555038137,0,0,0,0,0.125371993407718,0.0153141023203177,0,0,0,0.124975585825533,0,0,0,0.00687829296862313,0,0,0,-0.101911168828458,0,0
X002008.SZ,0,0,0.0207683611731985,0,0,0.185117645239753,0,0,0,0,0,0,0,0.0613771170670838,0,0.0729851208814077,0,0,0,0.0180973510993449,0.20870711800604,0,0.0347609361352871,0,0.0303514981145502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00777378971010607,0.00586902763291512,0,0,0,0,0,0,0,0,0,0,0,0
X002074.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0772084541550574,0,0,0,0.342885748185155,-0.194527657443843,0,0.153597176763658,0,0,0,0,0,0,0,0.193258458915483,0,0,0,0,0,0.0992072044159436,0,0,0,0,0,0,0,0,0,0.120400942542583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000799.SZ,0,0.249672425589657,0,0,0,0,0,0.428890130794575,0,0,0.0898076199373855,0,0,0,-0.0147590583641155,-0.180232739763874,0,0,0,0,0,0,0,0,0,0,0.0803987281565212,0.179210283528062,0,0,0,0,-0.00716678426745816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0994487494000168,0.0976172177876061,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258929963558792,0,0,0.0135287161016246,0,0.0747709331735233,0,0.202925567463374,0,0,0,0.170207205377777,0,0,-0.0435983909315246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173090249969002,0.0672997668678933,0,0.0789348893247337,0,0,0.118698228337545,0,0,0,0,0,0,0,0
X000050.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.183885540507937,0,0,0,0,0,0,0.0358939496851919,0.0655050364436994,0,0,0,0,0,0,0,0,0,0,0,0,0.0365873688432359,0,0,0,0,0,0,0,0.355976502652071,0,0,0,0,0.109852217035689,0,0,0,0,0.0202263371191889,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,-0.160663075105509,0,0,0,-0.0217582088970927,0,0.211855851389088,0,0,0,0.187829006996819,0,0,0,0,0.0240003541376361,0,-0.0457048977927341,0,0.0387472069342934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058086087035352,0.226923088698556,0,0,0,0,0,0,0.0937471921101239,0,0.00578439600256431,0,0,0,-0.0754341504338054,0,0
X600177.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838025831555022,0,0,0,0,0,0,0.0261020966427894,0,0,0,0,0,0,0,0,0,0,0.000893296059392219,0,0,0,0,0,0,0,0,0,-0.0246167775404235,0,0,0,0,0,0,0,0,0,-0.00296254799631237,0,0,0,0,0,0
