,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X600741.SH,X002475.SZ,X600703.SH,X000568.SZ,X300003.SZ,X600271.SH,X601877.SH,X300124.SZ,X600487.SH,X002008.SZ,X002236.SZ,X600809.SH,X000596.SZ,X000661.SZ,X000100.SZ,X002456.SZ,X600867.SH,X002179.SZ,X600498.SH,X000625.SZ,X300142.SZ,X002007.SZ,X600066.SH,X000977.SZ,X000157.SZ,X300136.SZ,X600566.SH,X002294.SZ,X002241.SZ,X600522.SH,X600089.SH,X600177.SH,X002180.SZ,X300146.SZ,X600372.SH,X000869.SZ,X002506.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.432780220205407,0.0734688167593286,0,0,0,0,0.0127397489759119,0,0,0,0.0391497223103237,0,0,0.06861365484998,0,0,0.0515242382158486,0,0.00887951255800847,0,0,-8.67361737988404e-19,0,0,0,0.0334416690571233,0,0,0,0,0,0.0214436355491016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148124356291217,0.000186302556748415,0,0,0,0,0,0
X600104.SH,0,0,0,0.116185284279923,0.0435987950133734,0,0,0,0,0,0,0.212100808694582,0.325733052522886,0.00774345366388343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052924297953925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00963620625648133,-8.67361737988404e-19,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0522200024414841,0.109626992186043,0,0,0,0,0,0,0,0,0,0.0112624304986734,0,0,0,0,0.0098948121524511,0.444431319068204,0,0,0,0,0,0,0,0,0,0,0,0,0.100181221548621,0,0,0,0,0,0,0,0,0,0,-0.0269417660066842,0,0,0,0,0,0.0158678706851708,0,0,0,0,0,0
X000858.SZ,0.0661316970704057,0,0,0,0.0686600068571037,0,0.283237159657096,0,0.049443782762922,0,0,0,0,0,0,0.217931112551035,0,0,0,0,0,0.0130695893050841,0.00823154625142466,0,0.0558893684216182,0,0,0,0,0,0,0,0.0356088604785926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00861500895752401,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00568096636982663,0,0,0,0.0454650224551838,0,0,0,0,0,0.43664906729119,0,0,0,0,0,0,0.0471073756224848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142222396662566,0.034511209459045,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466587758073578,0,0,0,0,0,0.02894886673049,0.07963625732352,0.0569825479571882,0.155852846703705,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186778726531903,0,0,0,0,0,0.0682910214987748,0,0,0,0,0,0.00511043971375258,0.00263712043622903,0,0,0,0,0,0
X002304.SZ,0,0,0,0.43576857017349,0,0,0,0,0,0,0,0,0,0,0,0.491552412180097,0.0716895302555493,0,0,0,0,0,0,0.0961211863953113,0.0404818519471503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0913146858580216,0,0,0,0.067565896410745,0.000530560061151444,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109442266880129,0,0,0,0.193469584066705,0,0,0,0,0,0.294939221465291,0.00646402904307872,0,0,0.151358222771132,0,0,0,0,0.0280981880121792,0,0,0,0,0,0,0,0,0.127834475779958,0,0.156995601056674,0,0,0,0,0.00611011859490035,0.0214815117979916,0,0,0,0,0,0
X600690.SH,0,0,3.46944695195361e-18,0.216233987789459,0.0556667826662175,0,0,0.0509134851983022,0,0,0,0,0,0.0682079210386301,0,0,0,0,0,0,0,0.0201667572707939,0.0193829611626391,0,0,0,0,0,0.160881384824052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160249549084577,0,0,0,0,0,0,0
X000063.SZ,0,0,0.182015837234006,0,0,0,0,0,0,0,0,0,0,0.271398637864507,0.145029065907382,0,0,0,0,0,0,0,0,0.0345622478091729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239124222917249,0,0,0,0,0,0,0.0682527224229035,0,0,0,0,0,0,0
