,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X002475.SZ,X600276.SH,X600690.SH,X600104.SH,X300014.SZ,X000651.SZ,X002371.SZ,X000625.SZ,X300124.SZ,X002129.SZ,X000725.SZ,X600031.SH,X002049.SZ,X003816.SZ,X000596.SZ,X002241.SZ,X000063.SZ,X600703.SH,X000338.SZ,X002179.SZ,X000661.SZ,X600089.SH,X600522.SH,X601877.SH,X002180.SZ,X300142.SZ,X002074.SZ,X000733.SZ,X600741.SH,X600884.SH,X600460.SH,X000100.SZ,X600702.SH,X000157.SZ,X600584.SH,X000799.SZ,X002236.SZ,X601799.SH,X002414.SZ,X600418.SH,X600563.SH,X002176.SZ,X000800.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.256299083906245,0,0,0,0,0,0,0,0,0,-0.045024138282731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128921649992358,0,0,0,0,0.0556643024318894,0,0,0.0570562262211738,0,0,0,0,0,0,0,0,0.0091404178420648,0,0,0,0,0,0,0.0201904396248001,0,0,0,-0.00391783359850084,0,0
X000858.SZ,0,0,0.299488296780485,0,0,0,0,0,0,0,0,0,0.0114220538085003,0,0,0,0,0,0.0539890745935074,0,0,0.0383758999272921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215665484262944,0,0,0,0,-0.0486682759680497,0,0,0,0.0542918239894746,0,0,-0.0278739551073388,0,0,0,0,0,0.00551250698542116,0,0
X600809.SH,0.0356896994595266,0.163275919296952,0,0.368991484033035,0,0,0,0,0.0494062326711731,0,0,0,0,-0.0538429603006263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0805635282500958,0,0,0,0.0125124669698656,0,0,0,0.119872001245093,0,0,0,0,0.122984820762578,0,0,0,0,0,-0.0352127818941117,0,0,0,0,0,0,0,0,-0.0105563347848432,0,0
X000568.SZ,0,0,0.254351179081309,0,0,0,0.0768327349512736,0,0,0,0,0,-0.0294071209877569,0,0,0,0,0,0,0,0.00656293009076603,0,0,0,0,0,0.0601222548252713,0,0,-0.00973736512004123,0,0,0,0,0,0,0,0,0.327358238382347,0,0,0,0,0,0,0,0,0,0,0,0,-0.000874854281764651,0,0,0,0,-0.0121889835999896,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0194636406066436,0,0,0,0,-0.0129901208123728,0,0,0.0178081792658136,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.0474668478521018,0,-1.0842021724855e-19,0,0.650537257641157,-0.122126606938467,0,0,0,0,0,0,0,0,-0.0585487827158539,0,0,0,0.025430945715662,0,0
X002304.SZ,0,0,0,0.197420138006929,0,0,0.0116757066935009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155249586830364,0,0,0,0,0.035435405311029,0,0,0,0,0,0,0,0.0798051195134266,0,0,0,0,0.208161722141354,0,0,0,0,0,0,0.00778527951198512,0.0694960463027349,0,0,0,0,0,0,0,0,0,-0.0189026624917139,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00193925277588393,0,0,0,0,0,0,0,0.267336797618162,0,0.133456905441532,0,0,0,0,0.062255421515996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182125482882718,0.214787146152449,0,0,0,0,-0.0531418072988939,-2.16840434497101e-19,0,0,0,-0.0121516113416096,0,0
X600276.SH,0,0,0,0,0.106737151588001,0,0,0,0,0,0,0,0,-0.00818346238798352,0,0,0,0,0,0,0,0,0,0.0928923971073825,0,0,0.11643458915222,0,0,0,0.103820174697998,0.00256009396683247,0,0,0,0,0,0,0,0.06285063205026,0,0,0.340958547362831,0,0,0,0.0479310499527809,0,0,0,0,0,0.0555132023173856,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.0417181793855583,0,0,0,-0.048320952595771,0,0,0,0,0,0,0.126517834341581,0,0,0,0.0961431510857194,0.11933362198755,0,0,0,0.0634472283561691,0,0,-0.0448006958015372,0,0,0,0,0.138706194181997,0,0,0.0256224408558787,0.0459037522153085,0,0,0,0.135620660638862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00180896402741097,0,0
X600104.SH,0,0,0,0,0,0,0.0547528391729667,0,0,0,0.0616378208166948,0,0,0,0,0.0127874887715612,0,0,0,0,0,0,0,0.0300470785411153,0,0,0,0,0,0,0,0,0,0,0.210077826112951,0,0,0.0795064513126039,0.0262648787972746,0,0,0,0.0176258341621626,0,0,0.0738550430906122,0,0,0.17883916283194,0,0,0.0331818954752493,-0.0263281212790537,0,0,0,0,0,0
