,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X600276.SH,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X600703.SH,X000568.SZ,X002475.SZ,X600741.SH,X000063.SZ,X000338.SZ,X600031.SH,X300003.SZ,X002236.SZ,X002008.SZ,X600809.SH,X600867.SH,X601877.SH,X600271.SH,X002456.SZ,X000596.SZ,X300124.SZ,X600487.SH,X600566.SH,X000661.SZ,X600066.SH,X000100.SZ,X000625.SZ,X002294.SZ,X000977.SZ,X002179.SZ,X300136.SZ,X002180.SZ,X002007.SZ,X300142.SZ,X002241.SZ,X600498.SH,X000157.SZ,X000981.SZ,X000050.SZ,X000869.SZ,X002049.SZ,X600522.SH,X600779.SH,X002508.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0980783540177905,0,0.263788873520212,0,0,0.114177460513717,0,0,0,0,0,0.0716345063350091,0,0,0,0,0.0395830738058645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596002783940762,0,0.000464655672859669,0,0,0,0.0886469129062678,0,0.00457335526566458,0,0,0,0,0,0.00166386332702048,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0380864838137811,0.135983378435992,0,0,0.167803744654956,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0371968686847697,0,0,0,0,0,0,0,0,0,0.0376890346133272,-0.0169998194323116,0,0,0,-0.127274075932681,0,0,0,0,0,0,0,0,0,0,0.0189708478424884,0.02473069474884,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0165577709652068,0,0,0,0,0,0,0,-0.13069886681215,0,0,0,0.165826434418916,0,0,0,0,0,0,0,0,0.163547262678293,0,0,0,0,0,0,0,-0.0480072298610693,0.0826078783641188,0,0,0,0,0.00672599263700044,0,0,0,0,0,0,0,0.106335324424977,0,0,0.0235130900730138,-0.0149234576398838,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.087370929482258,0.193370464857128,0,0,0.202303040527956,0,0,0,0,0,0,0,0,0.0934416935154358,0,0.0217753304174256,0,0,0,0.0148650416174699,0.155585734987472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122294988088241,0,0,0,0,0.00999989411181474,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.15005224436172,0,0,-0.059521167977188,0,0,0.102431102272978,0,0,0,0,0,0,0,0,0,0,0.131013541185007,0,0,0,0,0.106899271332793,0,0,0,0,0,0,0,0.024350619344193,0,0,0,0,0,0.0836604710853157,0.0795782398639956,0,0,0,0.0402034422904823,0,0,0,0,0,0,0
X000651.SZ,0.143059561576775,0,0,0.491905948789074,0,0,0,0,0,0.160536262737791,0,0.0481128200010207,0,0,0,0,0,0,0,0,-0.0495358046557058,0,0,0,0,0,0.0376421441245493,0,0,0,0,0,0,0,0,0,-0.0484154824987844,0,0,0,0,0,-0.0547204986459068,0,0,0.0606795144467514,0,0.0313377567168119,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.254198766307818,0,0,0.0258668924370539,0,0,0,0,0,0,0.00444268506945492,0.137365286710436,0,0,0,0,0.0495918048987319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366377549506253,0.0474140645367268,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222056736323881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.146422132822773,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.0516188980676962,0.0780115684677868,0,0,0.071302163701477,0.213377753866806,0,0.0787016592221102,0.22722756357294,0,0,0,-0.0219468035893573,0.00618804562670541,-0.0141640605629877,0,0,0,0.10517362664873,0,0
X600690.SH,0,0,0,0.413920442397242,0,0,0.128271811050551,0,0,0,0,0,0,0,0,0,0.104738440649938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108595483057722,0.0482523650736003,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0410292439634217,0,0.037566888546535,0,0,0,-0.29609588284471,0,0,0,0,0,0,0,0,0,0,0.0480735702044713,0.430995885205883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197007963369369,0,0,0.087861350731607,0.215104459904517,0,0,0,0.00378648530444981,-0.0102912322987877,0,0,0,0.0242570732057804,0,0
