,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600809.SH,X600690.SH,X600031.SH,X002475.SZ,X600104.SH,X000725.SZ,X002304.SZ,X000661.SZ,X000338.SZ,X300014.SZ,X300124.SZ,X003816.SZ,X000063.SZ,X000100.SZ,X000596.SZ,X600703.SH,X002241.SZ,X000157.SZ,X000625.SZ,X600741.SH,X002129.SZ,X002179.SZ,X300142.SZ,X002007.SZ,X002371.SZ,X002236.SZ,X601877.SH,X002049.SZ,X002414.SZ,X600584.SH,X000799.SZ,X600183.SH,X000800.SZ,X601799.SH,X300003.SZ,X600779.SH,X002008.SZ,X300146.SZ,X002074.SZ,X600089.SH,X000977.SZ,X600118.SH,X600707.SH,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.215976419152739,0,0,0,0,0,0,0.175874225885353,0,0,0,0,0,0,0.0102576871686368,0,0,0,0.0145268502603209,0,0,0,0.042483139912003,0,0,0,0,0,0,0,0,0.153675536028804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119362184513898,0,0
X000858.SZ,0,0,0,0,0,0.328705613092609,0.0941961326693878,0,0,0,0,0,0.0946136121221328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06019407317425,0,0,0,0,0,0,0,0,0.162051082419119,0,0,0,0,0,0,0,0.0477850625068274,0,0,0,0,0,0,-0.0141929288173483,0,0,0,0,-0.00689918413951912,0,0
X002415.SZ,0,0,0,0,0,0.0038720183500442,0,0,0,0.158537928845793,0,0,0,0,0,0.0628064148652924,0.0382253513401434,0,0,0,0,0,0,0,0,0,0,0,0,0.284863858286335,0,0.168473663360839,0,0,0.0333503457582894,0,0.0418640475414966,0,0,0,0,0,0,0,0.0238120220843782,0,0,0,0,0,0,0.030341381879571,0,0,0,0,-0.0207411703160267,0,0
X600276.SH,0,0,0,0,0,0.0968565592317875,0.0747826399328146,0,0,0.042549563633543,0.0704493738582182,0,0,0,0,0,-0.0956134276691679,0,0,0,0,0,0,0.0220404778758694,0,0,0,0.232353239710303,0.0373643152283493,0,0,0,0,0,0,-0.032364379446451,0,0,0,0.0268643662867763,0,0,0,-0.123268307655174,0,0,0,0,-0.00655791727025653,0,0,0.014156040529125,0,0,0,0,0.0367686962504385,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0730960113981805,0,0,0,0,0.10757078822691,0,0,0,0.0106606435030861,0,0,0.157273172680727,0,0,0,0.00348326226103062,0,0,0,0,-0.0153804312550934,0,0.0018765076036047,0,0.0729730864050699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037672111591135,-0.0204516239575646,0,0,0,0,-0.0246663691987559,0,0
X000568.SZ,0,0.374001280453323,0,0.131827793728785,0,0,0,0,0,0,0,0,0,0,0,0.0970807990322577,0,0,0,0,0,-0.00900259451597251,0,0,0,0,0,0,0,0.0223989486635191,0,0,0,0,0,0,0.183923348343331,0,0,0,0,0.119098643246808,0,0,0,0,0,0,-0.00309443154275304,0,0,0,-0.0473601509573482,0,0,0,-0.0238167941586369,0,0
X600809.SH,0,0,0,0,0,0.00498820559267726,0,0,0.181196733275198,0,0,0,0,0,0,0.0846342305819231,0.00225482828988691,0,0,0,0.0549158460159881,0,0,0,0,0,0,0,0,0,0.29999330843977,0,0,0,0,0,0.383553544324944,0,0,0,0,0.0865714695126696,0,0,0.0822286872102257,0,0,0,0,0,0,0,-0.0566493663550117,0,0,0,-0.0137249680837464,0,0
X600690.SH,0,0,0.0094169505001229,0,0.156091234247968,0,0.172268356995845,0,0,0,0,0,0,0.15054619004621,0,0,0,0,0,0,0,0,0,0,0,0,-0.00103008079938468,0.167400955849864,0,0,0,0,0.130397772802844,0,0,0,0,0,0,0,0.02952689727236,0.0608305255767199,0,0,0,0,0,0,-0.0297138291569186,0,0,0.00366307562547996,0.00721030791001346,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.0665724927315761,0,0,0,0,0.0831258380243891,0,0,0,0,0.146567224895842,0,0,0.0320863575844441,0,0.153489405214594,0,0.117291921448107,0,0,0.0352531258848919,0,0,0,0,0,0,0.190279812544951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0444611140356173,0,0,0,0,-0.00804308812162917,0,0
X002475.SZ,0,0,0.01599933704615,0,0,0.0413392501496494,0,0,0,0,0,0,0,0,0.0150536745327616,0,0.0816631626879549,0,0,0,0,0,0.541521619661068,0.102633081934266,0,0,0.046914078957368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128020604111753,0,0,0,-0.0167414827690626,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0377172556387048,0.069220205050366,-0.0366182448507267,0,0.0271651889212504,0,0,0,0,0,0,-0.0335697393681115,0,0,0,-0.0059737215432381,0,0,0,0,0,0,0,0,-0.058356380198591,0,0,0,0,0,0,0,0.0379971705951791,0,0,0,0.0620415332044187,0,-0.0474567151005134,-0.0240617012218523,0,0,0,0,-0.0450521858258806,0,0
X000725.SZ,0,0,0.136548241792782,0,0,0,0.00774664918944376,0,0,0,0,0,0,0,0,0,0,0,0,0.236063549441936,0,0.124665092339159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128183908100901,0,0,0,0,-0.0328122752918268,0,0
X002304.SZ,0,0.147457896236284,0,0,0,0.322855391570012,0.0406394978913736,0.0636607924170772,0,0,0,0,0,0,-0.240245631259507,0,0.0734057323708488,0,0,0,0,0.0909725749352728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450510374659162,0,0.0342315612404994,0,0,0,0,0,0,-0.0362182659560239,0,0,0,0,-0.0214357383286854,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481181400861557,0.0332385532792462,0,0,0.147215853479124,0,0,0,0.133119158265946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775539336499157,0,0,0,0,0,0.0130294662890049,0,0,-0.0995011080828062,0,0,-0.00331195306750539,-0.00209045727849261,0,0,0,-0.0083770290515644,0,0
X000338.SZ,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.231713290585369,0,0,0,0.0461410752386591,0,0,0,0.0522558874993792,0.185629124619347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00967152546193479,0,0,0,0,0,0,0,-0.044098698453134,0,0,0,0.00061049341262355,0,0
X300014.SZ,0,0,0,0,0,0,0.111831450158101,0,0,0.273592607156014,0,0,0,0,0.0465091931323023,0,0,0,0,0,0,0,0,0,0,0,0,0.282083238822257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275503287309633,0.241825981572162,0,0,0,0,0,0.0195212356206834,0,0,0,0,-0.00230344563896438,0,0
X300124.SZ,0,0,0.160869063999095,0,0,0,0.241513811867874,0,0.313861787417792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144942463614967,0,0,0,0.0331205138970729,0,0,0,0,0,0,0,0,0,0,0.124442861390798,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.19361806506507,0,0,-0.0665587634671201,0,0,0,-0.0132327174158829,0,0
X003816.SZ,0,0,0.0126407897891835,0,0,-0.0348310688774695,0,0,0,0,0,0,0,-0.10546825835802,0,0.0426136893174851,0,0,0,0,0,0,0,0.0361985008466185,0,0,0,0,0,0,0,0,0,-0.160371319850631,0,0,0,0,0,0,0,0,0,0,0,0.024544558532032,0.0674554083738593,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.00646372423584162,0,0
