,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000100.SZ,X002241.SZ,X600066.SH,X600741.SH,X002292.SZ,X002506.SZ,X600118.SH,X600031.SH,X002236.SZ,X002475.SZ,X002049.SZ,X600372.SH,X000559.SZ,X000157.SZ,X002465.SZ,X300124.SZ,X000568.SZ,X600867.SH,X000338.SZ,X600089.SH,X002294.SZ,X002007.SZ,X300003.SZ,X600177.SH,X002074.SZ,X002456.SZ,X002085.SZ,X601877.SH,X600498.SH,X000050.SZ,X002008.SZ,X300146.SZ,X600582.SH,X000869.SZ,X002129.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0.0184973511249971,0,0,0,0,0.115507863237805,0,0,0,0,0,0,0,0,0,0,0.0284314138838881,0,0,0,0,0.177759945461584,0,0,0,0,0,0.0256486257845555,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.00131733632451821,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.173891233475217,0,0,0.401946675645481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554459191228755,0,0,0.0415228797236333,0,0,0.0597086908980109,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.146988156746161,0.0270998491339616,0,0,0,0,0,0,0,0.0207976528431078,0,0,0,0,0,0,0,0,0,0,0,0.0603232139794042,0,0,0,0,0,0.314622438893756,0,0,0,0.0344080492619464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339899447785937,0,0.133507196442918,0,0,0,0,0,0.232067794065404,0,0.112299557668948,0,0,0.015754735158985,0,0.126631009580602,0.0924276636298731,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0894298945643148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123560273281649,0,0.0208629794142589,0.0833090768169671,0,0,0,0.10024642999903,0,0,0,-0.00950298385270909,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578497891350022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088689620987868,0.243258220113344,0,0,0,0,0,0,0,0,0,0.0564528298609851,0,0,0,0,0,0.0394179981720334,0,0,0,-0.0202706202180998,-0.0261720236452656,0,0,0,0,0,0
X600276.SH,0,0,0.159221763248564,0,0,0,0,0,0,0,0,0.0501871460169535,0,0,0,0,0,0,0,0,0,0,0,0,0.0471333147936247,0,0,0,0,0,0,0,0,0,0,0,0,0.0382289002278891,0.0119076901051851,0.0386402718465577,0.0119283468546608,0,0,0,0.0528066439513727,0,0,0,0,0.0249195774722677,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798639307458751,0,0,0.0225455183571597,0,0,0,0,0,0,0,0.209486280716106,0.0531963625365701,0,0,0,0.0133430870524565,0,0,0,0.0215038118397567,0,0.151226552827615,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0.158527590861397,0,0,0,0,0,0,0,0,0,0,0.0218036793853138,0,0,0,0,0.0782556024347073,0,0,0,0,0,0.24295661257272,0,0,0,0,0,0,0,0,0.127090313358732,0,0.0814742401693919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121183418467327,0,0,0,0,0,0
X000063.SZ,0,0,0.101326742646884,0,0,0,0,0,0,0,0,0,0,0.0172218961461416,0,0,0.0137659768621537,0,0,0,0,0,0,0,0.161460475922831,0,0,0.143531176177336,0,0,0.0954942177149789,0,0,0,0,0.0103147656061567,0.0552387759906997,0,0,0,0,0,0,0.219130933934012,0,0,0.00502848898054143,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00663392787617463,0,0,0,0,0,0.00220916345613973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00510533616439866,0,-0.00604339962413433,0,0,0,-0.0123776449321787,0,0,0,0,-0.0196777348293695,-0.0077019981137646,0,0,0,-0.401318847220448,0
