,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600104.SH,X600690.SH,X000651.SZ,X000725.SZ,X002371.SZ,X002129.SZ,X600031.SH,X300124.SZ,X003816.SZ,X300014.SZ,X002049.SZ,X002241.SZ,X600703.SH,X000338.SZ,X000063.SZ,X002179.SZ,X000596.SZ,X601877.SH,X000625.SZ,X600460.SH,X600089.SH,X300142.SZ,X000661.SZ,X000100.SZ,X600741.SH,X600522.SH,X600702.SH,X002180.SZ,X000157.SZ,X600884.SH,X002074.SZ,X000733.SZ,X000799.SZ,X002236.SZ,X600584.SH,X600779.SH,X002008.SZ,X600563.SH,X002007.SZ,X000977.SZ,X002414.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.373430359075421,0,0,0,0,0,0.0357860060134825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192981881102663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590408265874957,0,0,0,0,0,0,0,-0.017395485702729,-2.16840434497101e-19,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.204054011930662,0,0,0.124754853993052,0,0.112052413622419,0,0,0,0,0,0,0,0,0,0,0,0,0.100105400205237,0,0.039722597460629,0,0,0,0,0,0,0,0,0,0.0552868283445588,0.00145808677479113,0,0,0.0138629037064592,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017923875413493,0,0,0,0.0233669722648464,0,0
X002415.SZ,0,0,0,0,0,0.0760254317400869,0,0.0359327547418711,0,0,0,0,0,0,0,0.163878194111948,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0707556355128785,0,0,0,0,0.0252734458750093,0.0775138194057485,0,0,0,0,0,0,0,0,0,0,0,0.169533737360103,0,0,0,0,0.00123303469734626,0,0,0,0.004481267680516,0,0
X600809.SH,0,0,0,0,0.275220806909774,0,0,0.135613297703833,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119948245603178,0,0,0,0,0,0,0,-0.161210194959556,0,0,0,0,0.149581996214367,0,0,0,0,0,0.05277788715419,0,0,0,0,0,0,0,0,0,0,0.00917055342847893,0,0,0,0,0,0,0
X000568.SZ,0.105620118496077,0.215168052609912,0,0.0471951516083559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213653101680946,0,0,0,0,0,0,0,0,0,0,0.127237174576655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201133545195622,0.0316236207387763,0,0,0,0.0629858941897392,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.348049563529955,0,0,0,0,0,0,0.270385387814217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0413622461405187,-0.0023468124579075,0,0,0,0,0,0
X600276.SH,0.0748242826325722,0,0,0,0,0,0,0,0,0.208209618380911,0,0,0,0,0,0,0,0,0,0,0,0.00947396551720882,0.228302377949146,0,0,0,0,0,-0.0196961560195338,0.00489811548419957,0,0,0,0,0,0.0344545340924236,0,0,0,0,0.133017591596895,0,0,0,0,0,0,0,0,0,0,0,-0.0428354321842484,0,0,0,-0.0577520162915589,0,0
X002304.SZ,0.0303555521528391,0,0,0,0,0,0,0,0,0,0,0,0,0.0314446221091097,0,0.0687371612747843,0,0,0,0,0,0,0,0,0.219619966616264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265032952760251,0,0,0,0.0641978009030482,0,0,0,-0.0314152676047088,0.0447424499720302,0,0,0,0.00987669170715617,0,0
X600104.SH,0.00589167477695189,0,0,0,0,0,0,0,0,0,0,0.0322538210605664,0,0,0,0,0.137632610616141,0,0,0,0,0.0698524335238732,0,0,0,0,0.129292415825605,0,0,0,0,0.20458982531944,0,0,0,0,0,0,0,0.0136328389140729,0,0,0,0.00870240759480525,0,0,0,0,0,0,0,0,0.00350693349304252,0,0,0,0,0,0
X600690.SH,0.0203686622611721,0.015117735736817,0,0,0,0,0.113079633277401,0.230337630006187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125503827715619,0,0.0530114060392765,0,0,0,0,0,0,0,0,0.142410408785092,0,0,0,0,0,0,0.112366414696793,0,0,0.0354413703792618,6.93889390390723e-18,0,0,0,0,0,0,-0.00406418901180952,-0.00568314704931255,0,0,0,0,0,0
