,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X600741.SH,X000568.SZ,X002475.SZ,X601877.SH,X600703.SH,X600271.SH,X000100.SZ,X300124.SZ,X002236.SZ,X000625.SZ,X300003.SZ,X600498.SH,X600487.SH,X002008.SZ,X000661.SZ,X600809.SH,X002007.SZ,X300142.SZ,X000157.SZ,X002179.SZ,X600066.SH,X000596.SZ,X600089.SH,X600867.SH,X600177.SH,X002180.SZ,X600566.SH,X002506.SZ,X600522.SH,X600372.SH,X002456.SZ,X300146.SZ,X002241.SZ,X600118.SH,X002294.SZ,X600699.SH,X000977.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.431830452144495,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494050472512001,0,0,0,0,0.427786722429934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00661217140076528,0.00884135787472365,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11021746595114,0,0,0,0,0,0.164693172123981,0,0,0.0203105555587337,0,0,0,0,0,0,0,0,0,0,0,0,-0.0218911033518981,0,0,0.0942141705603714,0,0,0,-0.0781786258174183,0,0,0,0,0,0.072886731080112,0,0,-0.00405866308956757,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693388360081628,0,0,0,0,0.0281216934575552,0,0,-0.0273493906985817,0,0,0,0,0,0,0,0,-0.0386006111157106,0,0,0,-0.0277022996792768,0.0967113226283318,0,0,0,0,0,0,0,-0.109644259621656,0,0,0,0,0,0.0289147394437834,0,0
X000651.SZ,0.0410819063574229,0,0,0,0,0,0.182753235338449,0,0.0173256623501904,0,0.108842226435559,0,0.00947621299719279,0,0,0,0,0,0,0,0,0,0.000891254076617277,0,0.0461378978673666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00431236036205191,0,0,0,0,0.0369400481322687,0,0
X600276.SH,0,0,0.199237337661166,0,0,0,0.0511612228923059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385473740022165,0,0,0,0.0199320622629751,0.0322280968225278,0,0.0297939463047068,0,0,0,0,0,0.0132058628453328,0,0,0,0,0,0,0,0,0,0.0338701767818959,0.103969850497914,0,0,0,0,0,0.0230555170974276,0,0,0,-0.0685523597293022,0,0
X000858.SZ,0.29295609591291,0,0,0,0,0,0.254764993559074,0,0,0,0,0,0,0.0844525736128841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0861526354300522,0,0,0,0,0.0189710166696138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00212085554693176,0.00604131915841338,0,0,0,0,0,0
X002304.SZ,0.145491485963643,0,0,0,0,0,0,0,0,0,0,0,0,0.389601704075512,0,0,0,0,0,0,0,0,0.146426152335058,0,0,0,0,0.121690854589261,0,-0.0958981154102253,0,0,0,0.285609918292104,0,0,0,0,0,0,0,0,0,0.0287903491872737,0,0,0,0,0,0,0,-0.00244657105912336,0.0364317067823748,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.148275491485119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066234132342171,0,0.0280294822944242,0,0.00290380017997496,0,0,0,0,0,0,0,0,0,0.0482720817134812,0,0,0,0.190153474746278,0,0,0.112220981602742,0.135063549935066,0,0,0,0,-0.00587563567305792,-2.16840434497101e-19,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.013894390391473,0.264053186497263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000200283017393816,0,0,0,0,0.0559056670467464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295399358650441,0,0.321785293402329,0,0,-0.0135246206968395,-0.0207978582325622,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343232613813602,0,0,1.0842021724855e-19,0,0,0.432385655630349,0.0903160852151728,0,0,0,0,0.0202113271721799,0,0,0,0,0,0,0,0,0,0,0.231036819217931,0,0,0,0,0,0,0,0.0855848124603253,0,0,0,-0.00133858553596283,0,0,0,0.0165424353757035,0,0
