,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X600031.SH,X000338.SZ,X000625.SZ,X002241.SZ,X002456.SZ,X600487.SH,X300136.SZ,X601877.SH,X002008.SZ,X600066.SH,X000100.SZ,X600522.SH,X300124.SZ,X002508.SZ,X600271.SH,X600809.SH,X300003.SZ,X002294.SZ,X600867.SH,X002085.SZ,X600089.SH,X000981.SZ,X600498.SH,X600177.SH,X000157.SZ,X600699.SH,X000596.SZ,X300142.SZ,X000050.SZ,X002180.SZ,X002049.SZ,X600566.SH,X600584.SH,X600118.SH,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0401453668806366,0,0,0.0900474199257037,0,0,0.0218025272137576,0,0,0,0,0,0,0,0,0,0,0,0.105858199055273,0,0,-4.33680868994202e-19,0,0,0,0,0.118815253539741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197553754254083,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.14888410039178,0,0.048629519175813,0,0,0,0,0,0,0,0,0,0,0.0622952213826582,0,0,0.0777665188905304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460507947955443,0,0,0,0,0,0,-0.00392732594143256,0.00902334772998328,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0816568089953048,0,0,0,0.0882326320595661,0,0,0,0,0,0.0800324429099188,0,0.0789243708652702,0.182187161154127,0,0,0,0.132404961545537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011511577390129,0,0,0,0,0,2.16840434497101e-19,-0.00603045761738604,0,0,0,0,0,0
X000651.SZ,0,0.106129053015771,0,0,0.224720212643841,0,0,0,0.0565535208178565,0,0,0,0,0,0.0900873938761594,0,0,0,0,0,0,0,0,0,0,0,0.0566685495002644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023209877034836,0,0,0,0,0,0,0,0,0.013194506712426,-0.00450377279246446,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.1032294699769,0,0,0,0.236307948342121,0,0,0,0,0,0,0,0,0,0,0.020861248305445,0.0509797229375391,0,0,0,0,0,0,0.285491800831719,0,0,0,0,0,0,0,0,0,0.0066910065813825,0,0,0.0552397415949112,0,0,0,0,0,0,0,0.00381000633055933,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.222726175758374,0,0,0,0,0,0,0,0,0,0,0,0,0.197759629158451,0.100357875836016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450197465547369,0,0,0,0.0409139308976283,0,0.0757520648130188,0,0,0,0.0151607378485792,0,0,0,0.0374751220949527,0.0219875409050527,0,0,0,0,0,0
X600276.SH,0,0,0.0565807104315394,0,0,0.0773478352747627,0,0,0,0,0.168730336083302,0,0,0.00576493652389345,0.0624153482254347,0,0,0,0,-0.171518711114375,0,0,0,0.0804271777203092,0,0,0,0,0,0,0.101847066737382,0,0,0,0,0,0,0.0262043748624413,0,0,0,0,0.0963948635720237,0,0,-0.0200594108951415,0,0,0,0,0,-0.0542500624842601,0.0404650367198837,0,0,0,0,0,0
X002304.SZ,0.185719662924006,0,0,0,0.259618736028878,0,0,0,0,0,0.11780709876271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265321981817807,0,0.0354308847857128,0,0,0,0,0,0,0,0,0,-0.0238769575016339,0,0,0,0,0,0,0,0.0184782767900093,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.200495153877635,0,0,0,0,0,0,-0.0607668928537633,0,0.103414175680505,0,0,0,0,0,0,0,0,0,0,0,0.169783477412485,0,0,0,0,0,0,0,0,0,0,0.404512170760417,0,0,0,0,0,0,0.0429750630842953,0.132248566830056,0,0.18211506560902,0,0,0,0,0.0191729764245432,0,0,0,0,0,0
X600690.SH,0,0,0.085107309810241,0,0,0,0,0.133290460185657,0,0,0.0839339233173678,0,0,0,0.0816638707745526,-0.0787145627708585,0,0,0,0,0,0,0,0.103454602309442,0,0.0932213232046021,0.264487259156218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149646145189958,0,0,0,0.050683987097427,-0.0263539946369773,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.258770027873694,0,0,0,0,0,0,0.0508188712701972,0,0,0,0,0,0,0,0.0256125493879081,0,0.0473005224486243,0,0.210697896042011,0,0,0,0,0,0,0,0,0,0,0,0.282549238725922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000408582346014953,0,0,0,0,0,0
X000568.SZ,0,0,0.0454221953111533,0,0.25366217876486,0,0,0.135480459843555,0,0,0,0,0,0.0238284988594708,0,0,0,0,0,0,0,0,0,0.0701893174317279,0,0,0,0,0,0,0.22030408372726,0,0,0,0,0,0,0,0,0,0,0.0249419599249004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0.0642419578977305,0.131357239611506,0,0,0,0,0,-0.073028889745896,0,0.0352730014199864,0,0,0,0,0.159181342916214,0,0,0.0131969768873549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01184474807723,0,0.0751983363433196,0,-0.217590057433431,0,0,0.0163552154507767,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0844924586104077,0,0.023296889110238,0,0,0,0,0,0,0,0,0,0,0,0,0.0978369835533234,0.15142359688725,0,0.184564600880714,0,0.15978209499439,0,0,0,0,0,0,0.00215627533234014,0,0,0,0,0,0,0.105476525784062,0,0,0,0,0,0,0.00128357343155244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002236.SZ,-0.193817384164486,0,0.481831460720798,0.133512323297332,0,0,0,0.064907654721085,0.116609525248092,0.12774499926726,0,0,0,0,0,0,0,0,0,0,0.0315113025136075,0,0,0,0,0.0151498122857489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.044012766083837,0,0,0,-0.20487278381807,0,0.141556149690911,0,0,0,-0.0138069536951811,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.172461564839455,0,0,0,0,0,-0.106957709220861,0.0977477546223632,0,0,0,0,0,0,0,0,0,0.112485258162232,0,0.0293253141708531,0,0,0.0474826809601928,0,0,0,0,0,0,0,0,0,-0.13363152832702,0,0,0,0,0,0,-0.100364862427421,0,0,0.0421542364327505,0,0,0,-0.0163691744670184,0.00205610559248928,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.07904165818709,0,0,0,0,0,0,0,0,0.188563340663514,0,0,0,0,0,0,0,0.0598614891370511,0,0.0528650200421218,-1.73472347597681e-18,-0.0888554954459644,0,0,0,0.0626522942678137,0,0,-0.119562494767073,0,0,0,0.151270174743808,0,0,0.0210047965836395,0,0,0,0,0,0,0.0436967596544555,0,0,0,0,0.0149065941641392,0,0,0,0,0,0
